playerName;expressoNb;profit;totalBuyin;totalJackpot;places1;places2;places3;totalX2;totalX4;totalX6;totalX10;totalX20;totalX50;totalX200;totalX1000;totalX10000;itmPercent;averageBuyin;effectiveRake;totalRake;challengePrize;profitPostChall;miles;milesD3;milesD4;milesD5;milesRedD;rbD3;rbD4;rbD5;rbRedD;profitPostRbD3;profitPostRbD4;profitPostRbD5;profitPostRbRedD
le_sAAbreur;234;200;23400;65400;85;73;76;169;43;19;3;0;0;0;0;0;36.32;100;6.84;1638;200;400;6552;26208;29484;32760;39312;393.12;442.26;491.4;589.69;793.12;842.26;891.4;989.69
metis974reun;234;175;7275;19150;80;60;94;180;35;19;0;0;0;0;0;0;34.19;31.09;12.26;509.25;0;175;2037;8148;9166.5;10185;12222;122.22;137.5;152.78;183.33;297.22;312.5;327.78;358.33
tyzef2001;233;1700;23300;64200;90;69;74;171;42;17;3;0;0;0;0;0;38.63;100;8.15;1631;150;1850;6524;26096;29358;32620;39144;391.44;440.37;489.3;587.17;2241.44;2290.37;2339.3;2437.17
Bilou2247;232;300;6500;17950;93;64;75;175;34;22;1;0;0;0;0;0;40.09;28.02;7.95;455;25;325;1820;7280;8190;9100;10920;109.2;122.85;136.5;163.8;434.2;447.85;461.5;488.8
portos77430;232;-75;7875;20000;89;81;62;184;35;13;0;0;0;0;0;0;38.36;33.94;15.34;551.25;0;-75;2205;8820;9922.5;11025;13230;132.3;148.84;165.38;198.45;57.3;73.84;90.38;123.45
Fiaesdorio;232;-1300;7850;20200;72;83;77;182;37;12;1;0;0;0;0;0;31.03;33.84;14.23;549.5;0;-1300;2198;8792;9891;10990;13188;131.88;148.37;164.85;197.82;-1168.12;-1151.63;-1135.15;-1102.18
peppouze alg;232;-1125;6725;18450;81;68;83;173;38;18;3;0;0;0;0;0;34.91;28.99;8.55;470.75;0;-1125;1883;7532;8473.5;9415;11298;112.98;127.1;141.23;169.47;-1012.02;-997.9;-983.77;-955.53
AMSTEPH;232;700;5900;15350;98;72;62;187;30;12;2;1;0;0;0;0;42.24;25.43;13.28;413;0;700;1652;6608;7434;8260;9912;99.12;111.51;123.9;148.68;799.12;811.51;823.9;848.68
Nioum69;232;-625;5925;16200;76;88;68;171;40;20;1;0;0;0;0;0;32.76;25.54;8.86;414.75;0;-625;1659;6636;7465.5;8295;9954;99.54;111.98;124.43;149.31;-525.46;-513.02;-500.57;-475.69
alex_hsb;231;-225;7075;18250;77;64;90;180;38;12;0;1;0;0;0;0;33.33;30.63;14.02;495.25;25;-200;1981;7924;8914.5;9905;11886;118.86;133.72;148.58;178.29;-81.14;-66.28;-51.42;-21.71
Matlepoker34;231;275;7025;19250;84;61;86;168;50;10;3;0;0;0;0;0;36.36;30.41;8.66;491.75;50;325;1967;7868;8851.5;9835;11802;118.02;132.77;147.53;177.03;443.02;457.77;472.53;502.03
Hasan67600;231;-2950;13550;35800;68;84;79;180;30;20;1;0;0;0;0;0;29.44;58.66;11.93;948.5;50;-2900;3794;15176;17073;18970;22764;227.64;256.1;284.55;341.46;-2672.36;-2643.9;-2615.45;-2558.54
Miss-Proteam;231;-425;5875;15950;79;87;65;176;32;20;3;0;0;0;0;0;34.2;25.43;9.5;411.25;25;-400;1645;6580;7402.5;8225;9870;98.7;111.04;123.38;148.05;-301.3;-288.96;-276.62;-251.95
RAISE75;231;-2200;17150;45450;81;67;83;182;32;13;4;0;0;0;0;0;35.06;74.24;11.66;1200.5;100;-2100;4802;19208;21609;24010;28812;288.12;324.14;360.15;432.18;-1811.88;-1775.86;-1739.85;-1667.82
David Machad;231;-2125;5925;16350;58;67;106;168;39;23;1;0;0;0;0;0;25.11;25.65;8.02;414.75;0;-2125;1659;6636;7465.5;8295;9954;99.54;111.98;124.43;149.31;-2025.46;-2013.02;-2000.57;-1975.69
de haan;231;0;7050;21300;86;67;78;179;28;18;5;0;1;0;0;0;37.23;30.52;-0.71;493.5;25;25;1974;7896;8883;9870;11844;118.44;133.25;148.05;177.66;143.44;158.25;173.05;202.66
shaka83;231;-825;7425;19850;76;72;83;169;45;15;2;0;0;0;0;0;32.9;32.14;10.89;519.75;25;-800;2079;8316;9355.5;10395;12474;124.74;140.33;155.93;187.11;-675.26;-659.67;-644.07;-612.89
Lila52;230;575;5825;16250;87;80;63;169;46;12;2;1;0;0;0;0;37.83;25.33;7.01;407.75;0;575;1631;6524;7339.5;8155;9786;97.86;110.09;122.33;146.79;672.86;685.09;697.33;721.79
0-premHope-0;230;725;6975;20500;86;57;87;161;41;25;2;1;0;0;0;0;37.39;30.33;2.03;488.25;50;775;1953;7812;8788.5;9765;11718;117.18;131.83;146.48;175.77;892.18;906.83;921.48;950.77
babalazizz;230;1100;11500;29900;92;69;69;180;33;16;1;0;0;0;0;0;40;50;13.33;805;25;1125;3220;12880;14490;16100;19320;193.2;217.35;241.5;289.8;1318.2;1342.35;1366.5;1414.8
LernMepoker;230;725;5775;15800;97;63;70;171;39;17;3;0;0;0;0;0;42.17;25.11;8.8;404.25;0;725;1617;6468;7276.5;8085;9702;97.02;109.15;121.28;145.53;822.02;834.15;846.28;870.53
Christ5973;229;-950;14100;37600;83;76;70;173;41;13;2;0;0;0;0;0;36.24;61.57;11.11;987;100;-850;3948;15792;17766;19740;23688;236.88;266.49;296.1;355.32;-613.12;-583.51;-553.9;-494.68
Kubilaiii;228;-125;7575;20050;85;94;49;170;43;15;0;0;0;0;0;0;37.28;33.22;11.77;530.25;25;-100;2121;8484;9544.5;10605;12726;127.26;143.17;159.08;190.89;27.26;43.17;59.08;90.89
BadFaFa;227;-1550;10450;29000;76;73;78;170;31;24;2;0;0;0;0;0;33.48;46.04;7.5;731.5;75;-1475;2926;11704;13167;14630;17556;175.56;197.51;219.45;263.34;-1299.44;-1277.49;-1255.55;-1211.66
doudz93;227;-900;22700;64200;86;67;74;165;37;24;0;1;0;0;0;0;37.89;100;5.73;1589;200;-700;6356;25424;28602;31780;38136;381.36;429.03;476.7;572.05;-318.64;-270.97;-223.3;-127.95
Nooka69;227;475;6975;18500;91;54;82;166;49;12;0;0;0;0;0;0;40.09;30.73;11.59;488.25;25;500;1953;7812;8788.5;9765;11718;117.18;131.83;146.48;175.77;617.18;631.83;646.48;675.77
FuraxXx 31;227;250;9400;35350;79;75;73;171;37;14;4;0;0;1;0;0;34.8;41.41;-25.35;658;25;275;2632;10528;11844;13160;15792;157.92;177.66;197.4;236.88;432.92;452.66;472.4;511.88
PACO&A&H;227;700;6350;17450;92;65;70;166;38;22;1;0;0;0;0;0;40.53;27.97;8.4;444.5;0;700;1778;7112;8001;8890;10668;106.68;120.02;133.35;160.02;806.68;820.02;833.35;860.02
crobin94;226;2650;15050;43800;88;76;62;161;42;21;2;0;0;0;0;0;38.94;66.59;2.99;1053.5;100;2750;4214;16856;18963;21070;25284;252.84;284.45;316.05;379.26;3002.84;3034.45;3066.05;3129.26
Comar_Baxter;226;-775;7125;18850;77;62;87;169;40;15;2;0;0;0;0;0;34.07;31.53;11.81;498.75;0;-775;1995;7980;8977.5;9975;11970;119.7;134.66;149.63;179.55;-655.3;-640.34;-625.37;-595.45
nono697;226;625;14475;36850;90;56;80;180;30;15;1;0;0;0;0;0;39.82;64.05;15.14;1013.25;75;700;4053;16212;18238.5;20265;24318;243.18;273.58;303.98;364.77;943.18;973.58;1003.98;1064.77
malin57000;226;-175;9025;25800;78;59;89;156;47;20;3;0;0;0;0;0;34.51;39.93;4.71;631.75;25;-150;2527;10108;11371.5;12635;15162;151.62;170.57;189.53;227.43;1.62;20.57;39.53;77.43
carper01;225;100;22500;61200;83;78;64;170;37;14;4;0;0;0;0;0;36.89;100;9.33;1575;150;250;6300;25200;28350;31500;37800;378;425.25;472.5;567.01;628;675.25;722.5;817.01
winnaze;225;-500;11000;30750;77;52;96;170;31;19;5;0;0;0;0;0;34.22;48.89;6.82;770;75;-425;3080;12320;13860;15400;18480;184.8;207.9;231;277.2;-240.2;-217.1;-194;-147.8
dricus10;225;900;8900;24000;86;65;74;170;35;19;1;0;0;0;0;0;38.22;39.56;10.11;623;25;925;2492;9968;11214;12460;14952;149.52;168.21;186.9;224.28;1074.52;1093.21;1111.9;1149.28
Sofdou59;225;-925;6425;17150;74;56;95;173;30;20;2;0;0;0;0;0;32.89;28.56;11.02;449.75;0;-925;1799;7196;8095.5;8995;10794;107.94;121.43;134.93;161.91;-817.06;-803.57;-790.07;-763.09
simba84;224;-625;5875;15400;78;80;66;172;36;15;1;0;0;0;0;0;34.82;26.23;12.62;411.25;25;-600;1645;6580;7402.5;8225;9870;98.7;111.04;123.38;148.05;-501.3;-488.96;-476.62;-451.95
LuckyLaeti;224;25;6825;17700;81;57;86;170;39;14;1;0;0;0;0;0;36.16;30.47;13.55;477.75;0;25;1911;7644;8599.5;9555;11466;114.66;128.99;143.33;171.99;139.66;153.99;168.33;196.99
fbi86;224;-1850;6550;17950;63;80;81;170;35;16;2;1;0;0;0;0;28.12;29.24;8.65;458.5;0;-1850;1834;7336;8253;9170;11004;110.04;123.8;137.55;165.06;-1739.96;-1726.2;-1712.45;-1684.94
cedroc38;224;-850;6550;17300;79;63;82;175;34;11;4;0;0;0;0;0;35.27;29.24;11.96;458.5;0;-850;1834;7336;8253;9170;11004;110.04;123.8;137.55;165.06;-739.96;-726.2;-712.45;-684.94
TRACTIONCAR;224;-100;5600;15250;83;69;72;170;33;18;3;0;0;0;0;0;37.05;25;9.23;392;25;-75;1568;6272;7056;7840;9408;94.08;105.84;117.6;141.12;19.08;30.84;42.6;66.12
tank007;223;725;6375;17450;89;62;72;167;31;23;2;0;0;0;0;0;39.91;28.59;8.76;446.25;0;725;1785;7140;8032.5;8925;10710;107.1;120.49;133.88;160.65;832.1;845.49;858.88;885.65
king SELAH;223;-250;5650;14800;88;70;65;175;32;13;3;0;0;0;0;0;39.46;25.34;12.68;395.5;50;-200;1582;6328;7119;7910;9492;94.92;106.79;118.65;142.38;-105.08;-93.21;-81.35;-57.62
81RITA;223;-150;5750;15950;80;51;92;160;47;13;3;0;0;0;0;0;35.87;25.78;7.54;402.5;0;-150;1610;6440;7245;8050;9660;96.6;108.68;120.75;144.9;-53.4;-41.32;-29.25;-5.1
lelimier57;222;-3000;22200;58800;70;74;78;166;40;16;0;0;0;0;0;0;31.53;100;11.71;1554;150;-2850;6216;24864;27972;31080;37296;372.96;419.58;466.2;559.45;-2477.04;-2430.42;-2383.8;-2290.55
Kristaps;222;-100;5650;15900;76;93;53;164;32;24;2;0;0;0;0;0;34.23;25.45;6.19;395.5;0;-100;1582;6328;7119;7910;9492;94.92;106.79;118.65;142.38;-5.08;6.79;18.65;42.38
Lastlife;220;-325;5725;14950;74;70;76;166;39;15;0;0;0;0;0;0;33.64;26.02;12.95;400.75;0;-325;1603;6412;7213.5;8015;9618;96.18;108.2;120.23;144.27;-228.82;-216.8;-204.77;-180.73
dersim93000;220;525;5825;15300;83;57;80;177;31;9;2;1;0;0;0;0;37.73;26.48;12.45;407.75;0;525;1631;6524;7339.5;8155;9786;97.86;110.09;122.33;146.79;622.86;635.09;647.33;671.79
Khn-M19;220;-400;6900;18300;74;67;79;171;30;17;2;0;0;0;0;0;33.64;31.36;11.59;483;0;-400;1932;7728;8694;9660;11592;115.92;130.41;144.9;173.88;-284.08;-269.59;-255.1;-226.12
Briou900;220;-450;6600;18600;85;69;66;161;41;17;0;1;0;0;0;0;38.64;30;6.06;462;0;-450;1848;7392;8316;9240;11088;110.88;124.74;138.6;166.32;-339.12;-325.26;-311.4;-283.68
aaleynaa;220;-75;6875;18350;73;77;70;167;36;16;1;0;0;0;0;0;33.18;31.25;11.03;481.25;25;-50;1925;7700;8662.5;9625;11550;115.5;129.94;144.38;173.25;65.5;79.94;94.38;123.25
Yokohama6220;220;-875;6325;16900;74;71;75;168;34;16;2;0;0;0;0;0;33.64;28.75;10.94;442.75;0;-875;1771;7084;7969.5;8855;10626;106.26;119.54;132.83;159.39;-768.74;-755.46;-742.17;-715.61
django999;219;-1400;5950;15950;67;61;91;170;29;19;1;0;0;0;0;0;30.59;27.17;10.64;416.5;0;-1400;1666;6664;7497;8330;9996;99.96;112.46;124.95;149.94;-1300.04;-1287.54;-1275.05;-1250.06
Z-_-Z;219;-850;5700;19900;69;97;53;168;36;12;2;0;0;1;0;0;31.51;26.03;-16.37;399;0;-850;1596;6384;7182;7980;9576;95.76;107.73;119.7;143.64;-754.24;-742.27;-730.3;-706.36
Hixos;219;-1000;6700;18450;66;68;85;158;41;19;1;0;0;0;0;0;30.14;30.59;8.21;469;0;-1000;1876;7504;8442;9380;11256;112.56;126.63;140.7;168.84;-887.44;-873.37;-859.3;-831.16
- QUEMPIC -;219;300;5500;14300;89;72;58;175;24;19;1;0;0;0;0;0;40.64;25.11;13.33;385;0;300;1540;6160;6930;7700;9240;92.4;103.95;115.5;138.6;392.4;403.95;415.5;438.6
nellsses013;219;875;5475;15200;89;64;66;159;39;19;2;0;0;0;0;0;40.64;25;7.46;383.25;0;875;1533;6132;6898.5;7665;9198;91.98;103.48;114.98;137.97;966.98;978.48;989.98;1012.97
v1nc3_fr;219;500;8250;32550;77;79;63;160;38;18;2;0;0;1;0;0;35.16;37.67;-31.52;577.5;0;500;2310;9240;10395;11550;13860;138.6;155.93;173.25;207.9;638.6;655.93;673.25;707.9
Jeddan;218;-200;5450;14650;74;58;86;170;27;18;3;0;0;0;0;0;33.94;25;10.4;381.5;0;-200;1526;6104;6867;7630;9156;91.56;103.01;114.45;137.34;-108.44;-96.99;-85.55;-62.66
GUYROUX4EVER;218;0;21800;60200;78;73;67;162;35;18;3;0;0;0;0;0;35.78;100;7.95;1526;150;150;6104;24416;27468;30520;36624;366.24;412.02;457.8;549.37;516.24;562.02;607.8;699.37
Veronica77;218;-475;5725;15350;69;70;79;171;30;15;0;2;0;0;0;0;31.65;26.26;10.63;400.75;0;-475;1603;6412;7213.5;8015;9618;96.18;108.2;120.23;144.27;-378.82;-366.8;-354.77;-330.73
malicoptere;218;-275;5775;15600;75;63;80;169;29;17;3;0;0;0;0;0;34.4;26.49;9.96;404.25;25;-250;1617;6468;7276.5;8085;9702;97.02;109.15;121.28;145.53;-152.98;-140.85;-128.72;-104.47
HERVIRG;217;-100;6550;18650;77;78;62;155;38;21;3;0;0;0;0;0;35.48;30.18;5.09;458.5;0;-100;1834;7336;8253;9170;11004;110.04;123.8;137.55;165.06;10.04;23.8;37.55;65.06
Meed57;217;575;7975;21600;87;67;63;166;34;13;3;1;0;0;0;0;40.09;36.75;9.72;558.25;25;600;2233;8932;10048.5;11165;13398;133.98;150.73;167.48;200.97;733.98;750.73;767.48;800.97
Lililou54;217;2300;21700;63400;77;80;60;161;36;18;1;0;1;0;0;0;35.48;100;2.61;1519;200;2500;6076;24304;27342;30380;36456;364.56;410.13;455.7;546.85;2864.56;2910.13;2955.7;3046.85
Kinoudj;217;-625;5875;15050;74;64;79;175;23;18;1;0;0;0;0;0;34.1;27.07;14.61;411.25;25;-600;1645;6580;7402.5;8225;9870;98.7;111.04;123.38;148.05;-501.3;-488.96;-476.62;-451.95
jejememe13;217;-300;21700;55000;80;72;65;170;36;11;0;0;0;0;0;0;36.87;100;15.51;1519;100;-200;6076;24304;27342;30380;36456;364.56;410.13;455.7;546.85;164.56;210.13;255.7;346.85
cemoi1306;216;-2050;11900;31450;70;65;81;166;33;17;0;0;0;0;0;0;32.41;55.09;11.9;833;0;-2050;3332;13328;14994;16660;19992;199.92;224.91;249.9;299.88;-1850.08;-1825.09;-1800.1;-1750.12
kev.d1991;216;125;6125;16200;83;52;81;161;38;17;0;0;0;0;0;0;38.43;28.36;11.84;428.75;0;125;1715;6860;7717.5;8575;10290;102.9;115.76;128.63;154.35;227.9;240.76;253.63;279.35
LU9_bel24;216;-725;7225;18150;70;54;92;169;32;15;0;0;0;0;0;0;32.41;33.45;16.26;505.75;25;-700;2023;8092;9103.5;10115;12138;121.38;136.55;151.73;182.07;-578.62;-563.45;-548.27;-517.93
Gold-Hand;215;-550;5500;14250;78;71;66;166;36;12;1;0;0;0;0;0;36.28;25.58;13.64;385;25;-525;1540;6160;6930;7700;9240;92.4;103.95;115.5;138.6;-432.6;-421.05;-409.5;-386.4
MIAOUUUUUUUU;215;1700;21500;59200;80;58;77;158;37;18;2;0;0;0;0;0;37.21;100;8.22;1505;200;1900;6020;24080;27090;30100;36120;361.2;406.35;451.5;541.81;2261.2;2306.35;2351.5;2441.81
Hai&fineHeRb;215;50;5450;14900;86;58;71;161;30;23;1;0;0;0;0;0;40;25.35;8.87;381.5;25;75;1526;6104;6867;7630;9156;91.56;103.01;114.45;137.34;166.56;178.01;189.45;212.34
Akh130013;214;-1400;21400;59200;68;70;76;156;38;18;2;0;0;0;0;0;31.78;100;7.79;1498;100;-1300;5992;23968;26964;29960;35952;359.52;404.46;449.4;539.29;-940.48;-895.54;-850.6;-760.71
bg.du.19;214;-1625;12325;31300;71;48;95;166;31;17;0;0;0;0;0;0;33.18;57.59;15.35;862.75;50;-1575;3451;13804;15529.5;17255;20706;207.06;232.94;258.83;310.59;-1367.94;-1342.06;-1316.17;-1264.41
Jayni;214;-700;5450;13650;79;72;63;167;41;6;0;0;0;0;0;0;36.92;25.47;16.51;381.5;0;-700;1526;6104;6867;7630;9156;91.56;103.01;114.45;137.34;-608.44;-596.99;-585.55;-562.66
frbery;213;425;6525;17000;83;57;73;159;40;14;0;0;0;0;0;0;38.97;30.63;13.15;456.75;0;425;1827;7308;8221.5;9135;10962;109.62;123.32;137.03;164.43;534.62;548.32;562.03;589.43
Ouinouin15;213;-300;5850;16450;72;77;64;147;48;18;0;0;0;0;0;0;33.8;27.46;6.27;409.5;0;-300;1638;6552;7371;8190;9828;98.28;110.57;122.85;147.42;-201.72;-189.43;-177.15;-152.58
Rocam;213;-1050;8000;22850;61;76;76;160;31;19;1;2;0;0;0;0;28.64;37.56;4.79;560;25;-1025;2240;8960;10080;11200;13440;134.4;151.2;168;201.6;-890.6;-873.8;-857;-823.4
JOCHAR23;212;-5200;21200;56000;65;62;85;164;32;14;2;0;0;0;0;0;30.66;100;11.95;1484;200;-5000;5936;23744;26712;29680;35616;356.16;400.68;445.2;534.25;-4643.84;-4599.32;-4554.8;-4465.75
labrik;212;550;6150;15950;80;76;56;165;29;18;0;0;0;0;0;0;37.74;29.01;13.55;430.5;25;575;1722;6888;7749;8610;10332;103.32;116.24;129.15;154.98;678.32;691.24;704.15;729.98
medkoukou;212;-1575;6125;16600;65;76;71;159;38;14;0;1;0;0;0;0;30.66;28.89;9.66;428.75;25;-1550;1715;6860;7717.5;8575;10290;102.9;115.76;128.63;154.35;-1447.1;-1434.24;-1421.37;-1395.65
_StrongBaby_;212;275;5325;14950;84;67;61;161;31;15;4;1;0;0;0;0;39.62;25.12;6.42;372.75;0;275;1491;5964;6709.5;7455;8946;89.46;100.64;111.83;134.19;364.46;375.64;386.83;409.19
stoike;212;250;8750;23000;78;73;61;167;31;13;1;0;0;0;0;0;36.79;41.27;12.38;612.5;25;275;2450;9800;11025;12250;14700;147;165.38;183.75;220.5;422;440.38;458.75;495.5
blablapok;211;450;14650;37300;81;71;59;165;33;11;2;0;0;0;0;0;38.39;69.43;15.13;1025.5;50;500;4102;16408;18459;20510;24612;246.12;276.89;307.65;369.18;746.12;776.89;807.65;869.18
mika3101;211;-3700;21100;56200;66;65;80;169;25;14;2;1;0;0;0;0;31.28;100;11.22;1477;150;-3550;5908;23632;26586;29540;35448;354.48;398.79;443.1;531.73;-3195.52;-3151.21;-3106.9;-3018.27
Secwetwetwet;211;-4100;21100;54800;57;43;111;168;23;20;0;0;0;0;0;0;27.01;100;13.43;1477;200;-3900;5908;23632;26586;29540;35448;354.48;398.79;443.1;531.73;-3545.52;-3501.21;-3456.9;-3368.27
saycheese;211;-550;9650;25200;73;75;63;165;33;11;2;0;0;0;0;0;34.6;45.73;12.95;675.5;25;-525;2702;10808;12159;13510;16212;162.12;182.39;202.65;243.18;-362.88;-342.61;-322.35;-281.82
BigUpAA;211;-300;5800;15950;76;55;80;150;43;18;0;0;0;0;0;0;36.02;27.49;8.33;406;0;-300;1624;6496;7308;8120;9744;97.44;109.62;121.8;146.16;-202.56;-190.38;-178.2;-153.84
Jajajahomaha;211;-825;12675;33950;76;71;64;159;37;13;2;0;0;0;0;0;36.02;60.07;10.72;887.25;100;-725;3549;14196;15970.5;17745;21294;212.94;239.56;266.18;319.41;-512.06;-485.44;-458.82;-405.59
IBO32;210;300;6200;18150;68;59;83;145;45;14;5;1;0;0;0;0;32.38;29.52;2.42;434;0;300;1736;6944;7812;8680;10416;104.16;117.18;130.2;156.24;404.16;417.18;430.2;456.24
Callaghan910;210;-375;5275;14250;74;73;63;158;33;18;1;0;0;0;0;0;35.24;25.12;9.95;369.25;25;-350;1477;5908;6646.5;7385;8862;88.62;99.7;110.78;132.93;-261.38;-250.3;-239.22;-217.07
maloku52000;210;-1600;5950;15800;59;76;75;162;33;13;2;0;0;0;0;0;28.1;28.33;11.48;416.5;0;-1600;1666;6664;7497;8330;9996;99.96;112.46;124.95;149.94;-1500.04;-1487.54;-1475.05;-1450.06
lekeus;210;1425;8325;23500;82;62;66;148;43;18;0;1;0;0;0;0;39.05;39.64;5.91;582.75;0;1425;2331;9324;10489.5;11655;13986;139.86;157.34;174.83;209.79;1564.86;1582.34;1599.83;1634.79
dadatasca;209;1000;10300;29250;80;59;70;155;33;17;3;1;0;0;0;0;38.28;49.28;5.34;721;25;1025;2884;11536;12978;14420;17304;173.04;194.67;216.3;259.56;1198.04;1219.67;1241.3;1284.56
Crunch56;209;-4300;20900;55800;68;75;66;156;36;17;0;0;0;0;0;0;32.54;100;11;1463;250;-4050;5852;23408;26334;29260;35112;351.12;395.01;438.9;526.69;-3698.88;-3654.99;-3611.1;-3523.31
jejonjobs;209;-1200;6700;17750;66;81;62;159;36;14;0;0;0;0;0;0;31.58;32.06;11.69;469;25;-1175;1876;7504;8442;9380;11256;112.56;126.63;140.7;168.84;-1062.44;-1048.37;-1034.3;-1006.16
comentonjoue;209;-525;5625;14100;74;72;63;168;31;7;3;0;0;0;0;0;35.41;26.91;16.44;393.75;0;-525;1575;6300;7087.5;7875;9450;94.5;106.31;118.13;141.75;-430.5;-418.69;-406.87;-383.25
ElHamiltador;209;-100;20900;58000;74;60;75;152;42;13;1;1;0;0;0;0;35.41;100;7.5;1463;150;50;5852;23408;26334;29260;35112;351.12;395.01;438.9;526.69;401.12;445.01;488.9;576.69
baby4you;209;225;5225;14150;76;67;66;155;40;11;3;0;0;0;0;0;36.36;25;9.73;365.75;0;225;1463;5852;6583.5;7315;8778;87.78;98.75;109.73;131.67;312.78;323.75;334.73;356.67
x juju26;208;-175;5675;14750;77;67;64;159;35;13;1;0;0;0;0;0;37.02;27.28;13.36;397.25;0;-175;1589;6356;7150.5;7945;9534;95.34;107.26;119.18;143.01;-79.66;-67.74;-55.82;-31.99
boobagump34;208;-625;5625;15500;68;61;79;152;34;22;0;0;0;0;0;0;32.69;27.04;8.15;393.75;0;-625;1575;6300;7087.5;7875;9450;94.5;106.31;118.13;141.75;-530.5;-518.69;-506.87;-483.25
reconnexion;208;-100;6850;17300;77;62;69;166;31;11;0;0;0;0;0;0;37.02;32.93;15.82;479.5;0;-100;1918;7672;8631;9590;11508;115.08;129.47;143.85;172.62;15.08;29.47;43.85;72.62
Bru148;207;-525;6175;16400;73;62;72;153;37;16;1;0;0;0;0;0;35.27;29.83;11.47;432.25;0;-525;1729;6916;7780.5;8645;10374;103.74;116.71;129.68;155.61;-421.26;-408.29;-395.32;-369.39
xx_AMSTAF_xx;206;-1475;9775;26000;73;59;74;151;36;16;3;0;0;0;0;0;35.44;47.45;11.34;684.25;0;-1475;2737;10948;12316.5;13685;16422;164.22;184.75;205.28;246.33;-1310.78;-1290.25;-1269.72;-1228.67
tysony;206;-25;6625;16800;77;67;62;161;35;9;1;0;0;0;0;0;37.38;32.16;15.47;463.75;25;0;1855;7420;8347.5;9275;11130;111.3;125.21;139.13;166.95;111.3;125.21;139.13;166.95
Fullay;206;-100;5200;13600;71;65;70;158;33;15;0;0;0;0;0;0;34.47;25.24;12.82;364;25;-75;1456;5824;6552;7280;8736;87.36;98.28;109.2;131.04;12.36;23.28;34.2;56.04
Mesut94190;206;225;5175;13850;82;69;55;156;32;17;1;0;0;0;0;0;39.81;25.12;10.79;362.25;0;225;1449;5796;6520.5;7245;8694;86.94;97.81;108.68;130.41;311.94;322.81;333.68;355.41
Floriantin0;206;350;5550;14700;79;79;48;156;35;15;0;0;0;0;0;0;38.35;26.94;11.71;388.5;25;375;1554;6216;6993;7770;9324;93.24;104.9;116.55;139.86;468.24;479.9;491.55;514.86
Expresso100k;206;-325;6325;17450;76;51;79;168;20;16;1;0;1;0;0;0;36.89;30.7;8.04;442.75;25;-300;1771;7084;7969.5;8855;10626;106.26;119.54;132.83;159.39;-193.74;-180.46;-167.17;-140.61
ScrumMaster;206;50;5450;14750;74;53;79;155;32;18;1;0;0;0;0;0;35.92;26.46;9.79;381.5;25;75;1526;6104;6867;7630;9156;91.56;103.01;114.45;137.34;166.56;178.01;189.45;212.34
choune34300;205;-25;5225;14200;73;77;55;155;29;19;2;0;0;0;0;0;35.61;25.49;9.41;365.75;25;0;1463;5852;6583.5;7315;8778;87.78;98.75;109.73;131.67;87.78;98.75;109.73;131.67
Milanamor27;205;450;6350;15850;87;50;68;164;28;13;0;0;0;0;0;0;42.44;30.98;16.8;444.5;25;475;1778;7112;8001;8890;10668;106.68;120.02;133.35;160.02;581.68;595.02;608.35;635.02
LOLODOUM;205;-675;13025;35100;70;51;84;154;35;16;0;0;0;0;0;0;34.15;63.54;10.17;911.75;100;-575;3647;14588;16411.5;18235;21882;218.82;246.17;273.53;328.23;-356.18;-328.83;-301.47;-246.77
La socca;205;-1025;5325;14450;61;75;69;157;31;15;1;1;0;0;0;0;29.76;25.98;9.55;372.75;0;-1025;1491;5964;6709.5;7455;8946;89.46;100.64;111.83;134.19;-935.54;-924.36;-913.17;-890.81
xxanais02;204;-225;6475;18250;74;67;63;152;28;21;3;0;0;0;0;0;36.27;31.74;6.05;453.25;0;-225;1813;7252;8158.5;9065;10878;108.78;122.38;135.98;163.17;-116.22;-102.62;-89.02;-61.83
jeanmiducati;204;-550;7500;20050;72;60;72;159;26;17;2;0;0;0;0;0;35.29;36.76;10.89;525;25;-525;2100;8400;9450;10500;12600;126;141.75;157.5;189;-399;-383.25;-367.5;-336
gregol2;204;-900;5200;14050;69;60;75;156;30;15;3;0;0;0;0;0;33.82;25.49;9.94;364;25;-875;1456;5824;6552;7280;8736;87.36;98.28;109.2;131.04;-787.64;-776.72;-765.8;-743.96
yoyocdc;203;-175;5975;16400;74;58;71;154;29;19;0;1;0;0;0;0;36.45;29.43;8.51;418.25;0;-175;1673;6692;7528.5;8365;10038;100.38;112.93;125.48;150.57;-74.62;-62.07;-49.52;-24.43
ESPION92;203;275;6225;15950;83;58;62;155;32;16;0;0;0;0;0;0;40.89;30.67;14.59;435.75;25;300;1743;6972;7843.5;8715;10458;104.58;117.65;130.73;156.87;404.58;417.65;430.73;456.87
chouchou 21;202;-4400;20200;52800;60;61;81;156;32;13;1;0;0;0;0;0;29.7;100;12.87;1414;150;-4250;5656;22624;25452;28280;33936;339.36;381.78;424.2;509.05;-3910.64;-3868.22;-3825.8;-3740.95
niksa3869;201;-1025;11975;33150;66;46;89;143;36;20;2;0;0;0;0;0;32.84;59.58;7.72;838.25;50;-975;3353;13412;15088.5;16765;20118;201.18;226.33;251.48;301.77;-773.82;-748.67;-723.52;-673.23
