playerName;expressoNb;profit;totalBuyin;totalJackpot;places1;places2;places3;totalX2;totalX4;totalX6;totalX10;totalX20;totalX50;totalX200;totalX1000;totalX10000;itmPercent;averageBuyin;effectiveRake;totalRake;challengePrize;profitPostChall;miles;milesD3;milesD4;milesD5;milesRedD;rbD3;rbD4;rbD5;rbRedD;profitPostRbD3;profitPostRbD4;profitPostRbD5;profitPostRbRedD
LePardon;1434;-6325;115575;312100;500;518;416;1103;210;100;18;3;0;0;0;0;34.87;80.6;9.99;8090.25;1300;-5025;32361;129444;145624.5;161805;194166;1941.68;2184.39;2427.1;2912.52;-3083.32;-2840.61;-2597.9;-2112.48
AnArKine;1428;975;37475;101800;527;411;490;1090;225;97;13;3;0;0;0;0;36.9;26.24;9.45;2623.25;150;1125;10493;41972;47218.5;52465;62958;629.59;708.28;786.98;944.38;1754.59;1833.28;1911.98;2069.38
jungle julia;1403;-2700;140300;377800;510;417;476;1048;243;105;6;1;0;0;0;0;36.35;100;10.24;9821;1000;-1700;39284;157136;176778;196420;235704;2357.06;2651.7;2946.33;3535.6;657.06;951.7;1246.33;1835.6
BEBINO;1402;-3650;36200;96100;493;410;499;1092;206;89;13;2;0;0;0;0;35.16;25.82;11.51;2534;400;-3250;10136;40544;45612;50680;60816;608.17;684.19;760.21;912.25;-2641.83;-2565.81;-2489.79;-2337.75
Diep21;1380;-1450;34500;97650;491;482;407;1050;216;102;9;2;0;1;0;0;35.58;25;5.65;2415;250;-1200;9660;38640;43470;48300;57960;579.61;652.06;724.51;869.41;-620.39;-547.94;-475.49;-330.59
lera 33;1366;-6300;72250;193450;468;491;407;1041;216;99;9;1;0;0;0;0;34.26;52.89;10.75;5057.5;425;-5875;20230;80920;91035;101150;121380;1213.81;1365.54;1517.27;1820.72;-4661.19;-4509.46;-4357.73;-4054.28
jiv72;1349;2300;38600;107750;478;365;506;1030;208;102;7;1;0;1;0;0;35.43;28.61;6.95;2702;150;2450;10808;43232;48636;54040;64848;648.49;729.55;810.61;972.73;3098.49;3179.55;3260.61;3422.73
_Mosquito_;1347;850;38500;106400;477;485;385;1015;221;98;12;0;1;0;0;0;35.41;28.58;7.88;2695;175;1025;10780;43120;48510;53900;64680;646.81;727.66;808.51;970.21;1671.81;1752.66;1833.51;1995.21
Runitdeeuux;1334;-4950;65150;174400;463;520;351;1035;192;93;12;2;0;0;0;0;34.71;48.84;10.77;4560.5;625;-4325;18242;72968;82089;91210;109452;1094.53;1231.35;1368.16;1641.8;-3230.47;-3093.65;-2956.84;-2683.2
jonah83;1320;-1000;41250;114900;447;464;409;979;224;107;6;3;1;0;0;0;33.86;31.25;7.15;2887.5;75;-925;11550;46200;51975;57750;69300;693.01;779.63;866.26;1039.51;-231.99;-145.37;-58.74;114.51
benyv4501;1320;17775;60925;185850;477;463;380;992;238;80;9;0;0;0;1;0;36.14;46.16;-1.68;4264.75;275;18050;17059;68236;76765.5;85295;102354;1023.55;1151.49;1279.44;1535.33;19073.55;19201.49;19329.44;19585.33
TiSoJuTo;1315;-200;36000;97300;481;453;381;982;221;103;9;0;0;0;0;0;36.58;27.38;9.91;2520;100;-100;10080;40320;45360;50400;60480;604.81;680.41;756.01;907.21;504.81;580.41;656.01;807.21
truzman;1314;0;70000;191650;472;344;498;960;238;108;7;1;0;0;0;0;35.92;53.27;8.74;4900;325;325;19600;78400;88200;98000;117600;1176.01;1323.01;1470.01;1764.02;1501.01;1648.01;1795.01;2089.02
Jan Pier Lag;1311;-14100;131100;346000;449;483;379;1003;220;79;8;1;0;0;0;0;34.25;100;12.03;9177;2000;-12100;36708;146832;165186;183540;220248;2202.5;2477.81;2753.13;3303.75;-9897.5;-9622.19;-9346.87;-8796.25
charivari1;1310;-400;33700;114700;466;514;330;1009;201;88;9;2;0;0;1;0;35.57;25.73;-13.45;2359;125;-275;9436;37744;42462;47180;56616;566.17;636.94;707.71;849.25;291.17;361.94;432.71;574.25
LucAS nOOb;1309;-1600;61150;161600;480;483;346;1007;214;76;10;2;0;0;0;0;36.67;46.72;11.91;4280.5;225;-1375;17122;68488;77049;85610;102732;1027.33;1155.75;1284.16;1541;-347.67;-219.25;-90.84;166
gamraissa;1309;-1650;38500;104000;450;448;411;983;228;85;11;2;0;0;0;0;34.38;29.41;9.96;2695;175;-1475;10780;43120;48510;53900;64680;646.81;727.66;808.51;970.21;-828.19;-747.34;-666.49;-504.79
james2702;1304;-4550;50800;134650;458;397;449;993;204;104;2;1;0;0;0;0;35.12;38.96;11.65;3556;425;-4125;14224;56896;64008;71120;85344;853.45;960.13;1066.81;1280.17;-3271.55;-3164.87;-3058.19;-2844.83
badbeatland.;1298;6000;46350;134350;462;383;453;971;221;95;8;2;0;1;0;0;35.59;35.71;3.38;3244.5;150;6150;12978;51912;58401;64890;77868;778.69;876.02;973.36;1168.03;6928.69;7026.02;7123.36;7318.03
Jupy973;1296;-9725;82575;226750;416;366;514;956;223;105;11;0;1;0;0;0;32.1;63.72;8.47;5780.25;550;-9175;23121;92484;104044.5;115605;138726;1387.27;1560.68;1734.09;2080.91;-7787.73;-7614.32;-7440.91;-7094.09
Rest trankil;1296;-3550;33250;89150;430;405;461;994;193;93;16;0;0;0;0;0;33.18;25.66;10.63;2327.5;75;-3475;9310;37240;41895;46550;55860;558.61;628.43;698.26;837.91;-2916.39;-2846.57;-2776.74;-2637.09
MrSebou;1280;25;77375;215600;468;410;402;951;225;89;12;2;1;0;0;0;36.56;60.45;7.12;5416.25;400;425;21665;86660;97492.5;108325;129990;1299.91;1462.4;1624.89;1949.87;1724.91;1887.4;2049.89;2374.87
Barbitouf25;1276;-1850;32900;85750;459;423;394;997;186;86;7;0;0;0;0;0;35.97;25.78;13.12;2303;50;-1800;9212;36848;41454;46060;55272;552.73;621.82;690.91;829.09;-1247.27;-1178.18;-1109.09;-970.91
Reko;1275;-2100;37250;98950;441;442;392;988;191;86;6;4;0;0;0;0;34.59;29.22;11.45;2607.5;175;-1925;10430;41720;46935;52150;62580;625.81;704.03;782.26;938.71;-1299.19;-1220.97;-1142.74;-986.29
Don Curioso;1275;-650;31900;84650;458;408;409;977;203;86;8;1;0;0;0;0;35.92;25.02;11.55;2233;275;-375;8932;35728;40194;44660;53592;535.93;602.92;669.91;803.89;160.93;227.92;294.91;428.89
capone73000;1273;-4725;46575;121750;432;390;451;983;207;73;9;1;0;0;0;0;33.94;36.59;12.86;3260.25;250;-4475;13041;52164;58684.5;65205;78246;782.47;880.28;978.08;1173.7;-3692.53;-3594.72;-3496.92;-3301.3
isa127;1268;625;35775;105950;431;463;374;958;214;87;5;2;0;2;0;0;33.99;28.21;1.28;2504.25;125;750;10017;40068;45076.5;50085;60102;601.03;676.15;751.28;901.54;1351.03;1426.15;1501.28;1651.54
Nicosinus;1263;975;40325;109850;468;419;376;960;205;86;7;4;1;0;0;0;37.05;31.93;9.2;2822.75;100;1075;11291;45164;50809.5;56455;67746;677.47;762.15;846.83;1016.2;1752.47;1837.15;1921.83;2091.2
tchacacaboom;1262;-2250;33300;89350;437;328;497;957;208;86;10;1;0;0;0;0;34.63;26.39;10.56;2331;100;-2150;9324;37296;41958;46620;55944;559.45;629.38;699.31;839.17;-1590.55;-1520.62;-1450.69;-1310.83
_JOHN RAMBO_;1259;-8100;125900;335800;442;513;304;974;199;69;14;3;0;0;0;0;35.11;100;11.09;8813;1500;-6600;35252;141008;158634;176260;211512;2115.14;2379.53;2643.93;3172.71;-4484.86;-4220.47;-3956.07;-3427.29
marcaurel79;1254;-4900;37800;104200;421;449;384;912;240;94;6;2;0;0;0;0;33.57;30.14;8.11;2646;50;-4850;10584;42336;47628;52920;63504;635.05;714.43;793.81;952.57;-4214.95;-4135.57;-4056.19;-3897.43
Mauxbydick;1242;-250;35000;93650;463;381;398;933;202;101;6;0;0;0;0;0;37.28;28.18;10.81;2450;200;-50;9800;39200;44100;49000;58800;588.01;661.51;735.01;882.01;538.01;611.51;685.01;832.01
_CaLviN_;1237;-2725;51125;139850;441;473;323;940;198;91;6;1;0;1;0;0;35.65;41.33;8.82;3578.75;375;-2350;14315;57260;64417.5;71575;85890;858.91;966.27;1073.64;1288.36;-1491.09;-1383.73;-1276.36;-1061.64
virgie79;1226;-4250;38250;103900;406;381;439;935;198;79;12;2;0;0;0;0;33.12;31.2;9.46;2677.5;75;-4175;10710;42840;48195;53550;64260;642.61;722.93;803.26;963.91;-3532.39;-3452.07;-3371.74;-3211.09
Jeanlo44;1222;-1575;39125;105450;420;384;418;925;179;108;7;3;0;0;0;0;34.37;32.02;10.16;2738.75;175;-1400;10955;43820;49297.5;54775;65730;657.31;739.47;821.63;985.96;-742.69;-660.53;-578.37;-414.04
romainrn;1218;-5325;41425;111000;381;428;409;921;207;79;10;1;0;0;0;0;31.28;34.01;10.68;2899.75;50;-5275;11599;46396;52195.5;57995;69594;695.95;782.94;869.93;1043.92;-4579.05;-4492.06;-4405.07;-4231.08
siddd;1212;-2000;100500;273900;444;373;395;916;202;87;5;1;1;0;0;0;36.63;82.92;9.15;7035;650;-1350;28140;112560;126630;140700;168840;1688.42;1899.47;2110.52;2532.63;338.42;549.47;760.52;1182.63
omahalpha;1209;-4450;53200;139000;419;402;388;936;182;85;6;0;0;0;0;0;34.66;44;12.91;3724;325;-4125;14896;59584;67032;74480;89376;893.77;1005.49;1117.21;1340.65;-3231.23;-3119.51;-3007.79;-2784.35
HanK_HulaY;1209;550;42000;114900;433;406;370;913;200;86;8;2;0;0;0;0;35.81;34.74;8.81;2940;225;775;11760;47040;52920;58800;70560;705.61;793.81;882.01;1058.41;1480.61;1568.81;1657.01;1833.41
milla69;1199;-3975;33675;90200;390;364;445;916;188;86;8;1;0;0;0;0;32.53;28.09;10.72;2357.25;125;-3850;9429;37716;42430.5;47145;56574;565.75;636.46;707.18;848.62;-3284.25;-3213.54;-3142.82;-3001.38
jertiann;1187;-9500;118700;317200;399;477;311;901;193;83;10;0;0;0;0;0;33.61;100;10.92;8309;950;-8550;33236;132944;149562;166180;199416;1994.18;2243.45;2492.72;2991.27;-6555.82;-6306.55;-6057.28;-5558.73
LoL.Colombia;1183;2300;29750;82750;443;349;391;881;194;95;8;5;0;0;0;0;37.45;25.15;7.28;2082.5;375;2675;8330;33320;37485;41650;49980;499.8;562.28;624.76;749.71;3174.8;3237.28;3299.76;3424.71
Hello-Kitty1;1174;-2600;45400;126250;403;394;377;882;200;80;11;0;0;1;0;0;34.33;38.67;7.31;3178;125;-2475;12712;50848;57204;63560;76272;762.73;858.07;953.41;1144.09;-1712.27;-1616.93;-1521.59;-1330.91
Vi1MetrTaTet;1174;400;54350;148150;432;449;293;877;199;90;8;0;0;0;0;0;36.8;46.29;9.14;3804.5;325;725;15218;60872;68481;76090;91308;913.09;1027.23;1141.36;1369.63;1638.09;1752.23;1866.36;2094.63
Kimsing;1165;-2150;111250;294900;414;404;347;894;181;78;12;0;0;0;0;0;35.54;95.49;11.64;7787.5;700;-1450;31150;124600;140175;155750;186900;1869.02;2102.65;2336.27;2803.53;419.02;652.65;886.27;1353.53
Shori Nota;1161;-2500;116100;304600;427;364;370;896;178;82;5;0;0;0;0;0;36.78;100;12.55;8127;900;-1600;32508;130032;146286;162540;195048;1950.5;2194.31;2438.12;2925.75;350.5;594.31;838.12;1325.75
Owned69_x;1158;-2200;30150;81900;377;444;337;866;211;69;10;1;1;0;0;0;32.56;26.04;9.45;2110.5;275;-1925;8442;33768;37989;42210;50652;506.53;569.84;633.16;759.79;-1418.47;-1355.16;-1291.84;-1165.21
