rank;playerName;expressoNb;profit;totalBuyin;totalJackpot;places1;places2;places3;totalX2;totalX4;totalX6;totalX10;totalX20;totalX50;totalX200;totalX1000;totalX10000;averageBuyin;itmPercent;effectiveRake;totalRake;challengePrize;profitPostChall;miles;milesD3;milesD4;milesD5;milesRedD
1;itsfree;1913;-3700;191300;518200;679;680;554;1453;307;138;11;3;1;0;0;0;100;35.49;9.71;13391;3500;-200;53564;214256;241038;267820;321384
2;-Level99;1447;-16700;144700;384000;467;486;494;1102;245;91;7;2;0;0;0;0;100;32.27;11.54;10129;2250;-14450;40516;162064;182322;202580;243096
4;Ketelsen;956;800;95600;267000;346;335;275;681;187;80;8;0;0;0;0;0;100;36.19;6.9;6692;1000;1800;26768;107072;120456;133840;160608
5;stephou89;676;-1200;67600;186600;230;195;251;507;104;56;8;1;0;0;0;0;100;34.02;7.99;4732;750;-450;18928;75712;85176;94640;113568
7;raar91;606;7000;60600;167000;236;190;180;459;97;44;5;0;1;0;0;0;100;38.94;8.14;4242;500;7500;16968;67872;76356;84840;101808
8;Aoninenk;599;-5900;59900;161200;208;205;186;459;93;42;3;2;0;0;0;0;100;34.72;10.29;4193;350;-5550;16772;67088;75474;83860;100632
10;djfinck;560;800;56000;158400;196;211;153;420;91;40;7;1;1;0;0;0;100;35;5.71;3920;350;1150;15680;62720;70560;78400;94080
11;LENNY2610;495;-5700;49500;133000;168;136;191;373;84;33;5;0;0;0;0;0;100;33.94;10.44;3465;250;-5450;13860;55440;62370;69300;83160
12;atend2sec;494;-1200;49400;129800;178;164;152;376;87;28;3;0;0;0;0;0;100;36.03;12.42;3458;250;-950;13832;55328;62244;69160;82992
13;jungle julia;494;-1000;49400;137000;177;154;163;361;90;38;4;1;0;0;0;0;100;35.83;7.56;3458;250;-750;13832;55328;62244;69160;82992
14;MAMARAZZI;430;2600;43000;115200;160;141;129;324;77;26;2;1;0;0;0;0;100;37.21;10.7;3010;250;2850;12040;48160;54180;60200;72240
15;_s4_;361;-5500;36100;97400;120;108;133;271;62;24;4;0;0;0;0;0;100;33.24;10.06;2527;250;-5250;10108;40432;45486;50540;60648
16;Tire-fesses;348;600;34800;96000;123;141;84;257;60;26;5;0;0;0;0;0;100;35.34;8.05;2436;150;750;9744;38976;43848;48720;58464
18;sunny_flower;326;4200;32600;90400;125;113;88;246;47;29;3;1;0;0;0;0;100;38.34;7.57;2282;150;4350;9128;36512;41076;45640;54768
