rank;playerName;expressoNb;profit;totalBuyin;totalJackpot;places1;places2;places3;totalX2;totalX4;totalX6;totalX10;totalX20;totalX50;totalX200;totalX1000;totalX10000;averageBuyin;itmPercent;effectiveRake;totalRake;challengePrize;profitPostChall;miles;milesD3;milesD4;milesD5;milesRedD
1;Aaanditsgone;1055;-7500;105500;281000;371;401;283;799;180;67;9;0;0;0;0;0;100;35.17;11.22;7385;3500;-4000;29540;118160;132930;147700;177240
2;Ketelsen;930;-3600;93000;246600;344;346;240;719;138;66;6;1;0;0;0;0;100;36.99;11.61;6510;2250;-1350;26040;104160;117180;130200;156240
3;HustlaStylez;872;800;87200;239400;318;304;250;661;131;73;6;0;1;0;0;0;100;36.47;8.49;6104;1500;2300;24416;97664;109872;122080;146496
4;sunny_flower;755;2900;75500;206200;282;272;201;562;126;59;8;0;0;0;0;0;100;37.35;8.96;5285;1000;3900;21140;84560;95130;105700;126840
5;Drachno;730;2800;73000;213000;263;232;235;530;136;51;10;1;2;0;0;0;100;36.03;2.74;5110;750;3550;20440;81760;91980;102200;122640
6;LENNY2610;583;-7700;58300;154200;184;222;177;448;94;35;6;0;0;0;0;0;100;31.56;11.84;4081;500;-7200;16324;65296;73458;81620;97944
7;raar91;489;-4700;48900;130600;169;168;152;371;85;29;3;1;0;0;0;0;100;34.56;10.97;3423;500;-4200;13692;54768;61614;68460;82152
8;MAMARAZZI;482;2600;48200;129800;185;180;117;369;80;25;7;1;0;0;0;0;100;38.38;10.24;3374;350;2950;13496;53984;60732;67480;80976
9;RagazzaBella;463;-10700;46300;121800;134;128;201;358;68;35;2;0;0;0;0;0;100;28.94;12.31;3241;350;-10350;12964;51856;58338;64820;77784
10;JeanLuc123;426;200;42600;120400;160;152;114;309;82;33;1;0;1;0;0;0;100;37.56;5.79;2982;350;550;11928;47712;53676;59640;71568
11;Expresso_GTO;370;0;37000;98000;141;122;107;286;57;25;1;1;0;0;0;0;100;38.11;11.71;2590;250;250;10360;41440;46620;51800;62160
12;LoosIi;295;-3700;29500;81800;90;76;129;225;44;22;2;2;0;0;0;0;100;30.51;7.57;2065;250;-3450;8260;33040;37170;41300;49560
13;Biquettesick;273;-3700;27300;73800;88;91;94;204;44;24;1;0;0;0;0;0;100;32.23;9.89;1911;250;-3450;7644;30576;34398;38220;45864
14;MAYFAIRW1K;267;-5900;26700;71600;82;92;93;203;43;18;3;0;0;0;0;0;100;30.71;10.61;1869;250;-5650;7476;29904;33642;37380;44856
15;proscoo;240;1400;24000;61400;97;70;73;189;41;7;3;0;0;0;0;0;100;40.42;14.72;1680;250;1650;6720;26880;30240;33600;40320
17;PandaPower;212;-1400;21200;57200;74;53;85;163;30;16;3;0;0;0;0;0;100;34.91;10.06;1484;150;-1250;5936;23744;26712;29680;35616
18;Tire-fesses;201;1900;20100;56600;81;64;56;148;35;15;2;1;0;0;0;0;100;40.3;6.14;1407;150;2050;5628;22512;25326;28140;33768
19;EN_VACANCES;191;1900;19100;49800;80;64;47;146;34;10;1;0;0;0;0;0;100;41.88;13.09;1337;150;2050;5348;21392;24066;26740;32088
20;yonathan1948;187;-2300;18700;50000;56;51;80;140;31;16;0;0;0;0;0;0;100;29.95;10.87;1309;150;-2150;5236;20944;23562;26180;31416
21;ACE02;185;-1100;18500;52000;64;57;64;127;41;17;0;0;0;0;0;0;100;34.59;6.31;1295;150;-950;5180;20720;23310;25900;31080
22;Raton8011;169;-1700;16900;47400;51;68;50;124;28;14;3;0;0;0;0;0;100;30.18;6.51;1183;150;-1550;4732;18928;21294;23660;28392
23;Foufurieux06;158;5400;15800;43200;77;41;40;116;28;13;1;0;0;0;0;0;100;48.73;8.86;1106;150;5550;4424;17696;19908;22120;26544
24;DesperHate;150;2000;15000;44400;56;52;42;106;25;17;1;1;0;0;0;0;100;37.33;1.33;1050;150;2150;4200;16800;18900;21000;25200
25;torche08;144;-2800;14400;39000;42;38;64;111;19;12;2;0;0;0;0;0;100;29.17;9.72;1008;150;-2650;4032;16128;18144;20160;24192
26;-LuCh0-;127;2300;12700;35800;51;35;41;88;30;7;2;0;0;0;0;0;100;40.16;6.04;889;100;2400;3556;14224;16002;17780;21336
27;gRIPSIKING;124;-4200;12400;31000;30;44;50;97;23;4;0;0;0;0;0;0;100;24.19;16.67;868;100;-4100;3472;13888;15624;17360;20832
28;Shori Nota;121;1700;12100;29000;55;33;33;101;16;4;0;0;0;0;0;0;100;45.45;20.11;847;100;1800;3388;13552;15246;16940;20328
29;djy86;118;1800;11800;33000;51;38;29;83;25;9;1;0;0;0;0;0;100;43.22;6.78;826;100;1900;3304;13216;14868;16520;19824
30;Astavista33;118;-800;11800;31200;40;26;52;87;24;7;0;0;0;0;0;0;100;33.9;11.86;826;100;-700;3304;13216;14868;16520;19824
31;BETTHESETT;116;1000;11600;30200;45;34;37;88;23;4;1;0;0;0;0;0;100;38.79;13.22;812;100;1100;3248;12992;14616;16240;19488
32;_s4_;113;500;11300;32200;45;30;38;86;12;12;3;0;0;0;0;0;100;39.82;5.01;791;100;600;3164;12656;14238;15820;18984
33;1FlipMore;112;600;11200;29600;46;34;32;84;20;8;0;0;0;0;0;0;100;41.07;11.9;784;100;700;3136;12544;14112;15680;18816
34;longway;111;-2300;11100;26400;35;38;38;92;17;2;0;0;0;0;0;0;100;31.53;20.72;777;100;-2200;3108;12432;13986;15540;18648
35;Ghosty14;106;-1400;10600;29200;33;33;40;77;20;8;1;0;0;0;0;0;100;31.13;8.18;742;100;-1300;2968;11872;13356;14840;17808
36;Malhabah;102;-4800;10200;26400;24;20;58;81;14;6;1;0;0;0;0;0;100;23.53;13.73;714;100;-4700;2856;11424;12852;14280;17136
37;Simj95;101;-700;10100;27000;36;34;31;76;16;9;0;0;0;0;0;0;100;35.64;10.89;707;100;-600;2828;11312;12726;14140;16968
38;O0IIIIII0O;98;-1400;9800;24800;33;39;26;81;10;6;1;0;0;0;0;0;100;33.67;15.65;686;100;-1300;2744;10976;12348;13720;16464
39;omahalpha;98;1600;9800;26000;38;24;36;75;14;9;0;0;0;0;0;0;100;38.78;11.56;686;100;1700;2744;10976;12348;13720;16464
40;WAM888;98;-1800;9800;25800;33;28;37;77;11;10;0;0;0;0;0;0;100;33.67;12.24;686;100;-1700;2744;10976;12348;13720;16464
41;AAnus Etroit;97;-2100;9700;25000;33;29;35;78;12;6;1;0;0;0;0;0;100;34.02;14.09;679;100;-2000;2716;10864;12222;13580;16296
42;tub55;97;-2300;9700;25800;30;33;34;77;12;6;2;0;0;0;0;0;100;30.93;11.34;679;100;-2200;2716;10864;12222;13580;16296
43;Fifoudu13;96;-2600;9600;26200;27;29;40;72;13;11;0;0;0;0;0;0;100;28.12;9.03;672;100;-2500;2688;10752;12096;13440;16128
44;windguru14;94;600;9400;24600;40;24;30;73;13;8;0;0;0;0;0;0;100;42.55;12.77;658;100;700;2632;10528;11844;13160;15792
45;MisterGreg95;94;800;9400;29600;28;40;26;59;20;13;2;0;0;0;0;0;100;29.79;-4.96;658;100;900;2632;10528;11844;13160;15792
46;TOELMADE;90;-1800;9000;23400;28;17;45;70;13;7;0;0;0;0;0;0;100;31.11;13.33;630;100;-1700;2520;10080;11340;12600;15120
47;zizmax;89;-1500;8900;22200;28;36;25;71;14;4;0;0;0;0;0;0;100;31.46;16.85;623;100;-1400;2492;9968;11214;12460;14952
48;Lililou54;89;-100;8900;23600;33;34;22;66;17;6;0;0;0;0;0;0;100;37.08;11.61;623;100;0;2492;9968;11214;12460;14952
49;JRRST;89;-700;8900;21600;33;28;28;71;17;1;0;0;0;0;0;0;100;37.08;19.1;623;100;-600;2492;9968;11214;12460;14952
50;alinou53;88;-3800;8800;20600;21;32;35;76;9;3;0;0;0;0;0;0;100;23.86;21.97;616;100;-3700;2464;9856;11088;12320;14784
