rank;playerName;expressoNb;profit;totalBuyin;totalJackpot;places1;places2;places3;totalX2;totalX4;totalX6;totalX10;totalX20;totalX50;totalX200;totalX1000;totalX10000;averageBuyin;itmPercent;effectiveRake;totalRake;challengePrize;profitPostChall;miles;milesD3;milesD4;milesD5;milesRedD
1;Ketelsen;966;-1200;96600;278000;358;365;243;735;152;72;5;1;0;1;0;0;100;37.06;4.07;6762;3500;2300;27048;108192;121716;135240;162288
2;Basouli_;834;-1000;83400;215800;319;274;241;664;110;55;4;1;0;0;0;0;100;38.25;13.75;5838;2250;1250;23352;93408;105084;116760;140112
3;raar91;776;-600;77600;204200;286;256;234;611;117;42;5;0;1;0;0;0;100;36.86;12.29;5432;1500;900;21728;86912;97776;108640;130368
4;proscoo;541;700;54100;136600;215;159;167;431;82;26;2;0;0;0;0;0;100;39.74;15.83;3787;1000;1700;15148;60592;68166;75740;90888
5;LePardon;480;-2400;48000;129800;165;178;137;370;74;27;8;1;0;0;0;0;100;34.38;9.86;3360;750;-1650;13440;53760;60480;67200;80640
6;_s4_;435;2100;43500;124000;154;159;122;315;83;33;3;0;1;0;0;0;100;35.4;4.98;3045;500;2600;12180;48720;54810;60900;73080
7;Bangaloo;284;-5600;28400;77800;89;99;96;211;47;23;3;0;0;0;0;0;100;31.34;8.69;1988;500;-5100;7952;31808;35784;39760;47712
8;Biquettesick;268;-2800;26800;70200;96;81;91;209;39;18;2;0;0;0;0;0;100;35.82;12.69;1876;350;-2450;7504;30016;33768;37520;45024
9;RagazzaBella;251;-5900;25100;63400;77;53;121;201;34;16;0;0;0;0;0;0;100;30.68;15.8;1757;350;-5550;7028;28112;31626;35140;42168
10;Julesmanu;205;-300;20500;53400;74;56;75;158;34;12;1;0;0;0;0;0;100;36.1;13.17;1435;350;50;5740;22960;25830;28700;34440
11;Thx Teerak;166;2600;16600;51000;53;60;53;129;20;12;3;1;1;0;0;0;100;31.93;-2.41;1162;250;2850;4648;18592;20916;23240;27888
12;PaKaiKai;156;-1200;15600;45000;50;59;47;115;24;14;2;1;0;0;0;0;100;32.05;3.85;1092;250;-950;4368;17472;19656;21840;26208
13;remonthemoon;149;1300;14900;45400;43;55;51;106;24;16;1;2;0;0;0;0;100;28.86;-1.57;1043;250;1550;4172;16688;18774;20860;25032
14;adopteunbet;141;2500;14100;36200;64;29;48;113;16;12;0;0;0;0;0;0;100;45.39;14.42;987;250;2750;3948;15792;17766;19740;23688
15;lol_Sverev;134;-600;13400;36000;44;41;49;103;23;7;0;1;0;0;0;0;100;32.84;10.45;938;250;-350;3752;15008;16884;18760;22512
16;Christian.G;122;-1600;12200;31200;41;44;37;97;16;9;0;0;0;0;0;0;100;33.61;14.75;854;150;-1450;3416;13664;15372;17080;20496
17;Excaliburne.;122;3600;12200;34000;55;26;41;86;24;12;0;0;0;0;0;0;100;45.08;7.1;854;150;3750;3416;13664;15372;17080;20496
18;StillStay;118;-1800;11800;31400;40;32;46;90;19;8;1;0;0;0;0;0;100;33.9;11.3;826;150;-1650;3304;13216;14868;16520;19824
19;Ding68;118;800;11800;33400;44;38;36;84;21;12;1;0;0;0;0;0;100;37.29;5.65;826;150;950;3304;13216;14868;16520;19824
20;diazou30150;117;3700;11700;31400;57;32;28;86;22;9;0;0;0;0;0;0;100;48.72;10.54;819;150;3850;3276;13104;14742;16380;19656
21;MAMARAZZI;106;-200;10600;27800;36;39;31;84;13;8;1;0;0;0;0;0;100;33.96;12.58;742;150;-50;2968;11872;13356;14840;17808
22;LULUBES;106;-800;10600;25400;46;33;27;89;15;1;1;0;0;0;0;0;100;43.4;20.13;742;150;-650;2968;11872;13356;14840;17808
23;djy86;100;-1400;10000;25400;34;40;26;82;9;9;0;0;0;0;0;0;100;34;15.33;700;150;-1250;2800;11200;12600;14000;16800
24;WAM888;100;-800;10000;26200;36;34;30;80;11;8;1;0;0;0;0;0;100;36;12.67;700;150;-650;2800;11200;12600;14000;16800
25;LickMyEvChip;98;-600;9800;27200;32;32;34;74;17;6;0;1;0;0;0;0;100;32.65;7.48;686;150;-450;2744;10976;12348;13720;16464
26;fibus12;94;-600;9400;24000;38;29;27;76;12;5;1;0;0;0;0;0;100;40.43;14.89;658;100;-500;2632;10528;11844;13160;15792
27;NicoFloflo;86;-1400;8600;22000;28;25;33;71;8;6;1;0;0;0;0;0;100;32.56;14.73;602;100;-1300;2408;9632;10836;12040;14448
28;VincyVon;84;600;8400;22400;35;30;19;61;18;5;0;0;0;0;0;0;100;41.67;11.11;588;100;700;2352;9408;10584;11760;14112
29;MATETALEX13;83;-100;8300;20400;32;23;28;68;11;4;0;0;0;0;0;0;100;38.55;18.07;581;100;0;2324;9296;10458;11620;13944
30;Grizby75;82;-600;8200;22000;31;26;25;62;12;8;0;0;0;0;0;0;100;37.8;10.57;574;100;-500;2296;9184;10332;11480;13776
31;FireInTheHoL;81;-1100;8100;21600;25;27;29;60;17;3;1;0;0;0;0;0;100;30.86;11.11;567;100;-1000;2268;9072;10206;11340;13608
32;EN_VACANCES;81;700;8100;24800;25;29;27;58;12;9;1;1;0;0;0;0;100;30.86;-2.06;567;100;800;2268;9072;10206;11340;13608
33;Ababurre;79;-1500;7900;21000;24;23;32;61;12;5;1;0;0;0;0;0;100;30.38;11.39;553;100;-1400;2212;8848;9954;11060;13272
35;isolab;76;15000;7600;38400;31;17;28;62;9;4;0;0;0;1;0;0;100;40.79;-68.42;532;100;15100;2128;8512;9576;10640;12768
36;belugga30;74;400;7400;20000;24;20;30;57;10;6;1;0;0;0;0;0;100;32.43;9.91;518;100;500;2072;8288;9324;10360;12432
37;bigpok0502;74;-2000;7400;18400;24;29;21;60;10;4;0;0;0;0;0;0;100;32.43;17.12;518;100;-1900;2072;8288;9324;10360;12432
38;ChibreAcier7;74;-2400;7400;18800;20;29;25;61;8;4;1;0;0;0;0;0;100;27.03;15.32;518;100;-2300;2072;8288;9324;10360;12432
39;ManGoItsMe;74;-200;7400;18800;28;22;24;61;6;7;0;0;0;0;0;0;100;37.84;15.32;518;100;-100;2072;8288;9324;10360;12432
40;JeanLuc123;73;1300;7300;24000;27;20;26;55;11;6;0;0;1;0;0;0;100;36.99;-9.59;511;100;1400;2044;8176;9198;10220;12264
41;crophopper;72;-1200;7200;17800;23;17;32;58;11;3;0;0;0;0;0;0;100;31.94;17.59;504;100;-1100;2016;8064;9072;10080;12096
42;Xbet;70;-600;7000;18600;22;26;22;52;13;5;0;0;0;0;0;0;100;31.43;11.43;490;100;-500;1960;7840;8820;9800;11760
43;Jupy973;70;200;7000;18400;26;16;28;53;12;5;0;0;0;0;0;0;100;37.14;12.38;490;100;300;1960;7840;8820;9800;11760
44;capone73000;66;-1400;6600;16200;23;23;20;55;9;1;1;0;0;0;0;0;100;34.85;18.18;462;100;-1300;1848;7392;8316;9240;11088
45;unified38;65;300;6500;16800;24;17;24;51;9;5;0;0;0;0;0;0;100;36.92;13.85;455;100;400;1820;7280;8190;9100;10920
46;Couille2BB;65;2300;6500;19800;32;20;13;39;18;8;0;0;0;0;0;0;100;49.23;-1.54;455;100;2400;1820;7280;8190;9100;10920
47;gRIPSIKING;64;-800;6400;15600;24;21;19;55;6;2;1;0;0;0;0;0;100;37.5;18.75;448;100;-700;1792;7168;8064;8960;10752
48;ghjuvanni13;58;-800;5800;14800;22;17;19;46;10;1;1;0;0;0;0;0;100;37.93;14.94;406;100;-700;1624;6496;7308;8120;9744
49;_CaLviN_;58;-800;5800;15000;19;27;12;47;7;3;1;0;0;0;0;0;100;32.76;13.79;406;100;-700;1624;6496;7308;8120;9744
50;paye cafard;57;-1700;5700;13200;18;16;23;50;5;2;0;0;0;0;0;0;100;31.58;22.81;399;100;-1600;1596;6384;7182;7980;9576
