rank;playerName;expressoNb;profit;totalBuyin;totalJackpot;places1;places2;places3;totalX2;totalX4;totalX6;totalX10;totalX20;totalX50;totalX200;totalX1000;totalX10000;averageBuyin;itmPercent;effectiveRake;totalRake;challengePrize;profitPostChall;miles;milesD3;milesD4;milesD5;milesRedD
1;BetterCallMe;2153;-5125;67225;175700;743;717;693;1673;327;139;11;3;0;0;0;0;31.22;34.51;12.88;4705.75;2250;-2875;18823;75292;84703.5;94115;112938
2;grandparieur;1669;-2075;41725;112700;586;601;482;1271;267;113;14;4;0;0;0;0;25;35.11;9.97;2920.75;1500;-575;11683;46732;52573.5;58415;70098
3;ChildCZ;1303;-475;32575;87150;483;450;370;991;207;96;8;1;0;0;0;0;25;37.07;10.82;2280.25;1000;525;9121;36484;41044.5;45605;54726
4;Le Audrius;1043;2250;52150;152100;377;382;284;785;160;87;9;1;0;1;0;0;50;36.15;2.78;3650.5;750;3000;14602;58408;65709;73010;87612
5;Bambino4;1014;-350;25350;67050;379;339;296;782;150;78;3;1;0;0;0;0;25;37.38;11.83;1774.5;500;150;7098;28392;31941;35490;42588
6;RagazzaBella;875;2550;43750;129700;287;219;369;656;142;64;11;1;0;1;0;0;50;32.8;1.18;3062.5;375;2925;12250;49000;55125;61250;73500
7;COR.Maniac;806;850;20150;54500;320;259;227;608;132;56;10;0;0;0;0;0;25;39.7;9.84;1410.5;375;1225;5642;22568;25389;28210;33852
8;cxin19871026;765;-2650;22150;58100;254;272;239;593;113;55;4;0;0;0;0;0;28.95;33.2;12.57;1550.5;225;-2425;6202;24808;27909;31010;37212
9;1goal1dream;689;-1925;17225;47100;220;285;184;515;114;53;6;1;0;0;0;0;25;31.93;8.85;1205.75;225;-1700;4823;19292;21703.5;24115;28938
10;Owned69_x;653;-1425;16425;44300;210;278;165;492;112;42;6;1;0;0;0;0;25.15;32.16;10.1;1149.75;225;-1200;4599;18396;20695.5;22995;27594
11;Pink_Devil;650;-1300;16250;42750;234;250;166;507;98;39;5;1;0;0;0;0;25;36;12.31;1137.5;150;-1150;4550;18200;20475;22750;27300
12;SharKKutier;546;-100;13650;37100;193;180;173;415;86;40;3;2;0;0;0;0;25;35.35;9.4;955.5;150;50;3822;15288;17199;19110;22932
13;piz55;533;1925;14375;40000;215;168;150;399;82;45;6;1;0;0;0;0;26.97;40.34;7.25;1006.25;150;2075;4025;16100;18112.5;20125;24150
14;Blind_fold;469;-750;16450;45750;164;168;137;345;81;36;5;2;0;0;0;0;35.07;34.97;7.29;1151.5;150;-600;4606;18424;20727;23030;27636
15;megapitch;468;-1300;15150;40150;162;175;131;353;83;30;2;0;0;0;0;0;32.37;34.62;11.66;1060.5;150;-1150;4242;16968;19089;21210;25452
16;Akhym94;451;-1325;18775;50750;157;160;134;359;61;26;4;0;1;0;0;0;41.63;34.81;9.9;1314.25;75;-1250;5257;21028;23656.5;26285;31542
17;karim le bg;441;-425;11875;32000;158;141;142;328;76;36;1;0;0;0;0;0;26.93;35.83;10.18;831.25;75;-350;3325;13300;14962.5;16625;19950
18;_Mosquito_;438;-150;11000;29150;158;152;128;340;60;35;3;0;0;0;0;0;25.11;36.07;11.67;770;75;-75;3080;12320;13860;15400;18480
19;TIREX01;432;-1025;10875;28450;158;141;133;338;65;26;2;1;0;0;0;0;25.17;36.57;12.8;761.25;75;-950;3045;12180;13702.5;15225;18270
20;Le0nArdA;406;75;14725;39100;151;115;140;315;63;24;3;1;0;0;0;0;36.27;37.19;11.49;1030.75;75;150;4123;16492;18553.5;20615;24738
21;Woodshipper1;403;0;10100;29600;136;145;122;290;72;35;5;0;1;0;0;0;25.06;33.75;2.31;707;75;75;2828;11312;12726;14140;16968
22;alinou53;389;-1175;10325;28700;133;118;138;297;60;29;1;1;1;0;0;0;26.54;34.19;7.34;722.75;75;-1100;2891;11564;13009.5;14455;17346
23;Aylov Urwife;382;-1075;14075;36700;139;137;106;294;62;24;2;0;0;0;0;0;36.85;36.39;13.08;985.25;75;-1000;3941;15764;17734.5;19705;23646
24;Thrillerium;369;975;18125;49100;138;102;129;279;56;31;3;0;0;0;0;0;49.12;37.4;9.7;1268.75;75;1050;5075;20300;22837.5;25375;30450
25;30.06.2014;367;-375;9175;24450;130;111;126;282;56;25;4;0;0;0;0;0;25;35.42;11.17;642.25;75;-300;2569;10276;11560.5;12845;15414
26;titouan888;367;-1800;14900;41350;122;103;142;267;73;22;4;1;0;0;0;0;40.6;33.24;7.49;1043;50;-1750;4172;16688;18774;20860;25032
27;Size7;366;-1650;18200;49800;127;119;120;277;52;35;1;1;0;0;0;0;49.73;34.7;8.79;1274;50;-1600;5096;20384;22932;25480;30576
28;lescure4ever;361;-425;9025;23350;127;138;96;284;50;26;1;0;0;0;0;0;25;35.18;13.76;631.75;50;-375;2527;10108;11371.5;12635;15162
29;AAnittt22;360;850;11600;31200;136;91;133;270;57;31;2;0;0;0;0;0;32.22;37.78;10.34;812;50;900;3248;12992;14616;16240;19488
30;DavAtt24;360;-75;17675;49600;131;121;108;266;58;32;3;1;0;0;0;0;49.1;36.39;6.46;1237.25;50;-25;4949;19796;22270.5;24745;29694
32;LeBasilicain;354;625;12975;45300;127;116;111;264;56;29;3;1;0;1;0;0;36.65;35.88;-16.38;908.25;50;675;3633;14532;16348.5;18165;21798
33;Tu_Te_Calm;353;-200;10400;28350;126;134;93;271;49;30;3;0;0;0;0;0;29.46;35.69;9.13;728;50;-150;2912;11648;13104;14560;17472
34;chrismaboul;338;-200;9650;24800;133;89;116;270;41;24;3;0;0;0;0;0;28.55;39.35;14.34;675.5;50;-150;2702;10808;12159;13510;16212
35;Abubekr;336;-200;11800;40400;116;138;82;259;47;27;2;0;0;1;0;0;35.12;34.52;-14.12;826;50;-150;3304;13216;14868;16520;19824
36;Kehan2212;328;-400;9250;25250;116;110;102;239;60;28;1;0;0;0;0;0;28.2;35.37;9.01;647.5;50;-350;2590;10360;11655;12950;15540
