rank;playerName;expressoNb;profit;totalBuyin;totalJackpot;places1;places2;places3;totalX2;totalX4;totalX6;totalX10;totalX20;totalX50;totalX200;totalX1000;totalX10000;averageBuyin;itmPercent;effectiveRake;totalRake;challengePrize;profitPostChall;miles;milesD3;milesD4;milesD5;milesRedD
1;ChildCZ;1891;575;47275;125900;718;644;529;1442;299;141;7;2;0;0;0;0;25;37.97;11.23;3309.25;2250;2825;13237;52948;59566.5;66185;79422
2;BetterCallMe;1787;-4650;59000;157350;611;604;572;1366;286;116;16;3;0;0;0;0;33.02;34.19;11.1;4130;1500;-3150;16520;66080;74340;82600;99120
3;Hey_Jude;1558;1950;38950;105800;569;552;437;1181;253;113;7;3;1;0;0;0;25;36.52;9.46;2726.5;1000;2950;10906;43624;49077;54530;65436
4;ShAAAlom;1272;-4200;31800;84650;439;494;339;990;202;63;15;1;1;0;0;0;25;34.51;11.27;2226;750;-3450;8904;35616;40068;44520;53424
5;Le Audrius;1255;2725;62725;173050;480;413;362;941;205;95;12;1;1;0;0;0;49.98;38.25;8.04;4390.75;500;3225;17563;70252;79033.5;87815;105378
6;Anjuna 7;813;2675;40275;109150;309;315;189;607;134;67;5;0;0;0;0;0;49.54;38.01;9.66;2819.25;375;3050;11277;45108;50746.5;56385;67662
7;robob;778;-150;19450;52200;299;258;221;588;127;59;3;1;0;0;0;0;25;38.43;10.54;1361.5;375;225;5446;21784;24507;27230;32676
8;oldhandfishh;739;375;23275;63200;273;257;209;559;115;59;6;0;0;0;0;0;31.5;36.94;9.49;1629.25;225;600;6517;26068;29326.5;32585;39102
9;Bambino4;673;22675;16825;71750;268;247;158;491;123;51;5;2;0;0;1;0;25;39.82;-42.15;1177.75;225;22900;4711;18844;21199.5;23555;28266
10;BigBetTheory;652;-750;18550;48700;245;193;214;520;88;40;3;0;1;0;0;0;28.45;37.58;12.49;1298.5;225;-525;5194;20776;23373;25970;31164
11;Fishosaurex;626;-1850;15950;42850;205;198;223;477;95;48;6;0;0;0;0;0;25.48;32.75;10.45;1116.5;150;-1700;4466;17864;20097;22330;26796
12;BanFromPluto;614;-225;20475;56000;220;183;211;469;96;41;7;0;1;0;0;0;33.35;35.83;8.83;1433.25;150;-75;5733;22932;25798.5;28665;34398
13;Akhym94;592;-1500;24100;64050;213;202;177;451;90;46;4;1;0;0;0;0;40.71;35.98;11.41;1687;150;-1350;6748;26992;30366;33740;40488
14;steve-larnaq;588;-50;14700;40200;204;187;197;436;105;41;5;1;0;0;0;0;25;34.69;8.84;1029;150;100;4116;16464;18522;20580;24696
15;KYFFF;581;-625;14525;38700;197;163;221;445;85;48;3;0;0;0;0;0;25;33.91;11.19;1016.75;150;-475;4067;16268;18301.5;20335;24402
16;RagazzaBella;566;-6675;28275;73150;173;146;247;445;82;36;3;0;0;0;0;0;49.96;30.57;13.76;1979.25;75;-6600;7917;31668;35626.5;39585;47502
17;windguru14;557;875;16875;44250;219;156;182;417;101;37;2;0;0;0;0;0;30.3;39.32;12.59;1181.25;75;950;4725;18900;21262.5;23625;28350
18;HanK_HulaY;513;250;13050;34850;198;168;147;393;77;37;6;0;0;0;0;0;25.44;38.6;10.98;913.5;75;325;3654;14616;16443;18270;21924
19;NiKOuMOuK55;506;-1350;12650;34500;168;176;162;382;83;34;6;1;0;0;0;0;25;33.2;9.09;885.5;75;-1275;3542;14168;15939;17710;21252
20;Le0nArdA;489;4500;18250;51850;196;127;166;368;80;36;3;1;1;0;0;0;37.32;40.08;5.3;1277.5;75;4575;5110;20440;22995;25550;30660
21;COR.Maniac;479;-125;11975;36400;168;161;150;363;84;29;2;0;0;1;0;0;25;35.07;-1.32;838.25;75;-50;3353;13412;15088.5;16765;20118
22;XxpoloxX;456;3100;13750;41350;156;137;163;352;74;25;3;1;0;1;0;0;30.15;34.21;-0.24;962.5;75;3175;3850;15400;17325;19250;23100
23;kikerced;454;-800;12150;33150;154;148;152;345;75;28;4;2;0;0;0;0;26.76;33.92;9.05;850.5;75;-725;3402;13608;15309;17010;20412
24;Drachno;437;4350;21850;60000;188;130;119;319;81;33;4;0;0;0;0;0;50;43.02;8.47;1529.5;75;4425;6118;24472;27531;30590;36708
25;LucAS nOOb;428;-25;17775;48900;158;163;107;324;68;29;6;1;0;0;0;0;41.53;36.92;8.3;1244.25;75;50;4977;19908;22396.5;24885;29862
26;SOUS RIRE;417;-1025;14475;39550;142;119;156;308;69;37;3;0;0;0;0;0;34.71;34.05;8.92;1013.25;50;-975;4053;16212;18238.5;20265;24318
27;KELIAN2704;415;-625;16575;45150;143;119;153;325;51;35;3;1;0;0;0;0;39.94;34.46;9.2;1160.25;50;-575;4641;18564;20884.5;23205;27846
28;piz55;411;-800;14800;40350;144;124;143;307;73;26;4;1;0;0;0;0;36.01;35.04;9.12;1036;50;-750;4144;16576;18648;20720;24864
29;Petonbet;409;925;12575;33650;160;131;118;311;59;37;2;0;0;0;0;0;30.75;39.12;10.8;880.25;50;975;3521;14084;15844.5;17605;21126
30;shipthatrAce;406;-200;20300;54200;149;134;123;309;62;33;2;0;0;0;0;0;50;36.7;11;1421;50;-150;5684;22736;25578;28420;34104
31;LeBasilicain;400;-1775;13625;36600;130;133;137;299;69;29;3;0;0;0;0;0;34.06;32.5;10.46;953.75;50;-1725;3815;15260;17167.5;19075;22890
32;charivari1;393;1125;10275;51450;142;153;98;315;55;18;4;0;0;0;1;0;26.15;36.13;-66.91;719.25;50;1175;2877;11508;12946.5;14385;17262
33;ApplecAre69;390;-950;9750;27000;113;181;96;296;66;24;3;0;1;0;0;0;25;28.97;7.69;682.5;50;-900;2730;10920;12285;13650;16380
34;Kusse-Kurt;387;-1400;12600;34050;136;134;117;298;55;30;4;0;0;0;0;0;32.56;35.14;9.92;882;50;-1350;3528;14112;15876;17640;21168
35;jiv72;385;0;10100;27300;144;88;153;288;64;30;3;0;0;0;0;0;26.23;37.4;9.9;707;50;50;2828;11312;12726;14140;16968
36;TOUFIK76;384;-1200;16400;41700;134;134;116;310;50;21;3;0;0;0;0;0;42.71;34.9;15.24;1148;50;-1150;4592;18368;20664;22960;27552
37;Messi 17000;383;-2975;18125;49100;117;137;129;291;57;31;4;0;0;0;0;0;47.32;30.55;9.7;1268.75;50;-2925;5075;20300;22837.5;25375;30450
38;S0nic4F1sh;377;-175;9425;25150;138;129;110;280;70;26;1;0;0;0;0;0;25;36.6;11.05;659.75;50;-125;2639;10556;11875.5;13195;15834
39;cunbrejnaca;376;700;9450;25350;155;119;102;285;67;20;3;1;0;0;0;0;25.13;41.22;10.58;661.5;50;750;2646;10584;11907;13230;15876
40;Volatar2k16;370;-1025;10425;29050;114;137;119;275;61;31;2;1;0;0;0;0;28.18;30.81;7.11;729.75;50;-975;2919;11676;13135.5;14595;17514
42;ddr3ssd;350;-100;8750;23200;126;136;88;263;64;21;2;0;0;0;0;0;25;36;11.62;612.5;50;-50;2450;9800;11025;12250;14700
43;jadenolan;347;75;8675;24500;134;105;108;269;48;25;3;1;1;0;0;0;25;38.62;5.86;607.25;50;125;2429;9716;10930.5;12145;14574
44;jerome83;345;-1025;9775;25050;121;109;115;272;43;30;0;0;0;0;0;0;28.33;35.07;14.58;684.25;50;-975;2737;10948;12316.5;13685;16422
46;Thrillerium;340;-2900;15850;41100;101;114;125;266;54;17;3;0;0;0;0;0;46.62;29.71;13.56;1109.5;50;-2850;4438;17752;19971;22190;26628
48;Ranouna;326;-1700;11900;33200;101;104;121;246;51;25;3;1;0;0;0;0;36.5;30.98;7;833;50;-1650;3332;13328;14994;16660;19992
49;CichyGrzmot;319;-425;7975;20850;115;116;88;250;46;20;3;0;0;0;0;0;25;36.05;12.85;558.25;50;-375;2233;8932;10048.5;11165;13398
50;KAFULL84;310;-2150;11250;28900;93;123;94;249;42;17;2;0;0;0;0;0;36.29;30;14.37;787.5;50;-2100;3150;12600;14175;15750;18900
51;DUCKYMUCK;308;-800;7700;20600;103;127;78;240;45;19;3;1;0;0;0;0;25;33.44;10.82;539;25;-775;2156;8624;9702;10780;12936
52;Chris5751575;303;-300;8350;22350;108;103;92;223;61;18;1;0;0;0;0;0;27.56;35.64;10.78;584.5;25;-275;2338;9352;10521;11690;14028
53;megapitch;300;-1150;10250;27400;107;118;75;235;41;21;3;0;0;0;0;0;34.17;35.67;10.89;717.5;25;-1125;2870;11480;12915;14350;17220
54;Oxymus;299;-525;8925;24200;100;96;103;225;50;20;4;0;0;0;0;0;29.85;33.44;9.62;624.75;25;-500;2499;9996;11245.5;12495;14994
55;01sharky01;294;175;7375;19700;111;83;100;226;51;13;3;1;0;0;0;0;25.09;37.76;10.96;516.25;25;200;2065;8260;9292.5;10325;12390
56;M.G51;294;-600;8450;22950;104;97;93;220;50;22;2;0;0;0;0;0;28.74;35.37;9.47;591.5;25;-575;2366;9464;10647;11830;14196
57;Ryan33710;293;-700;7650;20050;101;115;77;227;43;21;2;0;0;0;0;0;26.11;34.47;12.64;535.5;25;-675;2142;8568;9639;10710;12852
58;Metct et mat;290;-775;7425;19250;107;91;92;222;50;17;1;0;0;0;0;0;25.6;36.9;13.58;519.75;25;-750;2079;8316;9355.5;10395;12474
59;macssime;289;-1600;11500;31550;92;95;102;217;45;24;3;0;0;0;0;0;39.79;31.83;8.55;805;25;-1575;3220;12880;14490;16100;19320
60;Lamigraine69;280;900;7100;19800;111;101;68;209;42;23;6;0;0;0;0;0;25.36;39.64;7.04;497;25;925;1988;7952;8946;9940;11928
61;Milan&Ines;272;575;8475;23050;105;95;72;202;48;21;1;0;0;0;0;0;31.16;38.6;9.34;593.25;25;600;2373;9492;10678.5;11865;14238
62;LENNY2610;269;-2675;12425;36650;88;97;84;216;29;21;1;0;2;0;0;0;46.19;32.71;1.68;869.75;25;-2650;3479;13916;15655.5;17395;20874
63;Alviistar2.0;269;-50;7500;19650;92;91;86;205;47;16;1;0;0;0;0;0;27.88;34.2;12.67;525;25;-25;2100;8400;9450;10500;12600
64;alinou53;267;-625;8425;22500;90;71;106;199;45;23;0;0;0;0;0;0;31.55;33.71;10.98;589.75;25;-600;2359;9436;10615.5;11795;14154
65;_Mosquito_;266;-500;6650;18500;92;119;55;198;42;21;5;0;0;0;0;0;25;34.59;7.27;465.5;25;-475;1862;7448;8379;9310;11172
66;bobich44;259;1475;9075;25150;97;78;84;194;40;21;4;0;0;0;0;0;35.04;37.45;7.62;635.25;25;1500;2541;10164;11434.5;12705;15246
67;Taaj3314;258;125;6575;17500;95;72;91;195;42;20;1;0;0;0;0;0;25.48;36.82;11.28;460.25;25;150;1841;7364;8284.5;9205;11046
68;isa127;255;-1775;8775;23700;81;85;89;196;42;15;1;1;0;0;0;0;34.41;31.76;9.97;614.25;25;-1750;2457;9828;11056.5;12285;14742
