rank;playerName;expressoNb;profit;totalBuyin;totalJackpot;places1;places2;places3;totalX2;totalX4;totalX6;totalX10;totalX20;totalX50;totalX200;totalX1000;totalX10000;averageBuyin;itmPercent;effectiveRake;totalRake;challengePrize;profitPostChall;miles;milesD3;milesD4;milesD5;milesRedD
1;ChildCZ;2126;1800;53150;144850;810;721;595;1583;352;175;15;1;0;0;0;0;25;38.1;9.16;3720.5;2250;4050;14882;59528;66969;74410;89292
2;MrTs222;1877;-975;46925;127100;694;708;475;1404;328;129;13;3;0;0;0;0;25;36.97;9.71;3284.75;1500;525;13139;52556;59125.5;65695;78834
3;BetterCallMe;1645;-5275;52375;141600;569;541;535;1231;299;102;12;1;0;0;0;0;31.84;34.59;9.88;3666.25;1000;-4275;14665;58660;65992.5;73325;87990
4;Archer90;1563;1950;78150;205800;602;533;428;1193;267;92;11;0;0;0;0;0;50;38.52;12.22;5470.5;750;2700;21882;87528;98469;109410;131292
5;Bambino4;1206;2450;30150;82400;481;385;340;888;232;72;12;2;0;0;0;0;25;39.88;8.9;2110.5;500;2950;8442;33768;37989;42210;50652
6;jtetank;1104;-2150;41650;113850;376;326;402;840;183;66;11;3;1;0;0;0;37.73;34.06;8.88;2915.5;375;-1775;11662;46648;52479;58310;69972
7;LoL.Colombia;1028;2075;25825;72400;382;299;347;758;177;81;7;5;0;0;0;0;25.12;37.16;6.55;1807.75;375;2450;7231;28924;32539.5;36155;43386
8;adopteunbet;904;-500;45200;123400;328;309;267;677;136;85;6;0;0;0;0;0;50;36.28;9;3164;225;-275;12656;50624;56952;63280;75936
9;Le Audrius;871;6175;42725;127200;284;315;272;668;135;54;10;2;1;1;0;0;49.05;32.61;0.76;2990.75;225;6400;11963;47852;53833.5;59815;71778
10;---113---;816;-50;20800;57750;290;245;281;603;141;61;10;1;0;0;0;0;25.49;35.54;7.45;1456;225;175;5824;23296;26208;29120;34944
11;Gini2a;738;-625;30175;80550;268;276;194;566;109;54;9;0;0;0;0;0;40.89;36.31;11.02;2112.25;150;-475;8449;33796;38020.5;42245;50694
12;SharKKutier;647;-2025;16175;48150;209;251;187;497;98;45;5;1;0;1;0;0;25;32.3;0.77;1132.25;150;-1875;4529;18116;20380.5;22645;27174
13;alicia1204;564;1350;15250;42150;223;186;155;419;100;42;2;0;1;0;0;0;27.04;39.54;7.87;1067.5;150;1500;4270;17080;19215;21350;25620
14;RACHIDdu69;549;-1325;13725;34700;205;216;128;436;85;26;2;0;0;0;0;0;25;37.34;15.73;960.75;150;-1175;3843;15372;17293.5;19215;23058
15;nounieu;540;-1000;26800;75000;187;182;171;397;91;45;6;1;0;0;0;0;49.63;34.63;6.72;1876;150;-850;7504;30016;33768;37520;45024
16;Trafinoglu;518;800;12950;40050;194;188;136;379;100;34;4;0;0;1;0;0;25;37.45;-3.09;906.5;75;875;3626;14504;16317;18130;21756
17;PhiI lvey;514;-900;12850;33200;183;190;141;408;70;32;4;0;0;0;0;0;25;35.6;13.88;899.5;75;-825;3598;14392;16191;17990;21588
18;cxin19871026;461;-1100;13500;36050;161;148;152;352;77;30;2;0;0;0;0;0;29.28;34.92;10.99;945;75;-1025;3780;15120;17010;18900;22680
