rank;playerName;expressoNb;profit;totalBuyin;totalJackpot;places1;places2;places3;totalX2;totalX4;totalX6;totalX10;totalX20;totalX50;totalX200;totalX1000;totalX10000;averageBuyin;itmPercent;effectiveRake;totalRake;challengePrize;profitPostChall;miles;milesD3;milesD4;milesD5;milesRedD
1;adopteunbet;1350;-3200;135000;355800;491;456;403;1056;197;83;12;2;0;0;0;0;100;36.37;12.15;9450;3500;300;37800;151200;170100;189000;226800
2;LickMyEvChip;1067;-13500;106700;290600;337;425;305;816;159;83;7;1;1;0;0;0;100;31.58;9.22;7469;2250;-11250;29876;119504;134442;149380;179256
3;Tire-fesses;852;-6400;85200;223000;308;293;251;649;149;51;3;0;0;0;0;0;100;36.15;12.75;5964;1500;-4900;23856;95424;107352;119280;143136
4;LENNY2610;818;-12800;81800;221000;253;281;284;609;139;66;4;0;0;0;0;0;100;30.93;9.94;5726;1000;-11800;22904;91616;103068;114520;137424
5;DagheGOUTTE;651;-4700;65100;172200;238;247;166;501;96;51;3;0;0;0;0;0;100;36.56;11.83;4557;750;-3950;18228;72912;82026;91140;109368
6;t6mbanahhui;646;2200;64600;178000;224;164;258;489;105;47;3;1;1;0;0;0;100;34.67;8.15;4522;500;2700;18088;72352;81396;90440;108528
7;-Payen-;642;72800;64200;275000;209;213;220;481;105;48;6;1;0;0;1;0;100;32.55;-42.78;4494;500;73300;17976;71904;80892;89880;107856
8;Thrillerium;494;-800;49400;133800;177;150;167;386;75;26;6;0;1;0;0;0;100;35.83;9.72;3458;350;-450;13832;55328;62244;69160;82992
9;Drachno;482;2600;48200;130600;189;154;139;358;85;35;4;0;0;0;0;0;100;39.21;9.68;3374;350;2950;13496;53984;60732;67480;80976
10;_s4_;481;-4300;48100;129400;170;153;158;369;77;28;6;1;0;0;0;0;100;35.34;10.33;3367;350;-3950;13468;53872;60606;67340;80808
11;karim le bg;393;3300;39300;106800;151;103;139;291;71;27;4;0;0;0;0;0;100;38.42;9.41;2751;250;3550;11004;44016;49518;55020;66024
12;proscoo;387;-300;38700;106200;141;125;121;291;63;28;4;1;0;0;0;0;100;36.43;8.53;2709;250;-50;10836;43344;48762;54180;65016
13;stakeleux24;375;11900;37500;199800;127;132;116;281;65;26;2;0;0;0;1;0;100;33.87;-77.6;2625;250;12150;10500;42000;47250;52500;63000
14;TopGunJTs;361;-2100;36100;97200;129;123;109;270;63;25;3;0;0;0;0;0;100;35.73;10.25;2527;250;-1850;10108;40432;45486;50540;60648
15;Manu__b;333;-3500;33300;85000;117;134;82;262;50;21;0;0;0;0;0;0;100;35.14;14.91;2331;250;-3250;9324;37296;41958;46620;55944
16;ti-breton;330;-3000;33000;89600;111;80;139;245;58;24;3;0;0;0;0;0;100;33.64;9.49;2310;150;-2850;9240;36960;41580;46200;55440
17;LoosIi;309;-6100;30900;77400;98;84;127;249;46;12;2;0;0;0;0;0;100;31.72;16.5;2163;150;-5950;8652;34608;38934;43260;51912
18;PacoRayban;300;4200;30000;101200;124;90;86;225;47;24;3;0;0;1;0;0;100;41.33;-12.44;2100;150;4350;8400;33600;37800;42000;50400
19;Jynx Maze;279;-2900;27900;71600;93;91;95;221;39;18;1;0;0;0;0;0;100;33.33;14.46;1953;150;-2750;7812;31248;35154;39060;46872
20;truzman;254;0;25400;68200;95;59;100;187;47;20;0;0;0;0;0;0;100;37.4;10.5;1778;150;150;7112;28448;32004;35560;42672
21;Akhym94;244;15000;24400;88600;89;86;69;174;44;22;3;0;0;1;0;0;100;36.48;-21.04;1708;150;15150;6832;27328;30744;34160;40992
22;HustlaStylez;237;1500;23700;66000;92;80;65;185;31;16;3;2;0;0;0;0;100;38.82;7.17;1659;150;1650;6636;26544;29862;33180;39816
23;jertiann;229;300;22900;63400;76;97;56;170;42;11;6;0;0;0;0;0;100;33.19;7.71;1603;150;450;6412;25648;28854;32060;38472
24;sunny_flower;228;-600;22800;59000;83;81;64;174;41;13;0;0;0;0;0;0;100;36.4;13.74;1596;150;-450;6384;25536;28728;31920;38304
25;MalcatAAnho1;227;-1900;22700;70200;76;84;67;166;46;11;2;0;2;0;0;0;100;33.48;-3.08;1589;150;-1750;6356;25424;28602;31780;38136
26;Ketelsen;225;700;22500;65000;83;80;62;161;39;22;2;1;0;0;0;0;100;36.89;3.7;1575;100;800;6300;25200;28350;31500;37800
27;PaKaiKai;223;500;22300;66600;80;90;53;170;31;17;3;1;1;0;0;0;100;35.87;0.45;1561;100;600;6244;24976;28098;31220;37464
28;jejememe13;217;-300;21700;55000;80;72;65;170;36;11;0;0;0;0;0;0;100;36.87;15.51;1519;100;-200;6076;24304;27342;30380;36456
29;Off the Wall;217;-1900;21700;61400;75;62;80;155;40;19;3;0;0;0;0;0;100;34.56;5.68;1519;100;-1800;6076;24304;27342;30380;36456
30;LucAS nOOb;216;-1200;21600;55600;79;78;59;169;34;12;1;0;0;0;0;0;100;36.57;14.2;1512;100;-1100;6048;24192;27216;30240;36288
31;Ranouna;202;3400;20200;59000;81;56;65;147;31;22;0;2;0;0;0;0;100;40.1;2.64;1414;100;3500;5656;22624;25452;28280;33936
32;ChibreAcier7;200;-1400;20000;52200;66;78;56;155;31;13;1;0;0;0;0;0;100;33;13;1400;100;-1300;5600;22400;25200;28000;33600
33;canard nord;189;-1300;18900;52800;57;69;63;139;32;17;0;1;0;0;0;0;100;30.16;6.88;1323;100;-1200;5292;21168;23814;26460;31752
34;ManGoItsMe;189;-900;18900;50400;69;75;45;147;25;15;2;0;0;0;0;0;100;36.51;11.11;1323;100;-800;5292;21168;23814;26460;31752
35;Malhabah;181;-5700;18100;48400;42;46;93;133;35;13;0;0;0;0;0;0;100;23.2;10.87;1267;100;-5600;5068;20272;22806;25340;30408
36;benyv4501;173;-2100;17300;44600;59;71;43;135;28;9;1;0;0;0;0;0;100;34.1;14.07;1211;100;-2000;4844;19376;21798;24220;29064
37;JeanLuc123;169;500;16900;47600;59;64;46;119;35;13;2;0;0;0;0;0;100;34.91;6.11;1183;100;600;4732;18928;21294;23660;28392
38;bloutoussse;167;-1900;16700;42200;58;68;41;136;20;10;1;0;0;0;0;0;100;34.73;15.77;1169;100;-1800;4676;18704;21042;23380;28056
39;VincyVon;159;1100;15900;44000;64;48;47;118;28;12;0;1;0;0;0;0;100;40.25;7.76;1113;100;1200;4452;17808;20034;22260;26712
40;ValueMerguez;155;-300;15500;41200;53;58;44;115;29;11;0;0;0;0;0;0;100;34.19;11.4;1085;100;-200;4340;17360;19530;21700;26040
41;superwingss;153;-900;15300;47600;50;54;49;115;21;12;4;0;1;0;0;0;100;32.68;-3.7;1071;100;-800;4284;17136;19278;21420;25704
42;castorseb;152;400;15200;40000;63;41;48;118;22;11;1;0;0;0;0;0;100;41.45;12.28;1064;100;500;4256;17024;19152;21280;25536
43;- EXPO -;150;-1400;15000;41200;52;41;57;112;22;15;1;0;0;0;0;0;100;34.67;8.44;1050;100;-1300;4200;16800;18900;21000;25200
44;nayalo;142;-200;14200;39600;51;49;42;105;20;16;1;0;0;0;0;0;100;35.92;7.04;994;100;-100;3976;15904;17892;19880;23856
45;Boubil59;141;-300;14100;38400;48;40;53;103;25;13;0;0;0;0;0;0;100;34.04;9.22;987;100;-200;3948;15792;17766;19740;23688
46;RichLifeInc;137;-900;13700;36200;48;24;65;106;22;7;2;0;0;0;0;0;100;35.04;11.92;959;100;-800;3836;15344;17262;19180;23016
47;dolipran;133;-2100;13300;38400;38;61;34;97;20;15;0;1;0;0;0;0;100;28.57;3.76;931;100;-2000;3724;14896;16758;18620;22344
48;pollo401;132;-1400;13200;36200;48;36;48;99;23;7;3;0;0;0;0;0;100;36.36;8.59;924;100;-1300;3696;14784;16632;18480;22176
49;MezuuUuuT;131;2300;13100;34800;51;47;33;103;13;15;0;0;0;0;0;0;100;38.93;11.45;917;100;2400;3668;14672;16506;18340;22008
50;HOBA;126;-1000;12600;39000;41;36;49;95;19;9;2;0;1;0;0;0;100;32.54;-3.17;882;100;-900;3528;14112;15876;17640;21168
51;ATHOMIIIK;124;5800;12400;37200;56;36;32;95;20;7;1;0;1;0;0;0;100;45.16;0;868;50;5850;3472;13888;15624;17360;20832
52;azerty7373;124;-600;12400;33600;44;43;37;96;16;10;2;0;0;0;0;0;100;35.48;9.68;868;50;-550;3472;13888;15624;17360;20832
53;nakii;124;-1800;12400;30400;42;42;40;104;12;8;0;0;0;0;0;0;100;33.87;18.28;868;50;-1750;3472;13888;15624;17360;20832
54;Picciotto;121;1100;12100;32400;46;43;32;93;17;10;1;0;0;0;0;0;100;38.02;10.74;847;50;1150;3388;13552;15246;16940;20328
55;Patoufponpon;117;-1700;11700;30200;44;38;35;92;16;9;0;0;0;0;0;0;100;37.61;13.96;819;50;-1650;3276;13104;14742;16380;19656
56;Ramiere;115;-2300;11500;30000;38;35;42;93;13;7;2;0;0;0;0;0;100;33.04;13.04;805;50;-2250;3220;12880;14490;16100;19320
57;grandguignol;114;2400;11400;32000;46;39;29;85;14;14;1;0;0;0;0;0;100;40.35;6.43;798;50;2450;3192;12768;14364;15960;19152
58;OhMyGuruuu;114;1200;11400;30800;46;36;32;84;20;10;0;0;0;0;0;0;100;40.35;9.94;798;50;1250;3192;12768;14364;15960;19152
59;French Teuch;113;500;11300;30200;43;30;40;84;20;9;0;0;0;0;0;0;100;38.05;10.91;791;50;550;3164;12656;14238;15820;18984
60;compasole;113;-300;11300;29400;40;34;39;88;16;9;0;0;0;0;0;0;100;35.4;13.27;791;50;-250;3164;12656;14238;15820;18984
61;Nascas;111;-1500;11100;31800;35;36;40;80;16;14;1;0;0;0;0;0;100;31.53;4.5;777;50;-1450;3108;12432;13986;15540;18648
62;pommdodue21;109;-1300;10900;28400;34;24;51;86;15;7;1;0;0;0;0;0;100;31.19;13.15;763;50;-1250;3052;12208;13734;15260;18312
63;macssime;102;-3200;10200;26000;27;32;43;78;20;4;0;0;0;0;0;0;100;26.47;15.03;714;50;-3150;2856;11424;12852;14280;17136
64;Chattardd;99;-500;9900;29600;34;35;30;64;23;11;1;0;0;0;0;0;100;34.34;0.34;693;50;-450;2772;11088;12474;13860;16632
