rank;playerName;expressoNb;profit;totalBuyin;totalJackpot;places1;places2;places3;totalX2;totalX4;totalX6;totalX10;totalX20;totalX50;totalX200;totalX1000;totalX10000;averageBuyin;itmPercent;effectiveRake;totalRake;challengePrize;profitPostChall;miles;milesD3;milesD4;milesD5;milesRedD
1;LickMyEvChip;1496;-5800;149600;397400;537;545;414;1161;219;96;20;0;0;0;0;0;100;35.9;11.45;10472;3500;-2300;41888;167552;188496;209440;251328
2;adopteunbet;1375;-6300;137500;373000;483;495;397;1034;227;99;14;1;0;0;0;0;100;35.13;9.58;9625;2250;-4050;38500;154000;173250;192500;231000
3;Archer90;1372;-5200;137200;362400;518;463;391;1071;198;95;7;0;1;0;0;0;100;37.76;11.95;9604;1500;-3700;38416;153664;172872;192080;230496
4;proscoo;1138;-6400;113800;308000;398;367;373;863;179;83;12;1;0;0;0;0;100;34.97;9.78;7966;1000;-5400;31864;127456;143388;159320;191184
5;LoosIi;1021;-10100;102100;276600;332;265;424;768;164;79;10;0;0;0;0;0;100;32.52;9.7;7147;750;-9350;28588;114352;128646;142940;171528
6;PacoRayban;636;-6000;63600;169200;218;212;206;488;98;44;6;0;0;0;0;0;100;34.28;11.32;4452;500;-5500;17808;71232;80136;89040;106848
7;Tire-fesses;617;1300;61700;167000;222;222;173;464;96;53;4;0;0;0;0;0;100;35.98;9.78;4319;500;1800;17276;69104;77742;86380;103656
8;Ketelsen;615;-4300;61500;171800;213;219;183;452;106;50;5;2;0;0;0;0;100;34.63;6.88;4305;350;-3950;17220;68880;77490;86100;103320
9;castorseb;406;-2400;40600;110200;141;142;123;298;83;19;6;0;0;0;0;0;100;34.73;9.52;2842;350;-2050;11368;45472;51156;56840;68208
10;shipthatrAce;398;-6800;39800;102200;137;129;132;311;63;23;1;0;0;0;0;0;100;34.42;14.41;2786;350;-6450;11144;44576;50148;55720;66864
11;_s4_;385;-4100;38500;101400;126;139;120;297;56;31;1;0;0;0;0;0;100;32.73;12.21;2695;250;-3850;10780;43120;48510;53900;64680
12;HustlaStylez;370;-1600;37000;100400;136;139;95;276;65;27;1;1;0;0;0;0;100;36.76;9.55;2590;250;-1350;10360;41440;46620;51800;62160
13;LENNY2610;360;-7000;36000;98600;110;124;126;261;67;31;1;0;0;0;0;0;100;30.56;8.7;2520;250;-6750;10080;40320;45360;50400;60480
14;Drachno;355;9900;35500;103800;150;103;102;268;52;29;3;2;1;0;0;0;100;42.25;2.54;2485;250;10150;9940;39760;44730;49700;59640
15;jertiann;336;-5800;33600;89800;101;139;96;256;49;30;1;0;0;0;0;0;100;30.06;10.91;2352;250;-5550;9408;37632;42336;47040;56448
16;Akhym94;334;-400;33400;93400;110;123;101;240;64;28;1;1;0;0;0;0;100;32.93;6.79;2338;150;-250;9352;37408;42084;46760;56112
17;jenpeusplus;287;-700;28700;82200;100;103;84;207;53;21;5;1;0;0;0;0;100;34.84;4.53;2009;150;-550;8036;32144;36162;40180;48216
18;HOBA;263;-700;26300;70200;91;102;70;210;29;21;2;1;0;0;0;0;100;34.6;11.03;1841;150;-550;7364;29456;33138;36820;44184
19;pollo401;225;-500;22500;60800;78;67;80;170;35;18;2;0;0;0;0;0;100;34.67;9.93;1575;150;-350;6300;25200;28350;31500;37800
20;Thrillerium;220;-1600;22000;57800;81;65;74;171;33;14;2;0;0;0;0;0;100;36.82;12.42;1540;150;-1450;6160;24640;27720;30800;36960
21;ValueMerguez;211;-100;21100;56800;79;84;48;161;33;14;3;0;0;0;0;0;100;37.44;10.27;1477;150;50;5908;23632;26586;29540;35448
23;BAbaBAbaBA.;208;-3200;20800;59400;61;61;86;143;45;18;2;0;0;0;0;0;100;29.33;4.81;1456;150;-3050;5824;23296;26208;29120;34944
24;Star_IOM;201;-700;20100;53800;67;72;62;151;34;15;1;0;0;0;0;0;100;33.33;10.78;1407;150;-550;5628;22512;25326;28140;33768
25;grandguignol;198;-1600;19800;52600;67;70;61;152;29;16;1;0;0;0;0;0;100;33.84;11.45;1386;150;-1450;5544;22176;24948;27720;33264
