rank;playerName;expressoNb;profit;totalBuyin;totalJackpot;places1;places2;places3;totalX2;totalX4;totalX6;totalX10;totalX20;totalX50;totalX200;totalX1000;totalX10000;averageBuyin;itmPercent;effectiveRake;totalRake;challengePrize;profitPostChall;miles;milesD3;milesD4;milesD5;milesRedD
1;Aaanditsgone;1118;-5400;111800;295600;413;391;314;855;183;74;5;1;0;0;0;0;100;36.94;11.87;7826;3500;-1900;31304;125216;140868;156520;187824
2;LickMyEvChip;1059;-8500;105900;280200;377;390;292;830;154;61;12;2;0;0;0;0;100;35.6;11.8;7413;2250;-6250;29652;118608;133434;148260;177912
3;itsfree;647;-6300;64700;171600;218;235;194;500;98;44;4;1;0;0;0;0;100;33.69;11.59;4529;1500;-4800;18116;72464;81522;90580;108696
4;Drachno;542;-4800;54200;144000;187;182;173;411;90;38;3;0;0;0;0;0;100;34.5;11.44;3794;1000;-3800;15176;60704;68292;75880;91056
5;RagazzaBella;532;-8000;53200;144000;163;127;242;404;76;48;4;0;0;0;0;0;100;30.64;9.77;3724;750;-7250;14896;59584;67032;74480;89376
6;wtangw;502;1000;50200;153600;171;156;175;388;74;34;4;1;0;1;0;0;100;34.06;-1.99;3514;500;1500;14056;56224;63252;70280;84336
7;EN_VACANCES;441;10100;44100;140000;182;124;135;336;70;28;4;2;0;1;0;0;100;41.27;-5.82;3087;500;10600;12348;49392;55566;61740;74088
8;raar91;413;1100;41300;108000;155;128;130;321;65;23;4;0;0;0;0;0;100;37.53;12.83;2891;350;1450;11564;46256;52038;57820;69384
9;MAMARAZZI;378;-5400;37800;96600;126;134;118;297;57;24;0;0;0;0;0;0;100;33.33;14.81;2646;350;-5050;10584;42336;47628;52920;63504
10;Ketelsen;336;19600;33600;111200;135;117;84;253;51;27;4;0;0;1;0;0;100;40.18;-10.32;2352;350;19950;9408;37632;42336;47040;56448
11;LENNY2610;322;-10400;32200;82600;94;122;106;262;40;17;2;1;0;0;0;0;100;29.19;14.49;2254;250;-10150;9016;36064;40572;45080;54096
12;adopteunbet;308;1200;30800;82800;116;107;85;230;54;22;2;0;0;0;0;0;100;37.66;10.39;2156;250;1450;8624;34496;38808;43120;51744
13;HustlaStylez;281;-3300;28100;68000;96;105;80;236;31;14;0;0;0;0;0;0;100;34.16;19.34;1967;250;-3050;7868;31472;35406;39340;47208
14;_s4_;265;-1100;26500;76200;91;93;81;189;49;23;3;1;0;0;0;0;100;34.34;4.15;1855;250;-850;7420;29680;33390;37100;44520
15;Tire-fesses;264;2200;26400;69600;105;93;66;209;35;18;1;1;0;0;0;0;100;39.77;12.12;1848;250;2450;7392;29568;33264;36960;44352
17;Foufurieux06;225;-2900;22500;61400;67;61;97;165;44;13;3;0;0;0;0;0;100;29.78;9.04;1575;150;-2750;6300;25200;28350;31500;37800
18;Shori Nota;198;-3600;19800;49800;68;63;67;157;31;10;0;0;0;0;0;0;100;34.34;16.16;1386;150;-3450;5544;22176;24948;27720;33264
19;zizmax;193;-4900;19300;52800;55;59;79;143;33;15;2;0;0;0;0;0;100;28.5;8.81;1351;150;-4750;5404;21616;24318;27020;32424
