rank;playerName;expressoNb;profit;totalBuyin;totalJackpot;places1;places2;places3;totalX2;totalX4;totalX6;totalX10;totalX20;totalX50;totalX200;totalX1000;totalX10000;averageBuyin;itmPercent;effectiveRake;totalRake;challengePrize;profitPostChall;miles;milesD3;milesD4;milesD5;milesRedD
1;Petonbet;1708;-2025;52875;139500;608;631;469;1306;271;118;12;1;0;0;0;0;30.96;35.6;12.06;3701.25;2250;225;14805;59220;66622.5;74025;88830
3;unasmonfrere;1597;-2100;79550;214500;590;550;457;1222;241;113;20;1;0;0;0;0;49.81;36.94;10.12;5568.5;1000;-1100;22274;89096;100233;111370;133644
4;Hey_Jude;1263;-1075;31575;85250;453;414;396;952;206;97;6;2;0;0;0;0;25;35.87;10;2210.25;750;-325;8841;35364;39784.5;44205;53046
5;Mepslol;1079;-1025;26975;70550;409;379;291;834;166;75;4;0;0;0;0;0;25;37.91;12.82;1888.25;500;-525;7553;30212;33988.5;37765;45318
6;Lanesthesist;990;-750;25000;68300;358;334;298;741;161;79;7;2;0;0;0;0;25.25;36.16;8.93;1750;375;-375;7000;28000;31500;35000;42000
7;Touchdown67.;983;-775;36575;97400;339;291;353;758;143;78;3;0;1;0;0;0;37.21;34.49;11.23;2560.25;375;-400;10241;40964;46084.5;51205;61446
8;adopteunbet;939;-2350;46950;123700;343;309;287;719;150;66;4;0;0;0;0;0;50;36.53;12.18;3286.5;225;-2125;13146;52584;59157;65730;78876
10;Tu_Te_Calm;738;550;20100;53950;271;255;212;561;121;49;5;2;0;0;0;0;27.24;36.72;10.53;1407;225;775;5628;22512;25326;28140;33768
11;jjsam;693;-1675;19125;52650;218;273;202;513;112;64;3;1;0;0;0;0;27.6;31.46;8.24;1338.75;150;-1525;5355;21420;24097.5;26775;32130
13;LordBendtner;540;900;13700;36350;220;206;114;411;92;35;1;1;0;0;0;0;25.37;40.74;11.56;959;150;1050;3836;15344;17262;19180;23016
14;KYFFF;526;1600;13150;35450;210;160;156;392;93;37;4;0;0;0;0;0;25;39.92;10.14;920.5;150;1750;3682;14728;16569;18410;22092
15;U.S.Tuermer.;520;-150;13000;36350;189;195;136;384;79;50;7;0;0;0;0;0;25;36.35;6.79;910;150;0;3640;14560;16380;18200;21840
16;KhaleesiFTW;514;700;12850;35350;196;188;130;392;83;33;5;0;1;0;0;0;25;38.13;8.3;899.5;75;775;3598;14392;16191;17990;21588
17;railegh;487;-1200;15250;40900;179;142;166;367;85;27;8;0;0;0;0;0;31.31;36.76;10.6;1067.5;75;-1125;4270;17080;19215;21350;25620
18;BetterCallMe;483;-1150;20200;51800;176;155;152;384;71;25;3;0;0;0;0;0;41.82;36.44;14.52;1414;75;-1075;5656;22624;25452;28280;33936
19;alinou53;418;-2775;19075;51150;129;145;144;315;67;33;3;0;0;0;0;0;45.63;30.86;10.62;1335.25;75;-2700;5341;21364;24034.5;26705;32046
20;piz55;394;-1825;11575;30700;129;130;135;300;59;30;5;0;0;0;0;0;29.38;32.74;11.59;810.25;75;-1750;3241;12964;14584.5;16205;19446
21;jetelamet13;384;-1000;10900;29000;129;118;137;294;55;31;4;0;0;0;0;0;28.39;33.59;11.31;763;75;-925;3052;12208;13734;15260;18312
25;megapitch;363;-1125;9175;24050;124;138;101;282;56;22;3;0;0;0;0;0;25.28;34.16;12.62;642.25;75;-1050;2569;10276;11560.5;12845;15414
26;Vase Ectomy;354;-950;11050;29850;128;123;103;269;57;24;3;1;0;0;0;0;31.21;36.16;9.95;773.5;50;-900;3094;12376;13923;15470;18564
27;sirsirsir;337;1725;8425;22300;152;78;107;256;57;22;2;0;0;0;0;0;25;45.1;11.77;589.75;50;1775;2359;9436;10615.5;11795;14154
28;MrTs222;334;450;8350;22500;127;113;94;252;54;25;3;0;0;0;0;0;25;38.02;10.18;584.5;50;500;2338;9352;10521;11690;14028
29;gogepok37;325;-1325;8125;21800;109;109;107;243;55;26;1;0;0;0;0;0;25;33.54;10.56;568.75;50;-1275;2275;9100;10237.5;11375;13650
31;lhelicoptere;300;550;7500;20100;121;109;70;227;48;23;2;0;0;0;0;0;25;40.33;10.67;525;50;600;2100;8400;9450;10500;12600
32;abdennourrr;297;-1325;7475;20150;89;121;87;224;51;18;4;0;0;0;0;0;25.17;29.97;10.14;523.25;50;-1275;2093;8372;9418.5;10465;12558
33;windguru14;297;-525;7775;20900;103;88;106;220;54;21;2;0;0;0;0;0;26.18;34.68;10.4;544.25;50;-475;2177;8708;9796.5;10885;13062
34;noa2708;280;-1600;10750;28750;91;99;90;217;40;19;4;0;0;0;0;0;38.39;32.5;10.85;752.5;50;-1550;3010;12040;13545;15050;18060
35;TOILET ABUSE;276;-1650;11550;29750;97;98;81;216;45;14;1;0;0;0;0;0;41.85;35.14;14.14;808.5;50;-1600;3234;12936;14553;16170;19404
37;blo_ody;273;-1200;8400;22500;82;106;85;216;41;14;1;0;1;0;0;0;30.77;30.04;10.71;588;50;-1150;2352;9408;10584;11760;14112
38;AAnus Etroit;270;-25;10125;28450;102;93;75;197;51;18;4;0;0;0;0;0;37.5;37.78;6.34;708.75;50;25;2835;11340;12757.5;14175;17010
39;kikerced;266;-425;6925;18550;96;77;93;200;42;23;1;0;0;0;0;0;26.03;36.09;10.71;484.75;50;-375;1939;7756;8725.5;9695;11634
40;marcTyson91;262;1125;9975;27100;106;75;81;191;46;25;0;0;0;0;0;0;38.07;40.46;9.44;698.25;50;1175;2793;11172;12568.5;13965;16758
41;LE KAMELEON;261;-175;7075;19200;93;95;73;200;36;23;1;1;0;0;0;0;27.11;35.63;9.54;495.25;50;-125;1981;7924;8914.5;9905;11886
43;FHM 2.0;251;375;6275;17250;92;102;57;188;36;25;2;0;0;0;0;0;25;36.65;8.37;439.25;50;425;1757;7028;7906.5;8785;10542
44;capone73000;246;-425;8525;24050;79;78;89;178;46;19;2;1;0;0;0;0;34.65;32.11;5.96;596.75;50;-375;2387;9548;10741.5;11935;14322
46;Julvar2210;242;-2250;9300;25750;74;68;100;185;37;16;3;1;0;0;0;0;38.43;30.58;7.71;651;50;-2200;2604;10416;11718;13020;15624
47;BienTravail;241;1025;6025;16850;102;70;69;179;32;28;2;0;0;0;0;0;25;42.32;6.78;421.75;50;1075;1687;6748;7591.5;8435;10122
49;S i r   J V;231;-575;5775;14600;79;86;66;183;37;10;1;0;0;0;0;0;25;34.2;15.73;404.25;50;-525;1617;6468;7276.5;8085;9702
51;LeBasilicain;218;-100;7400;19400;79;60;79;168;36;13;1;0;0;0;0;0;33.94;36.24;12.61;518;25;-75;2072;8288;9324;10360;12432
52;U_whine_amax;208;-375;5325;14050;69;65;74;153;42;13;0;0;0;0;0;0;25.6;33.17;12.05;372.75;25;-350;1491;5964;6709.5;7455;8946
53;Iscandaar;206;-850;5150;13500;67;73;66;156;36;14;0;0;0;0;0;0;25;32.52;12.62;360.5;25;-825;1442;5768;6489;7210;8652
54;Milanamor27;205;450;6350;15850;87;50;68;164;28;13;0;0;0;0;0;0;30.98;42.44;16.8;444.5;25;475;1778;7112;8001;8890;10668
55;tozmiou13;205;-1225;5575;14200;61;59;85;165;24;16;0;0;0;0;0;0;27.2;29.76;15.1;390.25;25;-1200;1561;6244;7024.5;7805;9366
56;- Viet -;205;275;5125;14600;72;74;59;143;41;19;2;0;0;0;0;0;25;35.12;5.04;358.75;25;300;1435;5740;6457.5;7175;8610
58;Size7;204;-175;5825;15000;71;62;71;160;32;11;1;0;0;0;0;0;28.55;34.8;14.16;407.75;25;-150;1631;6524;7339.5;8155;9786
59;Kehan2212;203;2325;7925;23400;79;48;76;142;41;17;2;1;0;0;0;0;39.04;38.92;1.58;554.75;25;2350;2219;8876;9985.5;11095;13314
60;Naruto29;202;-725;5775;15450;74;69;59;152;31;18;1;0;0;0;0;0;28.59;36.63;10.82;404.25;25;-700;1617;6468;7276.5;8085;9702
61;Cocohen;200;-1000;5000;13050;62;89;49;156;29;14;1;0;0;0;0;0;25;31;13;350;25;-975;1400;5600;6300;7000;8400
62;LesProblems;199;-675;9625;25000;75;53;71;154;34;9;2;0;0;0;0;0;48.37;37.69;13.42;673.75;25;-650;2695;10780;12127.5;13475;16170
63;gaybel;198;525;5075;14150;80;73;45;147;28;22;1;0;0;0;0;0;25.63;40.4;7.06;355.25;25;550;1421;5684;6394.5;7105;8526
64;panny37;197;-1575;5725;14950;59;48;90;149;36;12;0;0;0;0;0;0;29.06;29.95;12.95;400.75;25;-1550;1603;6412;7213.5;8015;9618
65;bishop74270;196;525;5725;15250;79;67;50;147;33;15;1;0;0;0;0;0;29.21;40.31;11.21;400.75;25;550;1603;6412;7213.5;8015;9618
66;grenat57525;195;-25;5175;13900;76;68;51;141;39;15;0;0;0;0;0;0;26.54;38.97;10.47;362.25;25;0;1449;5796;6520.5;7245;8694
67;nkimhoangkie;193;-425;4825;14100;59;71;63;149;23;19;1;0;1;0;0;0;25;30.57;2.59;337.75;25;-400;1351;5404;6079.5;6755;8106
68;AndriusP7;192;-1200;4800;11450;61;85;46;163;21;8;0;0;0;0;0;0;25;31.77;20.49;336;25;-1175;1344;5376;6048;6720;8064
69;FalconX;187;275;5475;15150;75;63;49;132;39;12;4;0;0;0;0;0;29.28;40.11;7.76;383.25;25;300;1533;6132;6898.5;7665;9198
70;leila540;182;50;6050;16650;68;53;61;134;31;16;1;0;0;0;0;0;33.24;37.36;8.26;423.5;25;75;1694;6776;7623;8470;10164
72;Traztaroot57;181;75;4875;12900;72;60;49;134;35;12;0;0;0;0;0;0;26.93;39.78;11.79;341.25;25;100;1365;5460;6142.5;6825;8190
73;Akhym94;180;50;7000;19750;64;62;54;126;40;12;2;0;0;0;0;0;38.89;35.56;5.95;490;25;75;1960;7840;8820;9800;11760
74;Fenix_21;179;-350;5050;13500;65;59;55;139;28;10;2;0;0;0;0;0;28.21;36.31;10.89;353.5;25;-325;1414;5656;6363;7070;8484
75;OhMaWiwi;179;-1300;6300;17500;59;67;53;140;21;14;3;1;0;0;0;0;35.2;32.96;7.41;441;25;-1275;1764;7056;7938;8820;10584
76;fario69;179;675;4725;12750;74;69;36;136;27;15;1;0;0;0;0;0;26.4;41.34;10.05;330.75;25;700;1323;5292;5953.5;6615;7938
78;iaia;174;-575;4725;12650;54;65;55;133;26;14;1;0;0;0;0;0;27.16;31.03;10.76;330.75;25;-550;1323;5292;5953.5;6615;7938
79;Naaddiinne;173;-525;4325;13200;53;64;56;124;36;11;0;1;1;0;0;0;25;30.64;-1.73;302.75;25;-500;1211;4844;5449.5;6055;7266
80;bryan bolt;170;500;5000;14500;61;45;64;125;27;14;3;1;0;0;0;0;29.41;35.88;3.33;350;25;525;1400;5600;6300;7000;8400
81;Renatojunior;167;-100;4800;13500;53;45;69;120;32;14;0;1;0;0;0;0;28.74;31.74;6.25;336;25;-75;1344;5376;6048;6720;8064
82;Negreanuts;167;-825;4475;11350;56;59;52;134;25;8;0;0;0;0;0;0;26.8;33.53;15.46;313.25;25;-800;1253;5012;5638.5;6265;7518
83;HfC_LoVeR;167;225;4175;11300;66;57;44;128;21;17;1;0;0;0;0;0;25;39.52;9.78;292.25;25;250;1169;4676;5260.5;5845;7014
84;Petit doume;167;-375;5375;14250;57;36;74;130;25;12;0;0;0;0;0;0;32.19;34.13;11.63;376.25;25;-350;1505;6020;6772.5;7525;9030
85;Easyrev;167;-500;4550;13250;60;53;54;132;24;9;0;1;1;0;0;0;27.25;35.93;2.93;318.5;25;-475;1274;5096;5733;6370;7644
86;Bimbe;167;225;5575;15050;63;48;56;123;32;11;1;0;0;0;0;0;33.38;37.72;10.01;390.25;25;250;1561;6244;7024.5;7805;9366
87;Tigrouwood1;166;3425;4425;16800;52;64;50;120;34;11;0;0;0;1;0;0;26.66;31.33;-26.55;309.75;25;3450;1239;4956;5575.5;6195;7434
88;LaCestTrop;164;-375;5025;17350;57;51;56;129;27;7;0;0;0;1;0;0;30.64;34.76;-15.09;351.75;25;-350;1407;5628;6331.5;7035;8442
91;le tcho 85;163;275;4675;12150;60;52;51;129;23;10;1;0;0;0;0;0;28.68;36.81;13.37;327.25;25;300;1309;5236;5890.5;6545;7854
92;yves kylian;163;-975;5275;13800;49;56;58;128;23;11;1;0;0;0;0;0;32.36;30.06;12.8;369.25;25;-950;1477;5908;6646.5;7385;8862
93;paschaa0087;160;450;4000;10750;62;48;50;122;30;6;1;1;0;0;0;0;25;38.75;10.42;280;25;475;1120;4480;5040;5600;6720
94;SuperTokard;160;-325;4225;12050;49;46;65;113;27;20;0;0;0;0;0;0;26.41;30.62;4.93;295.75;25;-300;1183;4732;5323.5;5915;7098
95;munegu57;158;875;5125;13650;68;43;47;119;26;13;0;0;0;0;0;0;32.44;43.04;11.22;358.75;25;900;1435;5740;6457.5;7175;8610
96;romainrn;158;875;6475;18150;57;53;48;119;23;13;3;0;0;0;0;0;40.98;36.08;6.56;453.25;25;900;1813;7252;8158.5;9065;10878
97;-mr smith55-;156;-800;3900;10000;46;50;60;122;24;10;0;0;0;0;0;0;25;29.49;14.53;273;25;-775;1092;4368;4914;5460;6552
98;WERZOU;156;-750;5550;14900;54;51;51;116;28;12;0;0;0;0;0;0;35.58;34.62;10.51;388.5;25;-725;1554;6216;6993;7770;9324
99;_CaLviN_;155;400;4050;15800;58;61;36;112;29;13;0;0;0;1;0;0;26.13;37.42;-30.04;283.5;25;425;1134;4536;5103;5670;6804
100;guimlyy;154;-25;6025;16750;46;51;57;114;26;12;2;0;0;0;0;0;39.12;29.87;7.33;421.75;25;0;1687;6748;7591.5;8435;10122
101;MalcatAAnho1;154;400;7300;21100;52;46;56;114;26;11;2;1;0;0;0;0;47.4;33.77;3.65;511;0;400;2044;8176;9198;10220;12264
102;Pgergo11;153;-475;3825;9500;58;57;38;122;25;6;0;0;0;0;0;0;25;37.91;17.21;267.75;0;-475;1071;4284;4819.5;5355;6426
103;IamHaku;151;-425;6975;18500;53;57;41;113;29;8;1;0;0;0;0;0;46.19;35.1;11.59;488.25;0;-425;1953;7812;8788.5;9765;11718
104;Plakeslke;151;-975;7475;19050;52;39;60;119;23;9;0;0;0;0;0;0;49.5;34.44;15.05;523.25;0;-975;2093;8372;9418.5;10465;12558
105;M.G51;150;-100;4250;11700;57;48;45;110;23;16;1;0;0;0;0;0;28.33;38;8.24;297.5;0;-100;1190;4760;5355;5950;7140
106;DiLeonardo;147;1450;7300;20350;69;46;32;111;23;11;1;1;0;0;0;0;49.66;46.94;7.08;511;0;1450;2044;8176;9198;10220;12264
108;MM18;146;-725;5175;14000;51;43;52;105;34;7;0;0;0;0;0;0;35.45;34.93;9.82;362.25;0;-725;1449;5796;6520.5;7245;8694
