rank;playerName;expressoNb;profit;totalBuyin;totalJackpot;places1;places2;places3;totalX2;totalX4;totalX6;totalX10;totalX20;totalX50;totalX200;totalX1000;totalX10000
1;ChildCZ;1891;575;47275;125900;718;644;529;1442;299;141;7;2;0;0;0;0
2;BetterCallMe;1787;-4650;59000;157350;611;604;572;1366;286;116;16;3;0;0;0;0
3;Hey_Jude;1558;1950;38950;105800;569;552;437;1181;253;113;7;3;1;0;0;0
4;ShAAAlom;1272;-4200;31800;84650;439;494;339;990;202;63;15;1;1;0;0;0
5;Le Audrius;1255;2725;62725;173050;480;413;362;941;205;95;12;1;1;0;0;0
6;Anjuna 7;813;2675;40275;109150;309;315;189;607;134;67;5;0;0;0;0;0
7;robob;778;-150;19450;52200;299;258;221;588;127;59;3;1;0;0;0;0
8;oldhandfishh;739;375;23275;63200;273;257;209;559;115;59;6;0;0;0;0;0
9;Bambino4;673;22675;16825;71750;268;247;158;491;123;51;5;2;0;0;1;0
10;BigBetTheory;652;-750;18550;48700;245;193;214;520;88;40;3;0;1;0;0;0
11;Fishosaurex;626;-1850;15950;42850;205;198;223;477;95;48;6;0;0;0;0;0
12;BanFromPluto;614;-225;20475;56000;220;183;211;469;96;41;7;0;1;0;0;0
13;Akhym94;592;-1500;24100;64050;213;202;177;451;90;46;4;1;0;0;0;0
14;steve-larnaq;588;-50;14700;40200;204;187;197;436;105;41;5;1;0;0;0;0
15;KYFFF;581;-625;14525;38700;197;163;221;445;85;48;3;0;0;0;0;0
16;RagazzaBella;566;-6675;28275;73150;173;146;247;445;82;36;3;0;0;0;0;0
17;windguru14;557;875;16875;44250;219;156;182;417;101;37;2;0;0;0;0;0
18;HanK_HulaY;513;250;13050;34850;198;168;147;393;77;37;6;0;0;0;0;0
19;NiKOuMOuK55;506;-1350;12650;34500;168;176;162;382;83;34;6;1;0;0;0;0
20;Le0nArdA;489;4500;18250;51850;196;127;166;368;80;36;3;1;1;0;0;0
21;COR.Maniac;479;-125;11975;36400;168;161;150;363;84;29;2;0;0;1;0;0
22;XxpoloxX;456;3100;13750;41350;156;137;163;352;74;25;3;1;0;1;0;0
23;kikerced;454;-800;12150;33150;154;148;152;345;75;28;4;2;0;0;0;0
24;Drachno;437;4350;21850;60000;188;130;119;319;81;33;4;0;0;0;0;0
25;LucAS nOOb;428;-25;17775;48900;158;163;107;324;68;29;6;1;0;0;0;0
26;SOUS RIRE;417;-1025;14475;39550;142;119;156;308;69;37;3;0;0;0;0;0
27;KELIAN2704;415;-625;16575;45150;143;119;153;325;51;35;3;1;0;0;0;0
28;piz55;411;-800;14800;40350;144;124;143;307;73;26;4;1;0;0;0;0
29;Petonbet;409;925;12575;33650;160;131;118;311;59;37;2;0;0;0;0;0
30;shipthatrAce;406;-200;20300;54200;149;134;123;309;62;33;2;0;0;0;0;0
31;LeBasilicain;400;-1775;13625;36600;130;133;137;299;69;29;3;0;0;0;0;0
32;charivari1;393;1125;10275;51450;142;153;98;315;55;18;4;0;0;0;1;0
33;ApplecAre69;390;-950;9750;27000;113;181;96;296;66;24;3;0;1;0;0;0
34;Kusse-Kurt;387;-1400;12600;34050;136;134;117;298;55;30;4;0;0;0;0;0
35;jiv72;385;0;10100;27300;144;88;153;288;64;30;3;0;0;0;0;0
36;TOUFIK76;384;-1200;16400;41700;134;134;116;310;50;21;3;0;0;0;0;0
37;Messi 17000;383;-2975;18125;49100;117;137;129;291;57;31;4;0;0;0;0;0
38;S0nic4F1sh;377;-175;9425;25150;138;129;110;280;70;26;1;0;0;0;0;0
39;cunbrejnaca;376;700;9450;25350;155;119;102;285;67;20;3;1;0;0;0;0
40;Volatar2k16;370;-1025;10425;29050;114;137;119;275;61;31;2;1;0;0;0;0
42;ddr3ssd;350;-100;8750;23200;126;136;88;263;64;21;2;0;0;0;0;0
43;jadenolan;347;75;8675;24500;134;105;108;269;48;25;3;1;1;0;0;0
44;jerome83;345;-1025;9775;25050;121;109;115;272;43;30;0;0;0;0;0;0
46;Thrillerium;340;-2900;15850;41100;101;114;125;266;54;17;3;0;0;0;0;0
48;Ranouna;326;-1700;11900;33200;101;104;121;246;51;25;3;1;0;0;0;0
49;CichyGrzmot;319;-425;7975;20850;115;116;88;250;46;20;3;0;0;0;0;0
50;KAFULL84;310;-2150;11250;28900;93;123;94;249;42;17;2;0;0;0;0;0
51;DUCKYMUCK;308;-800;7700;20600;103;127;78;240;45;19;3;1;0;0;0;0
52;Chris5751575;303;-300;8350;22350;108;103;92;223;61;18;1;0;0;0;0;0
53;megapitch;300;-1150;10250;27400;107;118;75;235;41;21;3;0;0;0;0;0
54;Oxymus;299;-525;8925;24200;100;96;103;225;50;20;4;0;0;0;0;0
55;01sharky01;294;175;7375;19700;111;83;100;226;51;13;3;1;0;0;0;0
56;M.G51;294;-600;8450;22950;104;97;93;220;50;22;2;0;0;0;0;0
57;Ryan33710;293;-700;7650;20050;101;115;77;227;43;21;2;0;0;0;0;0
58;Metct et mat;290;-775;7425;19250;107;91;92;222;50;17;1;0;0;0;0;0
59;macssime;289;-1600;11500;31550;92;95;102;217;45;24;3;0;0;0;0;0
60;Lamigraine69;280;900;7100;19800;111;101;68;209;42;23;6;0;0;0;0;0
61;Milan&Ines;272;575;8475;23050;105;95;72;202;48;21;1;0;0;0;0;0
62;LENNY2610;269;-2675;12425;36650;88;97;84;216;29;21;1;0;2;0;0;0
63;Alviistar2.0;269;-50;7500;19650;92;91;86;205;47;16;1;0;0;0;0;0
64;alinou53;267;-625;8425;22500;90;71;106;199;45;23;0;0;0;0;0;0
65;_Mosquito_;266;-500;6650;18500;92;119;55;198;42;21;5;0;0;0;0;0
66;bobich44;259;1475;9075;25150;97;78;84;194;40;21;4;0;0;0;0;0
67;Taaj3314;258;125;6575;17500;95;72;91;195;42;20;1;0;0;0;0;0
68;isa127;255;-1775;8775;23700;81;85;89;196;42;15;1;1;0;0;0;0
69;xmen2O1O;255;525;7425;20550;95;84;76;189;35;27;4;0;0;0;0;0
70;riverkid3084;253;-1450;6400;16600;79;75;99;196;43;13;1;0;0;0;0;0
71;Cleman09;251;-600;7000;23200;75;79;97;190;41;19;0;0;0;1;0;0
72;titouan888;250;-600;9800;25100;93;71;86;195;42;12;1;0;0;0;0;0
73;CED02200;247;1950;6350;18500;109;76;62;186;37;21;1;1;1;0;0;0
74;rodrigo88;245;-275;6125;16600;88;88;69;177;49;19;0;0;0;0;0;0
75;wtangw;244;-250;6550;17500;90;74;80;189;36;17;1;1;0;0;0;0
76;VidePocket;243;-675;6175;15550;82;86;75;188;47;8;0;0;0;0;0;0
77;stedomaaa;241;375;9675;27000;86;59;96;173;44;23;0;1;0;0;0;0
78;titcho13;239;-1525;9575;25850;74;105;60;182;37;19;1;0;0;0;0;0
79;Time2call2;238;-800;6200;17150;85;83;70;178;43;12;4;1;0;0;0;0
80;5massam5;237;-875;11225;28900;78;69;90;191;28;15;3;0;0;0;0;0
81;canard nord;237;3250;6800;24450;77;82;78;171;32;30;3;0;0;1;0;0
82;adri 1;236;-400;8950;24300;78;64;94;172;41;23;0;0;0;0;0;0
83;Katk;235;375;5875;15650;89;68;78;186;30;14;5;0;0;0;0;0
84;Aylov Urwife;234;1225;5875;15950;97;72;65;178;32;22;2;0;0;0;0;0
85;lera 33;232;-1725;8025;21700;75;90;67;178;36;14;4;0;0;0;0;0
86;shakalaka;232;-875;9275;25000;80;84;68;173;40;17;2;0;0;0;0;0
87;LesProblems;230;-850;10800;28900;77;72;81;166;51;13;0;0;0;0;0;0
88;Kubilaiii;228;-125;7575;20050;85;94;49;170;43;15;0;0;0;0;0;0
89;-Mr Mojo-;228;-1675;5825;15400;64;93;71;174;37;15;2;0;0;0;0;0
90;AnArKine;228;1550;5900;16550;90;66;72;166;39;22;1;0;0;0;0;0
91;gegepedro;227;-300;7950;20800;90;68;69;180;31;12;4;0;0;0;0;0
92;Tomme tueur;227;1050;11350;29800;89;54;84;176;33;17;1;0;0;0;0;0
93;jojolebedo;226;2125;6775;19600;92;69;65;167;39;17;2;1;0;0;0;0
