rank;playerName;expressoNb;profit;totalBuyin;totalJackpot;places1;places2;places3;totalX2;totalX4;totalX6;totalX10;totalX20;totalX50;totalX200;totalX1000;totalX10000
1;BetterCallMe;2303;-625;85175;227300;854;691;758;1777;346;164;12;4;0;0;0;0
3;1goal1dream;1716;-5500;43300;116250;571;675;470;1310;276;118;10;1;1;0;0;0
4;unasmonfrere;1230;-3250;61250;165050;431;465;334;939;193;86;9;3;0;0;0;0
5;piz55;1125;2125;28175;81100;379;386;360;839;197;83;3;2;0;1;0;0
6;khykhy;913;24800;23800;314100;256;438;219;693;157;52;7;3;0;0;0;1
7;stasiukaxz11;734;-450;18350;49050;280;269;185;570;107;49;6;2;0;0;0;0
8;KhaleesiFTW;682;-1200;17050;46300;242;233;207;518;109;45;9;1;0;0;0;0
9;ChildCZ;575;225;14375;37850;220;190;165;441;92;39;3;0;0;0;0;0
11;MrTs222;564;-1850;22850;60100;203;188;173;431;95;36;1;1;0;0;0;0
12;GTL01;499;-275;12475;34300;168;195;136;383;77;33;5;0;1;0;0;0
13;U.S.Tuermer.;489;-25;12225;32250;182;190;117;380;70;35;4;0;0;0;0;0
16;Tu_Te_Calm;471;-75;12175;32350;172;179;120;350;90;30;1;0;0;0;0;0
17;adopteunbet;460;300;23000;60300;184;153;123;350;81;27;2;0;0;0;0;0
18;Fenix_21;451;475;11275;29750;181;187;83;347;66;37;1;0;0;0;0;0
20;Touchdown67.;424;1325;14925;41450;170;129;125;307;79;35;2;1;0;0;0;0
21;megapitch;409;750;10650;28150;160;134;115;317;60;29;2;1;0;0;0;0
22;Lanesthesist;392;-1075;10125;27700;132;143;117;294;64;30;3;1;0;0;0;0
25;LordBendtner;383;725;9575;25700;155;129;99;285;71;24;3;0;0;0;0;0
26;jerome83;334;150;8350;23800;123;86;125;251;55;25;1;1;1;0;0;0
27;gaybel;330;-400;8550;21650;122;112;96;259;55;16;0;0;0;0;0;0
30;noa2708;317;875;11275;30200;127;92;98;244;46;21;6;0;0;0;0;0
32;LeBasilicain;311;450;10400;28750;112;107;92;238;48;22;0;3;0;0;0;0
33;lazgirouette;307;125;7675;20600;110;87;110;235;45;24;3;0;0;0;0;0
34;BurjAlArab;307;-450;11900;33000;105;99;103;224;57;24;1;1;0;0;0;0
35;KYFFF;296;-300;7400;19350;105;82;109;240;32;21;2;1;0;0;0;0
36;SuperTokard;295;-1025;7925;22300;87;96;112;220;52;21;1;0;1;0;0;0
37;MM18;293;-700;12750;34000;102;111;80;221;49;23;0;0;0;0;0;0
38;eL PiraTe;293;325;11475;30500;117;85;91;223;47;22;1;0;0;0;0;0
39;Size7;292;350;8250;22100;117;91;84;215;57;18;2;0;0;0;0;0
40;Julvar2210;289;-1625;9425;25250;97;88;104;214;53;21;1;0;0;0;0;0
41;seseeldiablo;284;50;8200;22700;105;97;82;205;51;27;1;0;0;0;0;0
42;kikerced;276;-600;7600;20500;95;97;84;210;46;17;2;1;0;0;0;0
43;AAnus Etroit;269;-150;10900;30200;93;92;84;200;42;25;2;0;0;0;0;0
