rank;playerName;expressoNb;profit;totalBuyin;totalJackpot;places1;places2;places3;totalX2;totalX4;totalX6;totalX10;totalX20;totalX50;totalX200;totalX1000;totalX10000
1;itsfree;1087;300;108700;301400;393;379;315;815;179;83;6;3;1;0;0;0
3;GuideAA;998;-2800;99800;268800;349;360;289;757;166;65;8;2;0;0;0;0
4;raar91;686;5000;68600;183800;266;219;201;516;120;46;3;1;0;0;0;0
5;MAMARAZZI;628;-600;62800;164000;239;212;177;493;98;32;3;2;0;0;0;0
6;RagazzaBella;502;-5400;50200;136200;148;121;233;373;89;35;5;0;0;0;0;0
8;gibonFRUITE;414;-4200;41400;110400;145;134;135;315;66;30;3;0;0;0;0;0
9;1FlipMore;381;-1900;38100;101200;135;121;125;289;61;30;1;0;0;0;0;0
10;stephou89;368;-2600;36800;96200;121;116;131;287;51;29;1;0;0;0;0;0
12;djfinck;289;-4100;28900;77800;90;104;95;222;45;19;2;1;0;0;0;0
13;letsgamboule;271;-2100;27100;71800;102;93;76;209;45;15;1;1;0;0;0;0
14;Gini2a;243;-5300;24300;64400;73;95;75;186;37;19;1;0;0;0;0;0
15;I YouPi I;241;-2100;24100;62600;84;77;80;187;40;12;2;0;0;0;0;0
16;siddd;239;700;23900;63000;95;71;73;188;33;17;0;1;0;0;0;0
17;Biquettesick;235;1300;23500;61000;87;79;69;178;44;13;0;0;0;0;0;0
18;losbramaires;204;2200;20400;57000;73;70;61;144;43;15;2;0;0;0;0;0
19;sunny_flower;194;-4200;19400;53600;57;71;66;142;34;16;2;0;0;0;0;0
20;O0IIIIII0O;184;-1600;18400;48800;64;64;56;138;34;11;1;0;0;0;0;0
21;ASDECOEUR23;182;-3000;18200;45600;55;47;80;146;28;7;1;0;0;0;0;0
23;JeanLuc123;178;-1400;17800;46400;71;66;41;137;30;10;1;0;0;0;0;0
24;adopteunbet;170;-600;17000;43200;59;64;47;136;26;6;2;0;0;0;0;0
25;LickMyEvChip;161;-1100;16100;44600;53;59;49;114;34;12;1;0;0;0;0;0
26;Xbet;157;100;15700;41800;56;60;41;120;26;9;2;0;0;0;0;0
27;Marcel45;154;-1600;15400;41600;51;64;39;111;34;8;1;0;0;0;0;0
28;1goal1dream;133;-2300;13300;40800;41;48;44;96;21;12;2;2;0;0;0;0
29;royale47;133;-500;13300;35800;48;44;41;97;28;7;1;0;0;0;0;0
30;Thx Teerak;131;-700;13100;33000;46;54;31;103;22;6;0;0;0;0;0;0
31;add59;129;-700;12900;35000;42;32;55;95;24;9;1;0;0;0;0;0
32;proscoo;127;1100;12700;34200;52;37;38;95;20;12;0;0;0;0;0;0
34;Tire-fesses;118;-400;11800;31400;42;41;35;91;15;12;0;0;0;0;0;0
35;paye cafard;117;-4500;11700;33600;33;48;36;85;17;13;2;0;0;0;0;0
36;stephenlala;112;200;11200;30600;42;34;36;81;23;7;1;0;0;0;0;0
37;MalcatAAnho1;112;1000;11200;52800;36;35;41;74;27;7;3;0;0;1;0;0
38;FB-NoahSport;110;-400;11000;35200;35;42;33;84;15;9;0;1;1;0;0;0
39;ManGoItsMe;106;200;10600;32600;35;40;31;70;21;12;3;0;0;0;0;0
