rank;playerName;expressoNb;profit;totalBuyin;totalJackpot;places1;places2;places3;totalX2;totalX4;totalX6;totalX10;totalX20;totalX50;totalX200;totalX1000;totalX10000
1;ChildCZ;2809;218475;70225;460550;1024;985;800;2156;462;167;18;4;0;0;1;1
2;MrTs222;2677;-1150;76350;201950;980;1049;648;2057;421;182;14;3;0;0;0;0
3;O0IIIIII0O;2125;-5900;61650;164150;742;747;636;1595;383;140;6;0;1;0;0;0
4;BetterCallMe;1886;-2225;64975;176900;672;610;604;1423;311;134;15;2;1;0;0;0
5;LEpasduppe;1645;1225;41225;110500;620;567;458;1249;264;122;8;2;0;0;0;0
6;Hey_Jude;1498;-3375;45825;121850;518;499;481;1161;238;90;6;1;2;0;0;0
7;Le Audrius;1381;-850;53550;143900;530;440;411;1079;188;104;8;1;1;0;0;0
8;cxin19871026;1185;-450;37800;104600;396;336;453;892;190;84;18;1;0;0;0;0
9;Bambino4;1132;2250;28300;75150;463;366;303;864;184;77;6;1;0;0;0;0
10;adopteunbet;1101;-150;55050;149200;409;373;319;854;158;74;13;1;1;0;0;0
11;BanFromPluto;1071;2025;29975;81400;414;381;276;814;174;74;4;5;0;0;0;0
12;Arthur4King;639;-25;15975;41800;256;207;176;494;99;43;3;0;0;0;0;0
13;-la dinde-;630;-1575;17975;46650;223;249;158;488;103;35;2;2;0;0;0;0
14;SharKKutier;625;-575;15675;40750;224;233;168;482;102;39;2;0;0;0;0;0
15;TIREX01;604;-2150;17700;47200;190;210;204;449;114;39;2;0;0;0;0;0
16;PokerAJ_2010;571;-725;17425;46500;199;199;173;441;88;37;4;1;0;0;0;0
17;antofourn;521;-1075;13025;34000;189;205;127;414;73;30;2;2;0;0;0;0
18;5massam5;519;-825;14625;39400;186;146;187;400;70;46;2;1;0;0;0;0
19;hachibalde;503;325;13175;35250;192;156;155;392;68;39;3;1;0;0;0;0
20;Diep21;449;-1425;11225;30200;146;161;142;334;79;34;2;0;0;0;0;0
21;gogepok37;429;475;10725;28800;156;142;131;324;69;33;3;0;0;0;0;0
22;AdAugusta;413;-1425;10325;27200;130;165;118;317;65;29;2;0;0;0;0;0
23;nounieu;412;100;20600;55400;145;135;132;311;66;32;3;0;0;0;0;0
24;cunbrejnaca;411;200;10300;28200;158;130;123;313;57;38;2;1;0;0;0;0
25;Abubekr;411;-75;10275;27700;139;161;111;310;67;30;4;0;0;0;0;0
26;omahalpha;393;-875;13475;35500;137;139;117;305;59;27;2;0;0;0;0;0
27;Archer90;392;-400;19600;56100;137;144;111;277;73;36;6;0;0;0;0;0
28;jetelamet13;376;150;11400;29800;143;103;130;293;54;27;2;0;0;0;0;0
