rank;playerName;expressoNb;profit;totalBuyin;totalJackpot;places1;places2;places3;totalX2;totalX4;totalX6;totalX10;totalX20;totalX50;totalX200;totalX1000;totalX10000
1;HfC_LoVeR;2834;-425;70925;191450;1045;987;802;2131;472;207;22;2;0;0;0;0
2;Hey_Jude;2363;675;59075;161050;848;817;698;1768;398;169;26;2;0;0;0;0
3;ChildCZ;1734;1050;43350;118200;656;578;500;1295;283;141;14;1;0;0;0;0
4;BetterCallMe;1483;-1325;43625;116350;533;464;486;1145;229;94;12;2;1;0;0;0
5;seseeldiablo;1260;-2600;38700;102800;458;442;360;968;207;74;10;0;1;0;0;0
7;Nonassis;1123;-3825;28075;72850;366;469;288;875;174;68;6;0;0;0;0;0
8;O0IIIIII0O;962;11800;48100;186800;354;349;259;739;146;69;6;0;0;1;1;0
9;TopGunJTs;944;-650;23600;63700;353;303;288;706;158;74;6;0;0;0;0;0
10;gogepok37;508;2950;12700;38450;176;162;170;391;78;34;4;0;0;1;0;0
11;BanFromPluto;493;2125;12325;34750;203;154;136;360;86;46;0;0;1;0;0;0
12;virgil1911;491;-575;12325;33850;175;166;150;366;76;47;1;1;0;0;0;0
13;jetelamet13;461;-1525;12875;34700;148;125;188;344;83;32;1;1;0;0;0;0
14;Paire-severe;456;1000;12350;35900;163;195;98;332;78;38;5;3;0;0;0;0
15;NadineRomano;432;-525;14725;40350;149;157;126;324;72;32;2;2;0;0;0;0
16;gambasse;425;-375;11125;28950;154;141;130;330;67;26;2;0;0;0;0;0
17;karim le bg;423;1775;10575;28750;173;117;133;324;59;36;3;1;0;0;0;0
18;cxin19871026;418;-1575;12325;33750;138;153;127;307;67;42;2;0;0;0;0;0
19;LordBendtner;375;-425;10275;26450;132;155;88;294;58;23;0;0;0;0;0;0
20;TOUFIK76;358;500;13500;37650;141;110;107;278;50;27;2;0;1;0;0;0
21;NOACH95;346;50;11900;32250;125;112;109;250;70;24;2;0;0;0;0;0
22;5massam5;341;-150;13150;35850;132;90;119;248;65;27;1;0;0;0;0;0
23;blo_ody;333;-800;9550;25950;120;112;101;257;44;28;2;2;0;0;0;0
25;lazgirouette;315;475;7875;21150;124;98;93;239;46;29;1;0;0;0;0;0
26;_Saudade_;314;-1350;7850;21300;100;127;87;230;56;28;0;0;0;0;0;0
27;adopteunbet;303;-1150;15150;38600;113;109;81;246;37;17;3;0;0;0;0;0
28;Gini2a;294;-1250;9550;25100;102;116;76;224;48;20;2;0;0;0;0;0
29;titouan888;289;-1350;12750;33350;96;86;107;224;51;11;3;0;0;0;0;0
30;Diep21;286;500;7150;19550;120;85;81;215;44;26;0;1;0;0;0;0
31;ALaRetraite;284;-325;13875;37150;104;87;93;211;50;23;0;0;0;0;0;0
32;pepsifred;283;-1750;11150;27700;89;107;87;227;41;15;0;0;0;0;0;0
33;PaKaiKai;283;-950;14150;36800;107;97;79;225;39;15;4;0;0;0;0;0
34;alinou53;266;-3450;12600;33850;74;105;87;208;34;20;4;0;0;0;0;0
35;nounieu;266;925;12575;42900;98;93;75;204;39;22;0;0;0;1;0;0
36;troupineur;261;-425;6525;17300;95;67;99;200;45;12;4;0;0;0;0;0
37;MrSebou;259;-425;12575;34600;92;82;85;193;42;20;4;0;0;0;0;0
38;BurjAlArab;256;-750;7450;19250;80;88;88;207;32;14;3;0;0;0;0;0
39;Janikian;246;-700;11800;33300;86;77;83;186;40;15;3;2;0;0;0;0
40;lera 33;246;-325;9025;23650;87;78;81;191;38;16;1;0;0;0;0;0
41;LENNY2610;245;-1025;11425;30250;85;100;60;191;36;13;5;0;0;0;0;0
42;Time2call2;245;-500;6200;16450;83;91;71;187;40;16;2;0;0;0;0;0
43;alicia1204;241;-600;6100;16150;88;90;63;188;36;15;1;1;0;0;0;0
44;Ahura Dyke;233;-825;9375;25400;72;88;73;173;40;18;2;0;0;0;0;0
45;EtBoOoOm15;231;1000;6050;16100;95;71;65;178;35;17;1;0;0;0;0;0
46;PASCAL 1963;231;1050;6300;16950;100;72;59;173;45;11;1;1;0;0;0;0
47;Drachno;231;-625;6325;15800;88;79;64;188;27;16;0;0;0;0;0;0
48;LeBasilicain;229;2250;10150;36850;93;70;66;177;32;15;4;0;0;1;0;0
49;Tu_Te_Calm;228;-1750;10300;26400;74;97;57;179;32;16;1;0;0;0;0;0
50;windguru14;227;2800;8300;23400;104;50;73;170;32;20;5;0;0;0;0;0
51;gamraissa;226;250;6650;18150;89;72;65;165;45;14;2;0;0;0;0;0
52;Eden 62;218;-225;5475;14600;77;61;80;167;33;16;2;0;0;0;0;0
53;lhelicoptere;216;150;5400;15800;79;71;66;158;42;13;2;0;1;0;0;0
54;Rocam;213;-1050;8000;22850;61;76;76;160;31;19;1;2;0;0;0;0
55;royale47;211;-300;5400;14950;73;76;62;152;41;15;3;0;0;0;0;0
56;macssime;210;-2100;7150;19000;56;67;87;160;29;20;1;0;0;0;0;0
57;SCOFIELD0413;208;-450;6200;16050;73;71;64;162;31;15;0;0;0;0;0;0
58;Rohnino;206;1100;9100;25350;76;55;75;153;32;20;0;1;0;0;0;0
59;Tinitouns31;205;-175;5275;13050;81;64;60;173;22;8;2;0;0;0;0;0
60;Cocohen;203;-925;5075;14050;68;82;53;149;36;15;3;0;0;0;0;0
61;sdegriver;203;125;6375;16050;75;73;55;162;30;10;1;0;0;0;0;0
62;LoicACC;201;400;5050;13300;79;69;53;153;36;10;2;0;0;0;0;0
63;LEpasduppe;200;700;5000;14100;77;64;59;140;42;16;2;0;0;0;0;0
64;Akhym94;193;-450;8450;23650;64;67;62;141;34;17;0;1;0;0;0;0
65;kikerced;191;-1250;4850;12050;57;66;68;155;27;8;1;0;0;0;0;0
66;Iscandaar;188;-1650;6050;15550;56;68;64;148;27;10;3;0;0;0;0;0
67;zooooott;185;-250;4800;11850;66;58;61;153;22;9;1;0;0;0;0;0
68;isolab;185;-575;6975;19350;60;50;75;134;33;18;0;0;0;0;0;0
69;Arthur4King;185;275;4625;11800;81;54;50;144;31;10;0;0;0;0;0;0
70;marcopaolo;184;-775;5375;14050;61;54;69;142;26;15;1;0;0;0;0;0
71;IDEFIX38;184;-1025;6075;15550;64;59;61;146;26;11;1;0;0;0;0;0
72;AAnus Etroit;180;-550;7150;17750;67;53;60;147;25;8;0;0;0;0;0;0
73;leldorado;179;-800;5550;14100;57;51;71;149;15;13;2;0;0;0;0;0
74;HE VOILA;176;-500;4400;10950;66;47;63;145;21;9;1;0;0;0;0;0
75;unasmonfrere;175;-1350;8750;23400;56;67;52;128;35;12;0;0;0;0;0;0
76;Moreirense7;174;-150;5100;13800;63;54;57;135;22;15;2;0;0;0;0;0
77;wtangw;173;25;4375;11400;70;45;58;132;29;12;0;0;0;0;0;0
78;bedelias76;173;-1325;5025;12850;49;69;55;137;27;7;2;0;0;0;0;0
79;.FUNNYFISH.;170;300;4250;11000;68;56;46;131;28;11;0;0;0;0;0;0
