rank;playerName;expressoNb;profit;totalBuyin;totalJackpot;places1;places2;places3;totalX2;totalX4;totalX6;totalX10;totalX20;totalX50;totalX200;totalX1000;totalX10000
1;ChildCZ;2021;575;50525;141900;749;725;547;1530;331;137;20;1;1;1;0;0
2;Pgergo11;1917;-4375;47925;131200;661;719;537;1458;289;151;14;4;1;0;0;0
3;BetterCallMe;1708;20800;47850;152350;619;545;544;1318;250;128;8;3;0;0;1;0
4;monkey4242;1500;2350;44650;120350;576;392;532;1122;254;110;12;2;0;0;0;0
5;Bambino4;991;575;24775;69100;383;341;267;738;169;77;5;0;2;0;0;0
6;COR.Maniac;680;1000;17000;47150;255;235;190;501;112;61;5;1;0;0;0;0
7;SharKKutier;600;-1600;15050;40450;192;226;182;460;85;51;4;0;0;0;0;0
8;Don Curioso;512;1325;12825;34550;199;155;158;386;83;39;4;0;0;0;0;0
9;Lydezero;506;275;16625;44250;179;135;192;395;68;38;4;1;0;0;0;0
10;KhaleesiFTW;477;2150;19550;53100;195;165;117;352;83;36;6;0;0;0;0;0
11;jojolebedo;432;-650;14200;38000;151;139;142;330;71;27;4;0;0;0;0;0
12;HfC_LoVeR;425;-25;10825;28400;155;167;103;332;57;34;2;0;0;0;0;0
13;Woodshipper1;417;-75;10425;26550;165;150;102;329;64;23;1;0;0;0;0;0
14;PouRiToSs67;407;18525;12025;56200;140;129;138;317;67;19;2;1;0;0;1;0
15;megapitch;405;-800;11500;32250;143;141;121;292;79;29;5;0;0;0;0;0
16;Trafinoglu;374;-750;9350;23250;131;128;115;304;53;15;2;0;0;0;0;0
17;piz55;367;-250;9300;24400;137;125;105;288;54;22;2;1;0;0;0;0
18;-Elu-;346;-925;9275;24750;118;121;107;266;54;23;3;0;0;0;0;0
19;LeBasilicain;345;-100;10400;28750;123;106;116;252;58;34;1;0;0;0;0;0
20;AskickerAs09;344;-1700;11300;29450;112;136;96;263;58;22;1;0;0;0;0;0
21;LENNY2610;341;-2975;15725;41800;108;125;108;265;44;30;2;0;0;0;0;0
22;gogepok37;337;725;8425;22000;139;97;101;258;59;18;2;0;0;0;0;0
23;unasmonfrere;320;-2400;16000;40400;108;139;73;256;46;17;1;0;0;0;0;0
24;lescure4ever;307;325;7675;20800;121;105;81;233;52;18;3;1;0;0;0;0
25;AndriusP7;305;-2100;13650;34950;110;117;78;234;58;12;1;0;0;0;0;0
26;alex38om;297;-525;7425;19250;107;94;96;232;42;23;0;0;0;0;0;0
27;JustBlackCat;296;-50;7450;21250;100;93;103;222;45;27;1;0;1;0;0;0
28;raunopehka;292;-1600;7300;18350;96;82;114;235;39;18;0;0;0;0;0;0
29;BoardGGeek;290;-525;9575;24700;109;92;89;234;41;12;2;1;0;0;0;0
30;Pink_Devil;283;-725;7075;19850;97;109;77;203;56;19;5;0;0;0;0;0
31;Diep21;282;-700;7050;19300;98;99;85;215;43;20;3;1;0;0;0;0
32;Blind_fold;280;-1275;9125;23450;94;117;69;217;45;17;1;0;0;0;0;0
33;BAbaBAbaBA.;278;-475;9875;26100;99;73;106;212;45;20;1;0;0;0;0;0
34;Aoninenk;275;-300;7000;19800;93;87;95;204;49;15;6;1;0;0;0;0
35;freddoc70;271;275;9875;25050;108;72;91;209;47;15;0;0;0;0;0;0
36;paschaa0087;266;900;6650;17750;110;94;62;209;36;18;2;1;0;0;0;0
37;Le Audrius;264;-2150;12800;35200;86;96;82;196;46;20;1;1;0;0;0;0
38;Tigrouwood1;263;-1150;6650;17250;84;101;78;202;46;14;1;0;0;0;0;0
39;romanom37;262;-900;11750;31400;82;101;79;197;45;19;1;0;0;0;0;0
40;7lucky7;261;-150;6600;23950;85;90;86;189;45;19;6;1;0;1;0;0
41;4betspew;260;500;9650;25250;103;78;79;201;40;16;3;0;0;0;0;0
42;SAM-SOUL888;251;-25;6275;18050;91;109;51;180;45;22;3;1;0;0;0;0
43;Luckyman14;250;-350;6650;18300;84;73;93;180;49;18;3;0;0;0;0;0
44;jayjay34990;249;75;7725;20050;83;77;89;194;40;13;2;0;0;0;0;0
45;LucAS nOOb;245;-75;7325;18150;91;88;66;193;42;10;0;0;0;0;0;0
46;Size7;243;600;7300;20300;93;61;89;180;39;21;3;0;0;0;0;0
47;Akhym94;232;-50;9000;24850;82;83;67;173;35;21;3;0;0;0;0;0
48;Arthur4King;230;-100;5750;14950;85;91;54;182;34;13;0;1;0;0;0;0
49;Montana26;230;1825;10725;30150;98;55;77;155;55;19;1;0;0;0;0;0
50;01sharky01;229;-125;5725;15050;90;71;68;168;50;11;0;0;0;0;0;0
51;-LuCh0-;226;-1000;9050;23250;76;75;75;177;34;13;2;0;0;0;0;0
52;Chatoune95;225;-525;6375;16750;80;88;57;173;33;19;0;0;0;0;0;0
53;TRACTIONCAR;224;-100;5600;15250;83;69;72;170;33;18;3;0;0;0;0;0
54;jtetank;219;-525;5575;14000;80;71;68;179;28;10;2;0;0;0;0;0
