rank;playerName;expressoNb;profit;totalBuyin;totalJackpot;places1;places2;places3;totalX2;totalX4;totalX6;totalX10;totalX20;totalX50;totalX200;totalX1000;totalX10000
1;Expresso_GTO;1124;-800;112400;306400;414;371;339;860;167;86;9;1;1;0;0;0
2;MAMARAZZI;1033;-9700;103300;271000;351;403;279;796;168;61;8;0;0;0;0;0
3;Biquettesick;727;-6100;72700;192000;258;225;244;563;105;54;5;0;0;0;0;0
4;RagazzaBella;584;-10600;58400;157600;176;157;251;446;87;46;4;1;0;0;0;0
5;LENNY2610;562;-7800;56200;148800;190;206;166;437;83;37;4;1;0;0;0;0
7;Jan Pier Lag;415;-6900;41500;105800;136;162;117;323;72;19;1;0;0;0;0;0
8;_s4_;365;-700;36500;101200;124;122;119;270;62;29;3;1;0;0;0;0
9;raar91;326;-1400;32600;89800;113;117;96;251;53;19;2;0;1;0;0;0
10;itsfree;305;-4700;30500;82200;109;108;88;233;44;25;3;0;0;0;0;0
11;LickMyEvChip;284;800;28400;74400;111;91;82;218;46;19;1;0;0;0;0;0
12;ChibreAcier7;175;100;17500;47000;62;68;45;129;32;14;0;0;0;0;0;0
13;betwin84;169;1700;16900;45400;64;48;57;131;27;9;1;1;0;0;0;0
14;Excaliburne.;161;-2500;16100;45000;54;48;59;120;24;14;3;0;0;0;0;0
15;GuideAA;159;-1500;15900;44400;51;52;56;119;26;12;1;1;0;0;0;0
16;benj87;157;-1700;15700;40400;59;44;54;124;25;6;2;0;0;0;0;0
17;proscoo;154;-2200;15400;41200;55;54;45;117;26;9;2;0;0;0;0;0
18;2J13;153;-3500;15300;40600;46;59;48;113;30;10;0;0;0;0;0;0
19;monkey4242;139;3100;13900;39800;56;34;49;101;22;13;3;0;0;0;0;0
20;ManGoItsMe;139;500;13900;36600;52;45;42;109;20;8;2;0;0;0;0;0
21;PaKaiKai;136;-1000;13600;36400;46;56;34;104;18;14;0;0;0;0;0;0
22;TheToilet2b;124;14000;12400;137400;48;33;43;86;23;10;3;1;0;0;1;0
23;1goal1dream;124;600;12400;32400;50;43;31;95;22;6;1;0;0;0;0;0
24;-HOMER-;123;300;12300;32600;46;28;49;95;18;9;1;0;0;0;0;0
25;Crunch56;115;-1300;11500;30200;41;38;36;89;16;10;0;0;0;0;0;0
29;Entramis sim;105;-100;10500;30000;39;22;44;75;22;7;0;1;0;0;0;0
30;MIAOUUUUUUUU;103;-1500;10300;28600;35;30;38;74;18;11;0;0;0;0;0;0
32;Julien4731;102;-1000;10200;27200;33;35;34;78;16;7;1;0;0;0;0;0
33;shakalaka;98;2600;9800;27400;45;25;28;71;17;9;1;0;0;0;0;0
34;Malhabah;96;-2800;9600;24800;25;31;40;76;14;5;1;0;0;0;0;0
35;Thx Teerak;96;-200;9600;26200;31;38;27;68;21;7;0;0;0;0;0;0
36;doudz93;95;500;9500;26000;41;25;29;70;15;10;0;0;0;0;0;0
37;lol_Sverev;92;1600;9200;29000;33;26;33;63;13;12;4;0;0;0;0;0
38;gambasse;92;-1200;9200;23400;29;29;34;71;17;4;0;0;0;0;0;0
