rank;playerName;expressoNb;profit;totalBuyin;totalJackpot;places1;places2;places3;totalX2;totalX4;totalX6;totalX10;totalX20;totalX50;totalX200;totalX1000;totalX10000
2;1goal1dream;1211;-13300;121100;317600;404;438;369;930;199;75;7;0;0;0;0;0
3;I YouPi I;1107;-3500;110700;295600;389;366;352;848;179;74;5;0;1;0;0;0
4;proscoo;760;-2400;76000;210000;263;277;220;570;132;52;3;2;1;0;0;0
5;itsfree;703;-7300;70300;193600;238;271;194;537;106;53;5;1;1;0;0;0
8;Biquettesick;388;1400;38800;106800;147;129;112;292;52;41;3;0;0;0;0;0
10;MezuuUuuT;334;-2400;33400;86000;115;116;103;267;44;20;3;0;0;0;0;0
11;Tire-fesses;314;-2600;31400;83200;104;122;88;244;51;15;3;1;0;0;0;0
12;RagazzaBella;306;-1400;30600;82400;109;75;122;230;54;18;4;0;0;0;0;0
13;stephou89;287;-1900;28700;79600;98;75;114;208;51;26;2;0;0;0;0;0
14;OthelloG;277;-2500;27700;68600;103;100;74;227;34;16;0;0;0;0;0;0
15;djfinck;273;2500;27300;72000;107;81;85;215;37;17;4;0;0;0;0;0
16;Malhabah;247;-3900;24700;70400;75;54;118;183;47;15;1;0;1;0;0;0
17;raar91;241;-500;24100;63200;87;74;80;187;35;18;1;0;0;0;0;0
18;moringoo;229;-1700;22900;66000;75;63;91;169;32;24;3;1;0;0;0;0
19;tong26;215;-3500;21500;56200;69;57;89;167;32;15;1;0;0;0;0;0
20;TheKidStu;213;-900;21300;54800;80;40;93;166;33;14;0;0;0;0;0;0
21;gazamiseh;207;3500;20700;58800;71;63;73;157;29;18;1;2;0;0;0;0
22;Gini2a;202;-1200;20200;55800;73;80;49;145;39;17;1;0;0;0;0;0
23;G4NG B4NG;202;-3400;20200;53000;66;69;67;156;31;14;1;0;0;0;0;0
24;Mainna;198;1400;19800;49200;85;55;58;158;32;8;0;0;0;0;0;0
26;Mesja33;182;-1600;18200;47800;65;55;62;144;23;13;2;0;0;0;0;0
27;letsgamboule;176;-2200;17600;47800;60;63;53;137;22;16;0;1;0;0;0;0
28;MAMARAZZI;174;-5800;17400;42400;49;84;41;143;24;7;0;0;0;0;0;0
29;-Level99;172;-4200;17200;46200;45;72;55;125;35;12;0;0;0;0;0;0
30;ASDECOEUR23;170;-400;17000;42600;64;50;56;138;21;11;0;0;0;0;0;0
32;jenpeusplus;165;-2900;16500;43400;52;44;69;128;24;12;1;0;0;0;0;0
33;Fuguu;153;-500;15300;41000;55;55;43;112;30;11;0;0;0;0;0;0
34;ManGoItsMe;153;-1100;15300;39800;54;59;40;114;32;7;0;0;0;0;0;0
35;Calma;151;700;15100;42000;57;39;55;106;33;11;1;0;0;0;0;0
36;Merci_River;150;-600;15000;41600;52;47;51;111;24;13;2;0;0;0;0;0
37;PAN PAN QQ;140;-1800;14000;36000;51;44;45;113;18;7;2;0;0;0;0;0
38;sunny_flower;138;-2200;13800;34000;49;49;40;113;18;7;0;0;0;0;0;0
39;_s4_;134;-1600;13400;35800;45;51;38;105;17;10;2;0;0;0;0;0
40;EN_VACANCES;132;800;13200;38200;42;50;40;95;19;16;2;0;0;0;0;0
41;Julien4731;129;-3300;12900;34800;38;42;49;97;23;7;2;0;0;0;0;0
42;castorseb;127;500;12700;36200;49;41;37;91;20;15;1;0;0;0;0;0
43;MapyPorrins;116;-400;11600;31000;44;43;29;85;23;8;0;0;0;0;0;0
44;iceberg11;115;-1300;11500;26600;45;32;38;100;12;3;0;0;0;0;0;0
45;Mariutz;114;2000;11400;33800;41;32;41;89;17;7;0;0;1;0;0;0
46;asterix;105;-2700;10500;27600;32;33;40;80;17;8;0;0;0;0;0;0
47;Picciotto;105;3100;10500;28200;47;30;28;81;12;12;0;0;0;0;0;0
