rank;playerName;expressoNb;profit;totalBuyin;totalJackpot;places1;places2;places3;totalX2;totalX4;totalX6;totalX10;totalX20;totalX50;totalX200;totalX1000;totalX10000
1;BetterCallMe;2395;-1850;61350;164050;883;706;806;1817;396;165;13;4;0;0;0;0
2;ChildCZ;1412;-1500;35300;97400;480;494;438;1072;218;105;12;4;1;0;0;0
3;Mepslol;1243;175;31075;86250;460;475;308;937;194;95;11;6;0;0;0;0
6;lkjhgfd1;948;100;23700;63900;349;286;313;714;154;72;8;0;0;0;0;0
7;Runitdeeuux;925;-2050;24250;64000;319;351;255;726;124;64;10;1;0;0;0;0
8;brekeke;602;-1250;15050;40900;217;199;186;466;86;45;4;0;1;0;0;0
9;grossseD1nde;584;-1550;17100;45800;199;229;156;447;91;40;6;0;0;0;0;0
10;jetelamet13;539;-1875;20775;55450;187;172;180;411;81;43;3;1;0;0;0;0
11;alicia1204;510;-150;13400;36800;179;168;163;386;78;41;4;1;0;0;0;0
12;james2702;504;-1800;18750;50750;171;168;165;379;81;41;2;1;0;0;0;0
13;BEBINO;496;-1950;12500;33300;171;160;165;387;72;30;6;1;0;0;0;0
14;BurjAlArab;474;-1300;12900;40100;157;170;147;371;64;33;4;0;1;1;0;0
16;Le Audrius;471;-725;11775;31500;169;163;139;348;87;36;0;0;0;0;0;0
17;joffbzh;445;50;12750;36700;150;164;131;337;70;32;3;1;2;0;0;0
18;lazgirouette;423;525;10875;29150;162;118;143;323;68;28;3;1;0;0;0;0
19;RagazzaBella;421;-2275;15625;41300;133;106;182;330;53;34;2;2;0;0;0;0
20;TheoWach;418;-2600;11450;29350;130;134;154;329;62;25;2;0;0;0;0;0
21;x_lucky_91;399;0;19500;50550;159;144;96;316;59;22;1;1;0;0;0;0
23;SAMSHAGIRL;392;-825;10825;29300;146;125;121;286;78;25;3;0;0;0;0;0
25;KKickUrAAss;380;625;9525;25300;160;134;86;287;67;23;3;0;0;0;0;0
26;Romsky44;376;-200;10150;27500;130;118;128;286;54;32;3;1;0;0;0;0
27;Reko;375;200;10150;26600;138;138;99;297;47;28;2;1;0;0;0;0
28;LoicACC;355;1025;9875;25950;139;118;98;277;56;18;3;1;0;0;0;0
29;9pressure9;342;0;8550;24700;120;120;102;238;74;26;2;2;0;0;0;0
30;lecorf;331;400;9700;26600;121;114;96;252;47;28;4;0;0;0;0;0
31;thebestofwin;322;-600;8500;22350;112;102;108;247;47;27;1;0;0;0;0;0
32;Mauxbydick;322;450;8200;22750;123;98;101;233;58;29;2;0;0;0;0;0
33;thebutcher38;321;200;10450;29300;108;98;115;233;58;25;5;0;0;0;0;0
34;paschaa0087;318;-525;7975;20750;115;136;67;242;58;17;1;0;0;0;0;0
36;KhaleesiFTW;292;50;7900;21500;113;83;96;221;44;25;2;0;0;0;0;0
38;Size7;287;-450;14050;36800;105;98;84;227;36;21;3;0;0;0;0;0
40;milla69;273;-750;7150;19900;93;83;97;201;50;19;2;1;0;0;0;0
42;J2li3n;265;-800;6750;19150;88;89;88;195;41;26;2;1;0;0;0;0
43;Negreanuts;264;-1000;9850;25700;98;95;71;201;47;16;0;0;0;0;0;0
44;TKOMEC;263;1625;8325;22050;111;68;84;200;41;20;2;0;0;0;0;0
45;deub62;252;-550;6300;16850;91;78;83;195;35;19;3;0;0;0;0;0
46;Petonbet;246;100;12300;32500;96;87;63;189;39;16;2;0;0;0;0;0
47;ToutDevant;243;350;6400;17450;90;93;60;180;39;22;2;0;0;0;0;0
48;pium;242;-1675;8075;20500;73;93;76;191;38;11;2;0;0;0;0;0
49;Ramen LEBIFF;238;-1925;7425;20200;65;95;78;181;36;19;2;0;0;0;0;0
50;0-premHope-0;230;725;6975;20500;86;57;87;161;41;25;2;1;0;0;0;0
51;simba84;224;-625;5875;15400;78;80;66;172;36;15;1;0;0;0;0;0
53;troupineur;222;-950;5600;14700;73;64;85;169;40;12;1;0;0;0;0;0
55;oumi26;217;250;7100;19900;78;90;49;156;39;17;5;0;0;0;0;0
56;Meed57;217;575;7975;21600;87;67;63;166;34;13;3;1;0;0;0;0
57;iaia;216;-500;6050;16700;78;67;71;159;37;18;2;0;0;0;0;0
58;Gold-Hand;215;-550;5500;14250;78;71;66;166;36;12;1;0;0;0;0;0
59;ghjuvanni13;215;-1050;8200;22350;71;78;66;161;36;14;4;0;0;0;0;0
60;alinou53;209;-1425;5625;14300;67;61;81;167;29;12;1;0;0;0;0;0
61;castorseb;207;-125;9775;25000;81;72;54;165;32;8;2;0;0;0;0;0
62;El Fideo;207;275;5225;14000;78;68;61;152;39;16;0;0;0;0;0;0
64;Pika_Pikachu;190;175;5925;15650;74;62;54;147;27;12;4;0;0;0;0;0
65;sara6373;189;-600;5100;12850;68;72;49;145;35;9;0;0;0;0;0;0
66;Moukdi57;189;-400;4900;12900;72;48;69;147;30;11;0;1;0;0;0;0
67;Call-me-bou;182;850;4950;13650;76;45;61;136;27;16;3;0;0;0;0;0
68;makarov14071;181;-2050;5450;13600;49;73;59;141;32;8;0;0;0;0;0;0
69;LeBasilicain;181;-1975;7825;22250;56;62;63;133;33;13;1;1;0;0;0;0
70;the ien;179;-450;5650;15600;54;64;61;128;33;17;1;0;0;0;0;0
71;bzhy38;177;125;5425;14300;66;52;59;139;25;11;2;0;0;0;0;0
72;A-et-C;176;700;4400;11700;70;52;54;137;26;10;3;0;0;0;0;0
73;badboy67720x;175;-200;5750;15500;63;63;49;130;34;9;2;0;0;0;0;0
74;Babars42;174;-500;4450;12350;55;52;67;129;27;15;3;0;0;0;0;0
75;bellouin61;172;1200;7150;17450;78;41;53;142;23;7;0;0;0;0;0;0
76;TrappyJacob;171;-525;4275;11900;52;69;50;123;35;10;3;0;0;0;0;0
77;stephoux69;171;225;4325;16450;57;49;65;133;23;11;3;0;0;1;0;0
78;La Visseuse;168;-900;4200;11600;51;56;61;130;23;12;2;1;0;0;0;0
80;Grrrrre;167;-825;4175;10850;54;68;45;127;32;7;1;0;0;0;0;0
81;LAS-2_VegAAs;167;-525;6775;16850;59;54;54;139;17;10;1;0;0;0;0;0
82;moringoo;163;350;5700;17400;61;40;62;114;33;12;2;2;0;0;0;0
83;tarzan57430;162;-1200;6550;17100;51;55;56;120;31;10;1;0;0;0;0;0
84;AAnus Etroit;162;-550;5500;14750;58;62;42;118;32;11;1;0;0;0;0;0
85;Riomaxime;161;4375;5075;18600;57;53;51;131;23;5;0;0;1;1;0;0
86;WoiHeenott;159;175;3975;11350;57;48;54;105;40;14;0;0;0;0;0;0
87;Klaks;159;0;4200;10900;65;43;51;122;26;11;0;0;0;0;0;0
89;leblond55;157;-475;4925;12550;55;48;54;125;20;12;0;0;0;0;0;0
90;badbeatland.;157;8125;6475;26900;62;47;48;116;29;10;1;0;0;1;0;0
92;chouchoufou;155;-150;3900;10850;57;49;49;112;25;18;0;0;0;0;0;0
94;nithab;154;-525;4525;11800;50;48;56;121;25;7;1;0;0;0;0;0
95;Regcarp;153;0;3900;10200;59;39;55;114;30;9;0;0;0;0;0;0
96;titus2223;150;-600;3750;9600;51;43;56;116;26;8;0;0;0;0;0;0
98;Teokoles;149;200;4950;14000;50;48;51;106;34;7;1;1;0;0;0;0
99;Percepteur58;148;-300;3850;10200;51;51;46;116;18;12;2;0;0;0;0;0
100;Djiidane23;147;-75;4675;12150;57;46;44;117;19;11;0;0;0;0;0;0
101;Petit doume;146;-75;4325;12450;50;27;69;99;33;13;1;0;0;0;0;0
102;losbramaires;145;-725;4275;11400;44;62;39;108;27;10;0;0;0;0;0;0
103;djepokertour;144;75;5125;13850;57;57;30;115;15;12;1;1;0;0;0;0
104;huchh57;144;-750;5850;15150;48;50;46;115;19;10;0;0;0;0;0;0
106;turn62200;143;-1500;4800;12100;45;41;57;114;19;10;0;0;0;0;0;0
107;Barbitouf25;143;-125;3575;9350;54;43;46;113;18;11;1;0;0;0;0;0
109;Balrhog;141;-200;4700;13350;50;39;52;103;25;12;0;1;0;0;0;0
110;psykopatien8;140;-225;3825;9650;54;38;48;110;22;8;0;0;0;0;0;0
111;Our New Home;140;150;3500;8850;58;52;30;113;21;4;2;0;0;0;0;0
113;Pelele64;137;-200;3450;8800;51;43;43;106;26;4;1;0;0;0;0;0
114;Anaislea;137;-1175;3525;9400;35;37;65;104;19;14;0;0;0;0;0;0
115;romainrn;136;-1050;5000;13050;34;45;57;102;25;8;1;0;0;0;0;0
116;Duffyshon;135;175;3375;8450;56;45;34;108;20;7;0;0;0;0;0;0
117;odc24;134;450;6150;16150;57;41;36;107;17;8;2;0;0;0;0;0
118;SanRenSei;134;-650;4400;11950;45;52;37;101;23;9;1;0;0;0;0;0
119;tildkika;134;1025;3675;10100;60;30;44;99;26;7;1;1;0;0;0;0
120;WERZOU;134;-1675;4975;13500;37;35;62;97;27;9;1;0;0;0;0;0
121;FUFU13;134;350;3350;9250;54;34;46;99;25;7;3;0;0;0;0;0
122;bruns1987;133;-1075;4175;10800;37;34;62;107;14;11;1;0;0;0;0;0
123;Doug21;133;250;3750;10100;50;32;51;101;21;9;2;0;0;0;0;0
124;Patrun50;133;400;4200;11950;50;40;43;93;29;8;3;0;0;0;0;0
125;Tximista2701;132;675;3975;10950;51;49;32;111;15;4;1;0;1;0;0;0
126;QuEEnBee;131;-225;4825;12700;50;45;36;101;21;8;0;1;0;0;0;0
127;Manu_3P;131;-175;3925;11800;47;45;39;98;22;8;2;0;1;0;0;0
128;Bourzin69;131;250;3350;10450;46;43;42;94;26;8;2;0;1;0;0;0
129;arouaaroua;130;350;3250;8800;49;46;35;94;28;7;1;0;0;0;0;0
130;mapalex;129;300;3600;9300;55;45;29;99;23;6;1;0;0;0;0;0
131;FISH&CHEAP7;129;100;3450;9150;50;34;45;99;18;11;1;0;0;0;0;0
132;bishop74270;128;350;3200;9050;51;40;37;93;19;15;1;0;0;0;0;0
133;tekel26290;128;-575;5025;13600;38;52;38;97;21;8;1;1;0;0;0;0
134;Jude.;127;-925;3275;8400;39;56;32;101;18;8;0;0;0;0;0;0
135;MangeKK;127;-1025;4625;11150;43;39;45;107;14;6;0;0;0;0;0;0
136;warzog13;127;-225;3175;8650;43;31;53;93;22;12;0;0;0;0;0;0
137;bejo13;125;-575;4425;11550;44;38;43;101;19;4;0;1;0;0;0;0
138;DocRivers;124;-575;4025;10900;40;33;51;87;32;5;0;0;0;0;0;0
139;Touchdown67.;123;800;5250;13950;54;40;29;95;18;9;1;0;0;0;0;0
140;Bluff-41;122;-625;4675;12300;39;44;39;92;18;11;1;0;0;0;0;0
141;Lapiche;122;-700;3050;8100;34;46;42;96;16;8;2;0;0;0;0;0
144;scarfacefull;120;-100;3500;10050;42;38;40;81;28;9;2;0;0;0;0;0
145;Nikoulai01;120;-400;4000;11550;42;33;45;85;24;10;1;0;0;0;0;0
146;XxvegAAsxX;120;-800;3500;9050;33;38;49;93;17;10;0;0;0;0;0;0
147;myriamstz;120;100;3500;9150;40;31;49;94;18;8;0;0;0;0;0;0
148;tub55;120;-325;4225;11050;41;31;48;93;18;7;2;0;0;0;0;0
149;Kristaps;119;-150;3000;8200;40;48;31;90;18;10;1;0;0;0;0;0
150;pippavuvuz;119;-300;5900;16450;39;24;56;86;19;14;0;0;0;0;0;0
151;RollerTricks;119;-350;3550;9150;39;51;29;91;20;8;0;0;0;0;0;0
152;Hello-Kitty1;118;-175;3725;10150;39;40;39;90;18;9;1;0;0;0;0;0
153;kitkekoute;118;100;2950;7650;44;34;40;93;15;10;0;0;0;0;0;0
154;cabadyjor;118;-125;3475;9450;44;31;43;89;17;11;1;0;0;0;0;0
155;capone73000;117;-450;3200;8150;42;35;40;91;21;5;0;0;0;0;0;0
156;bastoun37;117;-850;3100;7750;35;43;39;93;18;6;0;0;0;0;0;0
157;Lastlife;117;200;2950;7650;48;36;33;89;21;7;0;0;0;0;0;0
158;jijidu6203;117;-500;3900;10500;36;34;47;90;18;8;1;0;0;0;0;0
159;Ichbintapis;117;75;2925;7900;46;34;37;89;19;7;2;0;0;0;0;0
160;Lila52;117;50;3000;8250;40;41;36;86;24;6;1;0;0;0;0;0
161;SEB1427;117;-575;2925;8300;36;33;48;98;11;7;0;0;1;0;0;0
162;Bangaloo;116;-875;2975;7600;33;53;30;91;19;5;1;0;0;0;0;0
163;AiiAAKKPIPI;116;-200;2900;8150;33;38;45;85;22;8;0;1;0;0;0;0
164;DZ-POWER;115;25;3925;10750;45;34;36;95;13;6;0;0;1;0;0;0
165;claire1981;115;-50;2900;7950;47;40;28;86;17;11;1;0;0;0;0;0
166;adelibette;115;-1050;3700;9600;37;32;46;89;20;5;1;0;0;0;0;0
167;MorX13;115;-925;4975;13400;35;40;40;87;15;12;1;0;0;0;0;0
168;Calma;115;-275;4225;11650;42;37;36;87;17;9;2;0;0;0;0;0
169;Ahiko;114;400;2850;8100;47;40;27;81;22;9;2;0;0;0;0;0
171;titcho13;113;-1300;3250;8050;31;56;26;92;17;4;0;0;0;0;0;0
172;Noexcuses;113;-625;3175;8500;36;48;29;82;21;10;0;0;0;0;0;0
173;2fast4u83;112;-1050;4050;10750;34;45;33;88;14;9;1;0;0;0;0;0
174;Akhym94;112;1600;4450;11850;50;36;26;80;29;2;1;0;0;0;0;0
175;papier fesse;111;675;2925;8200;44;39;28;74;31;6;0;0;0;0;0;0
177;.FUNNYFISH.;111;175;2775;7900;42;34;35;76;23;12;0;0;0;0;0;0
178;FeLiNFer-AS;110;675;3325;10000;46;32;32;83;19;6;0;2;0;0;0;0
179;Plakeslke;109;750;5350;14800;43;37;29;81;17;10;1;0;0;0;0;0
180;Slappyb0y;108;-850;4350;10950;34;38;36;86;16;5;1;0;0;0;0;0
181;Renatojunior;108;0;2700;7200;38;29;41;82;18;7;1;0;0;0;0;0
183;Benmc24;108;-700;3750;9800;35;38;35;82;20;4;2;0;0;0;0;0
184;3l3mEnt118;107;-275;2675;7200;38;30;39;79;19;9;0;0;0;0;0;0
185;cyr25000;107;-725;3625;10500;32;32;43;74;22;9;2;0;0;0;0;0
187;Labrabus;107;-1425;4575;11850;31;35;41;80;21;6;0;0;0;0;0;0
188;maximoff84;107;-375;2675;7400;31;39;37;84;14;7;1;1;0;0;0;0
189;Jerry75015;107;-150;2900;8050;39;42;26;83;14;8;2;0;0;0;0;0
190;KKmoumaloQQ;106;-425;2975;7650;35;31;40;83;15;8;0;0;0;0;0;0
191;FrifelinZer;106;200;2650;7550;38;24;44;74;23;7;2;0;0;0;0;0
192;INPKR;105;1875;4375;14700;44;24;37;81;16;5;1;1;1;0;0;0
193;mancity444;105;500;3250;9150;41;38;26;75;19;9;2;0;0;0;0;0
194;Mr Shuky;105;-375;2975;7900;36;42;27;80;18;6;1;0;0;0;0;0
195;Djoules59;104;-750;2850;7950;31;41;32;79;17;7;1;0;0;0;0;0
196;caribou74;104;475;4625;11750;42;31;31;78;22;4;0;0;0;0;0;0
197;crous06;103;575;3425;9200;43;27;33;76;17;10;0;0;0;0;0;0
198;Easy.X;103;-650;4300;12050;34;35;34;76;13;14;0;0;0;0;0;0
199;Babs1981;101;-25;3975;10550;34;21;46;77;14;8;2;0;0;0;0;0
201;PAN PAN QQ;101;-525;3575;9350;30;34;37;74;20;7;0;0;0;0;0;0
202;zoboualou;100;-350;2500;7050;31;41;28;68;23;9;0;0;0;0;0;0
