rank;playerName;expressoNb;profit;totalBuyin;totalJackpot;places1;places2;places3;totalX2;totalX4;totalX6;totalX10;totalX20;totalX50;totalX200;totalX1000;totalX10000
2;1goal1dream;1774;18200;44350;371250;618;600;556;1325;304;124;19;0;1;0;0;1
3;BetterCallMe;1441;-2625;36725;99700;499;479;463;1079;230;122;9;1;0;0;0;0
4;Faceplouc;1336;-400;61750;165350;486;410;440;1007;226;94;8;1;0;0;0;0
6;OhMyGambler;786;-1700;19650;52750;255;320;211;605;125;50;5;0;1;0;0;0
9;V1rOgn3;701;3275;25425;68750;266;222;213;523;125;49;4;0;0;0;0;0
10;unasmonfrere;686;-1025;33725;90900;249;242;195;514;114;54;4;0;0;0;0;0
11;alicia1204;575;25;17125;47150;202;201;172;425;97;49;3;1;0;0;0;0
12;CallMoiSnake;549;-1625;13725;38400;183;192;174;408;93;43;4;0;1;0;0;0
15;jojolebedo;478;-1375;13175;33500;164;150;164;383;61;34;0;0;0;0;0;0
16;SAMSHAGIRL;442;-475;12775;34200;154;148;140;337;68;32;4;1;0;0;0;0
18;TIREX01;369;-825;11775;31250;136;127;106;277;64;28;0;0;0;0;0;0
19;Tu_Te_Calm;369;-350;12050;32250;137;115;117;279;61;25;4;0;0;0;0;0
21;Orel127mx;341;125;9375;24600;126;120;95;259;57;24;1;0;0;0;0;0
22;jetelamet13;331;-1775;14475;39000;108;90;133;254;49;23;5;0;0;0;0;0
23;AndriusP7;331;600;9900;25800;135;121;75;260;51;17;2;1;0;0;0;0
24;MrTs222;328;475;8275;24650;118;125;85;231;60;33;3;0;1;0;0;0
25;padon14;325;800;8750;24450;120;113;92;238;48;36;3;0;0;0;0;0
29;Bimbe;307;-525;7775;21550;100;113;94;235;47;19;4;2;0;0;0;0
30;kikerced;307;475;10825;32700;107;92;108;212;50;39;5;1;0;0;0;0
31;figa2a;299;-825;9375;24800;99;103;97;232;40;26;1;0;0;0;0;0
32;Ramen LEBIFF;289;-800;8850;22600;99;100;90;233;35;19;2;0;0;0;0;0
33;Tinitouns31;284;1550;7350;20900;119;71;94;204;52;23;5;0;0;0;0;0
34;Aaanditsgone;271;350;13550;37400;98;95;78;200;55;13;1;2;0;0;0;0
35;groscochons;266;-750;7450;25200;76;90;100;197;47;20;1;0;0;1;0;0
36;AAnus Etroit;266;-800;10300;28000;95;92;79;198;47;20;1;0;0;0;0;0
37;IamHaku;262;29725;6575;267300;96;100;66;199;42;19;1;0;0;0;0;1
38;jerome83;257;-525;8975;23750;84;80;93;199;39;16;3;0;0;0;0;0
40;cryptocrome;253;-800;9500;24200;93;72;88;205;31;14;3;0;0;0;0;0
41;TheoWach;251;-1625;8175;22050;78;70;103;190;38;21;2;0;0;0;0;0
42;djepokertour;241;1475;9025;25550;101;87;53;179;36;23;2;0;1;0;0;0
43;BurjAlArab;237;-375;6625;19950;83;77;77;174;46;12;3;1;1;0;0;0
44;pablo8413;232;-375;6375;16050;86;71;75;184;35;12;1;0;0;0;0;0
45;tec9;230;1100;11500;30300;98;67;65;172;43;15;0;0;0;0;0;0
46;KhaleesiFTW;228;-2325;8275;21350;76;97;55;181;34;11;2;0;0;0;0;0
49;LeBasilicain;224;775;7875;21300;85;68;71;171;31;21;0;1;0;0;0;0
50;marzo_45;221;25;6575;17850;85;65;71;163;36;21;1;0;0;0;0;0
51;LordBendtner;216;50;5450;14400;77;82;57;162;39;15;0;0;0;0;0;0
52;A-et-C;215;-525;5375;14500;72;67;76;158;41;15;1;0;0;0;0;0
53;benlea64;214;-850;5350;14200;65;65;84;159;42;12;1;0;0;0;0;0
56;alinou53;210;-1575;6575;18700;62;68;80;157;38;13;1;1;0;0;0;0
57;Size7;204;-1450;7800;21600;67;71;66;160;33;9;0;1;1;0;0;0
58;AAlchimiste;203;-600;6900;19400;67;69;67;153;37;12;0;0;1;0;0;0
59;panny37;201;-400;6500;17200;67;44;90;155;32;13;1;0;0;0;0;0
60;gigouille;200;75;6425;17900;77;58;65;147;35;17;1;0;0;0;0;0
61;RagazzaBella;200;850;9850;26300;80;48;72;147;38;15;0;0;0;0;0;0
63;Vanouchkaaa;195;1500;6700;18850;74;62;59;146;29;18;1;1;0;0;0;0
64;blo_ody;193;175;5725;15800;71;67;55;148;28;14;2;1;0;0;0;0
65;enidron76;192;-100;6350;16700;81;60;51;146;33;11;2;0;0;0;0;0
66;maklauds;191;-225;6225;16850;65;62;64;142;35;12;2;0;0;0;0;0
68;megapitch;190;300;4750;12750;78;55;57;138;39;13;0;0;0;0;0;0
69;TonyD26;190;0;4850;12700;70;54;66;154;24;9;2;1;0;0;0;0
70;Rest trankil;189;-450;4800;13100;65;54;70;141;35;9;4;0;0;0;0;0
71;Slappyb0y;187;-375;5625;14700;71;60;56;147;26;12;2;0;0;0;0;0
72;milla69;187;75;5525;13800;69;45;73;151;24;11;1;0;0;0;0;0
73;x_lucky_91;186;-500;7550;20650;60;81;45;138;31;17;0;0;0;0;0;0
74;alan5765;186;-750;4750;13500;55;72;59;126;42;17;1;0;0;0;0;0
75;JacksBurgers;184;-1725;7775;19650;60;74;50;145;31;8;0;0;0;0;0;0
76;Doug21;183;-925;4775;12200;58;66;59;147;22;13;1;0;0;0;0;0
77;Pierreisska;182;525;7225;20200;62;44;76;136;33;12;0;0;1;0;0;0
78;MorX13;181;-1350;6750;18300;56;69;56;138;23;20;0;0;0;0;0;0
79;AZQ25;179;-250;4550;12050;60;55;64;142;22;12;3;0;0;0;0;0
80;benyv4501;178;-600;5350;14400;58;71;49;132;33;12;1;0;0;0;0;0
81;Benmc24;177;-200;5350;13800;65;55;57;137;29;10;1;0;0;0;0;0
82;BeuStaps;176;-775;5075;13200;57;59;60;134;32;8;2;0;0;0;0;0
83;bobo38;176;-200;4400;13400;53;68;55;126;34;13;2;0;1;0;0;0
84;leila540;176;500;7500;19700;70;43;63;138;24;14;0;0;0;0;0;0
85;blade67;174;-775;4625;13250;54;62;58;119;35;18;2;0;0;0;0;0
86;Mauxbydick;171;-700;6450;17150;62;56;53;132;24;14;1;0;0;0;0;0
