rank;playerName;expressoNb;profit;totalBuyin;totalJackpot;places1;places2;places3;totalX2;totalX4;totalX6;totalX10;totalX20;totalX50;totalX200;totalX1000;totalX10000
1;Petonbet;1708;-2025;52875;139500;608;631;469;1306;271;118;12;1;0;0;0;0
3;unasmonfrere;1597;-2100;79550;214500;590;550;457;1222;241;113;20;1;0;0;0;0
4;Hey_Jude;1263;-1075;31575;85250;453;414;396;952;206;97;6;2;0;0;0;0
5;Mepslol;1079;-1025;26975;70550;409;379;291;834;166;75;4;0;0;0;0;0
6;Lanesthesist;990;-750;25000;68300;358;334;298;741;161;79;7;2;0;0;0;0
7;Touchdown67.;983;-775;36575;97400;339;291;353;758;143;78;3;0;1;0;0;0
8;adopteunbet;939;-2350;46950;123700;343;309;287;719;150;66;4;0;0;0;0;0
10;Tu_Te_Calm;738;550;20100;53950;271;255;212;561;121;49;5;2;0;0;0;0
11;jjsam;693;-1675;19125;52650;218;273;202;513;112;64;3;1;0;0;0;0
13;LordBendtner;540;900;13700;36350;220;206;114;411;92;35;1;1;0;0;0;0
14;KYFFF;526;1600;13150;35450;210;160;156;392;93;37;4;0;0;0;0;0
15;U.S.Tuermer.;520;-150;13000;36350;189;195;136;384;79;50;7;0;0;0;0;0
16;KhaleesiFTW;514;700;12850;35350;196;188;130;392;83;33;5;0;1;0;0;0
17;railegh;487;-1200;15250;40900;179;142;166;367;85;27;8;0;0;0;0;0
18;BetterCallMe;483;-1150;20200;51800;176;155;152;384;71;25;3;0;0;0;0;0
19;alinou53;418;-2775;19075;51150;129;145;144;315;67;33;3;0;0;0;0;0
20;piz55;394;-1825;11575;30700;129;130;135;300;59;30;5;0;0;0;0;0
21;jetelamet13;384;-1000;10900;29000;129;118;137;294;55;31;4;0;0;0;0;0
25;megapitch;363;-1125;9175;24050;124;138;101;282;56;22;3;0;0;0;0;0
26;Vase Ectomy;354;-950;11050;29850;128;123;103;269;57;24;3;1;0;0;0;0
27;sirsirsir;337;1725;8425;22300;152;78;107;256;57;22;2;0;0;0;0;0
28;MrTs222;334;450;8350;22500;127;113;94;252;54;25;3;0;0;0;0;0
29;gogepok37;325;-1325;8125;21800;109;109;107;243;55;26;1;0;0;0;0;0
31;lhelicoptere;300;550;7500;20100;121;109;70;227;48;23;2;0;0;0;0;0
32;abdennourrr;297;-1325;7475;20150;89;121;87;224;51;18;4;0;0;0;0;0
33;windguru14;297;-525;7775;20900;103;88;106;220;54;21;2;0;0;0;0;0
34;noa2708;280;-1600;10750;28750;91;99;90;217;40;19;4;0;0;0;0;0
35;TOILET ABUSE;276;-1650;11550;29750;97;98;81;216;45;14;1;0;0;0;0;0
37;blo_ody;273;-1200;8400;22500;82;106;85;216;41;14;1;0;1;0;0;0
38;AAnus Etroit;270;-25;10125;28450;102;93;75;197;51;18;4;0;0;0;0;0
39;kikerced;266;-425;6925;18550;96;77;93;200;42;23;1;0;0;0;0;0
40;marcTyson91;262;1125;9975;27100;106;75;81;191;46;25;0;0;0;0;0;0
41;LE KAMELEON;261;-175;7075;19200;93;95;73;200;36;23;1;1;0;0;0;0
43;FHM 2.0;251;375;6275;17250;92;102;57;188;36;25;2;0;0;0;0;0
44;capone73000;246;-425;8525;24050;79;78;89;178;46;19;2;1;0;0;0;0
46;Julvar2210;242;-2250;9300;25750;74;68;100;185;37;16;3;1;0;0;0;0
47;BienTravail;241;1025;6025;16850;102;70;69;179;32;28;2;0;0;0;0;0
49;S i r   J V;231;-575;5775;14600;79;86;66;183;37;10;1;0;0;0;0;0
51;LeBasilicain;218;-100;7400;19400;79;60;79;168;36;13;1;0;0;0;0;0
52;U_whine_amax;208;-375;5325;14050;69;65;74;153;42;13;0;0;0;0;0;0
53;Iscandaar;206;-850;5150;13500;67;73;66;156;36;14;0;0;0;0;0;0
54;Milanamor27;205;450;6350;15850;87;50;68;164;28;13;0;0;0;0;0;0
55;tozmiou13;205;-1225;5575;14200;61;59;85;165;24;16;0;0;0;0;0;0
56;- Viet -;205;275;5125;14600;72;74;59;143;41;19;2;0;0;0;0;0
58;Size7;204;-175;5825;15000;71;62;71;160;32;11;1;0;0;0;0;0
59;Kehan2212;203;2325;7925;23400;79;48;76;142;41;17;2;1;0;0;0;0
60;Naruto29;202;-725;5775;15450;74;69;59;152;31;18;1;0;0;0;0;0
61;Cocohen;200;-1000;5000;13050;62;89;49;156;29;14;1;0;0;0;0;0
